node_id;label;type;degree
@DISEASE_146850;@DISEASE_146850;disease;4.0
@DISEASE_162000;@DISEASE_162000;disease;4.0
@DISEASE_162400;@DISEASE_162400;disease;4.0
@DISEASE_22q11_Deletion_Syndrome;@DISEASE_22q11_Deletion_Syndrome;disease;4.0
@DISEASE_313000;@DISEASE_313000;disease;4.0
@DISEASE_46_XX_Testicular_Disorders_of_Sex_Development;@DISEASE_46_XX_Testicular_Disorders_of_Sex_Development;disease;4.0
@DISEASE_608852;@DISEASE_608852;disease;4.0
@DISEASE_614188;@DISEASE_614188;disease;4.0
@DISEASE_614338;@DISEASE_614338;disease;4.0
@DISEASE_615774;@DISEASE_615774;disease;4.0
@DISEASE_AIDS_Related_Complex;@DISEASE_AIDS_Related_Complex;disease;4.0
@DISEASE_Accidental_Injuries;@DISEASE_Accidental_Injuries;disease;4.0
@DISEASE_Achondrogenesis_type_2;@DISEASE_Achondrogenesis_type_2;disease;4.0
@DISEASE_Acquired_Hyperostosis_Syndrome;@DISEASE_Acquired_Hyperostosis_Syndrome;disease;4.0
@DISEASE_Acute_Aortic_Syndrome;@DISEASE_Acute_Aortic_Syndrome;disease;4.0
@DISEASE_Acute_Chest_Syndrome;@DISEASE_Acute_Chest_Syndrome;disease;4.0
@DISEASE_Acute_fatty_liver_of_pregnancy;@DISEASE_Acute_fatty_liver_of_pregnancy;disease;4.0
@DISEASE_Adamantinoma;@DISEASE_Adamantinoma;disease;4.0
@DISEASE_Adenomatous_Polyps;@DISEASE_Adenomatous_Polyps;disease;4.0
@DISEASE_Adenylosuccinate_lyase_deficiency;@DISEASE_Adenylosuccinate_lyase_deficiency;disease;4.0
@DISEASE_Adrenal_Cortex_Diseases;@DISEASE_Adrenal_Cortex_Diseases;disease;4.0
@DISEASE_Adrenal_Cortex_Neoplasms;@DISEASE_Adrenal_Cortex_Neoplasms;disease;4.0
@DISEASE_Affective_Disorders_Psychotic;@DISEASE_Affective_Disorders_Psychotic;disease;4.0
@DISEASE_Albinism_ocular_late_onset_sensorineural_deafness;@DISEASE_Albinism_ocular_late_onset_sensorineural_deafness;disease;4.0
@DISEASE_Allanson_Pantzar_McLeod_syndrome;@DISEASE_Allanson_Pantzar_McLeod_syndrome;disease;4.0
@DISEASE_Alopecia_Neurologic_Defects_and_Endocrinopathy_Syndrome;@DISEASE_Alopecia_Neurologic_Defects_and_Endocrinopathy_Syndrome;disease;4.0
@DISEASE_Alstrom_Syndrome;@DISEASE_Alstrom_Syndrome;disease;4.0
@DISEASE_Anal_sphincter_dysplasia;@DISEASE_Anal_sphincter_dysplasia;disease;4.0
@DISEASE_Ankle_Fractures;@DISEASE_Ankle_Fractures;disease;4.0
@DISEASE_Anophthalmos;@DISEASE_Anophthalmos;disease;4.0
@DISEASE_Anterior_Wall_Myocardial_Infarction;@DISEASE_Anterior_Wall_Myocardial_Infarction;disease;4.0
@DISEASE_Anterior_segment_mesenchymal_dysgenesis;@DISEASE_Anterior_segment_mesenchymal_dysgenesis;disease;4.0
@DISEASE_Arthrogryposis;@DISEASE_Arthrogryposis;disease;4.0
@DISEASE_Asthma_Chronic_Obstructive_Pulmonary_Disease_Overlap_Syndrome;@DISEASE_Asthma_Chronic_Obstructive_Pulmonary_Disease_Overlap_Syndrome;disease;4.0
@DISEASE_Avoidant_Restrictive_Food_Intake_Disorder;@DISEASE_Avoidant_Restrictive_Food_Intake_Disorder;disease;4.0
@DISEASE_Basaloid_Follicular_Hamartoma_Syndrome_Generalized_Autosomal_Dominant;@DISEASE_Basaloid_Follicular_Hamartoma_Syndrome_Generalized_Autosomal_Dominant;disease;4.0
@DISEASE_Benign_Paroxysmal_Positional_Vertigo;@DISEASE_Benign_Paroxysmal_Positional_Vertigo;disease;4.0
@DISEASE_Benign_non_infected_urachal_cyst;@DISEASE_Benign_non_infected_urachal_cyst;disease;4.0
@DISEASE_Biotinidase_Deficiency;@DISEASE_Biotinidase_Deficiency;disease;4.0
@DISEASE_Blau_syndrome;@DISEASE_Blau_syndrome;disease;4.0
@DISEASE_Blepharoptosis;@DISEASE_Blepharoptosis;disease;4.0
@DISEASE_Bone_Cysts_Aneurysmal;@DISEASE_Bone_Cysts_Aneurysmal;disease;4.0
@DISEASE_Bruck_syndrome_1;@DISEASE_Bruck_syndrome_1;disease;4.0
@DISEASE_Bulbo_Spinal_Atrophy_X_Linked;@DISEASE_Bulbo_Spinal_Atrophy_X_Linked;disease;4.0
@DISEASE_Byssinosis;@DISEASE_Byssinosis;disease;4.0
@DISEASE_CD8_Deficiency_Familial;@DISEASE_CD8_Deficiency_Familial;disease;4.0
@DISEASE_Calvarial_hyperostosis;@DISEASE_Calvarial_hyperostosis;disease;4.0
@DISEASE_Candida_auris_infection;@DISEASE_Candida_auris_infection;disease;4.0
@DISEASE_Cantu_syndrome;@DISEASE_Cantu_syndrome;disease;4.0
@DISEASE_Cat_Diseases;@DISEASE_Cat_Diseases;disease;4.0
@DISEASE_Cavernous_Sinus_Thrombosis;@DISEASE_Cavernous_Sinus_Thrombosis;disease;4.0
@DISEASE_Cerebrospinal_Fluid_Rhinorrhea;@DISEASE_Cerebrospinal_Fluid_Rhinorrhea;disease;4.0
@DISEASE_Chagas_Cardiomyopathy;@DISEASE_Chagas_Cardiomyopathy;disease;4.0
@DISEASE_Chondroblastoma;@DISEASE_Chondroblastoma;disease;4.0
@DISEASE_Chondrodysplasia_Punctata_Rhizomelic;@DISEASE_Chondrodysplasia_Punctata_Rhizomelic;disease;4.0
@DISEASE_Choreoathetosis_Hypothyroidism_And_Neonatal_Respiratory_Distress;@DISEASE_Choreoathetosis_Hypothyroidism_And_Neonatal_Respiratory_Distress;disease;4.0
@DISEASE_Choroideremia;@DISEASE_Choroideremia;disease;4.0
@DISEASE_Cleft_Soft_Palate;@DISEASE_Cleft_Soft_Palate;disease;4.0
@DISEASE_Coloboma;@DISEASE_Coloboma;disease;4.0
@DISEASE_Congenital_Disorder_Of_Glycosylation_Type_In;@DISEASE_Congenital_Disorder_Of_Glycosylation_Type_In;disease;4.0
@DISEASE_Congenital_disorder_of_glycosylation_type_II;@DISEASE_Congenital_disorder_of_glycosylation_type_II;disease;4.0
@DISEASE_Congenital_myasthenic_syndrome_ib;@DISEASE_Congenital_myasthenic_syndrome_ib;disease;4.0
@DISEASE_Conjunctivitis_Allergic;@DISEASE_Conjunctivitis_Allergic;disease;4.0
@DISEASE_Coronaviridae_Infections;@DISEASE_Coronaviridae_Infections;disease;4.0
@DISEASE_Costello_Syndrome;@DISEASE_Costello_Syndrome;disease;4.0
@DISEASE_Crazy_paving_pattern;@DISEASE_Crazy_paving_pattern;disease;4.0
@DISEASE_Crisponi_syndrome;@DISEASE_Crisponi_syndrome;disease;4.0
@DISEASE_Cross_Infection;@DISEASE_Cross_Infection;disease;4.0
@DISEASE_De_Quervain_Disease;@DISEASE_De_Quervain_Disease;disease;4.0
@DISEASE_Deafness_Craniofacial_Syndrome;@DISEASE_Deafness_Craniofacial_Syndrome;disease;4.0
@DISEASE_Death_Sudden;@DISEASE_Death_Sudden;disease;4.0
@DISEASE_Dental_Pulp_Calcification;@DISEASE_Dental_Pulp_Calcification;disease;4.0
@DISEASE_Dental_Pulp_Diseases;@DISEASE_Dental_Pulp_Diseases;disease;4.0
@DISEASE_Dentin_dysplasia_sclerotic_bones;@DISEASE_Dentin_dysplasia_sclerotic_bones;disease;4.0
@DISEASE_DiGeorge_Syndrome;@DISEASE_DiGeorge_Syndrome;disease;4.0
@DISEASE_Diaschisis;@DISEASE_Diaschisis;disease;4.0
@DISEASE_Diffuse_Axonal_Injury;@DISEASE_Diffuse_Axonal_Injury;disease;4.0
@DISEASE_Dilatation_Pathologic;@DISEASE_Dilatation_Pathologic;disease;4.0
@DISEASE_Discitis;@DISEASE_Discitis;disease;4.0
@DISEASE_Dissection_Thoracic_Aorta;@DISEASE_Dissection_Thoracic_Aorta;disease;4.0
@DISEASE_Distal_myopathy_Nonaka_type;@DISEASE_Distal_myopathy_Nonaka_type;disease;4.0
@DISEASE_Dysfibrinogenemia_Congenital;@DISEASE_Dysfibrinogenemia_Congenital;disease;4.0
@DISEASE_Dysgammaglobulinemia;@DISEASE_Dysgammaglobulinemia;disease;4.0
@DISEASE_Dystonia_Dopa_responsive;@DISEASE_Dystonia_Dopa_responsive;disease;4.0
@DISEASE_Dystonia_Musculorum_Deformans;@DISEASE_Dystonia_Musculorum_Deformans;disease;4.0
@DISEASE_Eclampsia;@DISEASE_Eclampsia;disease;4.0
@DISEASE_Ectrodactyly_Ectodermal_Dysplasia_And_Cleft_Lip_Palate_Syndrome_1;@DISEASE_Ectrodactyly_Ectodermal_Dysplasia_And_Cleft_Lip_Palate_Syndrome_1;disease;4.0
@DISEASE_Edema_Cardiac;@DISEASE_Edema_Cardiac;disease;4.0
@DISEASE_Epilepsy_Idiopathic_Generalized;@DISEASE_Epilepsy_Idiopathic_Generalized;disease;4.0
@DISEASE_Epilepsy_Partial_with_Variable_Foci;@DISEASE_Epilepsy_Partial_with_Variable_Foci;disease;4.0
@DISEASE_Epistaxis;@DISEASE_Epistaxis;disease;4.0
@DISEASE_Esophageal_Stenosis;@DISEASE_Esophageal_Stenosis;disease;4.0
@DISEASE_External_Auditory_Canal_Bilateral_Atresia_Of_With_Congenital_Vertical_Talus;@DISEASE_External_Auditory_Canal_Bilateral_Atresia_Of_With_Congenital_Vertical_Talus;disease;4.0
@DISEASE_Facial_Dysmorphism_with_Multiple_Malformations;@DISEASE_Facial_Dysmorphism_with_Multiple_Malformations;disease;4.0
@DISEASE_Facial_Pain;@DISEASE_Facial_Pain;disease;4.0
@DISEASE_Familial_Exudative_Vitreoretinopathies;@DISEASE_Familial_Exudative_Vitreoretinopathies;disease;4.0
@DISEASE_Familial_Glucocorticoid_Deficiency_1;@DISEASE_Familial_Glucocorticoid_Deficiency_1;disease;4.0
@DISEASE_Familial_duodenal_atresia;@DISEASE_Familial_duodenal_atresia;disease;4.0
@DISEASE_Farber_Lipogranulomatosis;@DISEASE_Farber_Lipogranulomatosis;disease;4.0
@DISEASE_Fasciitis;@DISEASE_Fasciitis;disease;4.0
@DISEASE_Feline_Infectious_Peritonitis;@DISEASE_Feline_Infectious_Peritonitis;disease;4.0
@DISEASE_Femoral_Neuropathy;@DISEASE_Femoral_Neuropathy;disease;4.0
@DISEASE_Fibroma;@DISEASE_Fibroma;disease;4.0
@DISEASE_Fibromatosis_Congenital_Generalized;@DISEASE_Fibromatosis_Congenital_Generalized;disease;4.0
@DISEASE_Focal_Epithelial_Hyperplasia;@DISEASE_Focal_Epithelial_Hyperplasia;disease;4.0
@DISEASE_Focal_cortical_dysplasia_of_Taylor;@DISEASE_Focal_cortical_dysplasia_of_Taylor;disease;4.0
@DISEASE_Foramen_Ovale_Patent;@DISEASE_Foramen_Ovale_Patent;disease;4.0
@DISEASE_Fractures_Malunited;@DISEASE_Fractures_Malunited;disease;4.0
@DISEASE_Furunculosis;@DISEASE_Furunculosis;disease;4.0
@DISEASE_Game_Friedman_Paradice_syndrome;@DISEASE_Game_Friedman_Paradice_syndrome;disease;4.0
@DISEASE_Ganglioneuroma;@DISEASE_Ganglioneuroma;disease;4.0
@DISEASE_Gangliosidoses_GM2;@DISEASE_Gangliosidoses_GM2;disease;4.0
@DISEASE_Gangrene;@DISEASE_Gangrene;disease;4.0
@DISEASE_Genetic_Diseases_X_Linked;@DISEASE_Genetic_Diseases_X_Linked;disease;4.0
@DISEASE_Gerstmann_Straussler_Scheinker_Disease;@DISEASE_Gerstmann_Straussler_Scheinker_Disease;disease;4.0
@DISEASE_Giardiasis;@DISEASE_Giardiasis;disease;4.0
@DISEASE_Gingival_Diseases;@DISEASE_Gingival_Diseases;disease;4.0
@DISEASE_Glomerulonephritis_Membranoproliferative;@DISEASE_Glomerulonephritis_Membranoproliferative;disease;4.0
@DISEASE_Glucose_Galactose_Malabsorption;@DISEASE_Glucose_Galactose_Malabsorption;disease;4.0
@DISEASE_Glycogen_Storage_Disease_Type_I;@DISEASE_Glycogen_Storage_Disease_Type_I;disease;4.0
@DISEASE_Glycogen_Storage_Disease_Type_III;@DISEASE_Glycogen_Storage_Disease_Type_III;disease;4.0
@DISEASE_Glycogen_Storage_Disease_Type_VI;@DISEASE_Glycogen_Storage_Disease_Type_VI;disease;4.0
@DISEASE_Haemophilus_Infections;@DISEASE_Haemophilus_Infections;disease;4.0
@DISEASE_Hand_Foot_and_Mouth_Disease;@DISEASE_Hand_Foot_and_Mouth_Disease;disease;4.0
@DISEASE_Hartnup_Disease;@DISEASE_Hartnup_Disease;disease;4.0
@DISEASE_Hearing_Loss_Noise_Induced;@DISEASE_Hearing_Loss_Noise_Induced;disease;4.0
@DISEASE_Hearing_Loss_Sudden;@DISEASE_Hearing_Loss_Sudden;disease;4.0
@DISEASE_Hemangioma_Cavernous;@DISEASE_Hemangioma_Cavernous;disease;4.0
@DISEASE_Hemarthrosis;@DISEASE_Hemarthrosis;disease;4.0
@DISEASE_Hemic_and_Lymphatic_Diseases;@DISEASE_Hemic_and_Lymphatic_Diseases;disease;4.0
@DISEASE_Hemorrhagic_Fever_Crimean;@DISEASE_Hemorrhagic_Fever_Crimean;disease;4.0
@DISEASE_Hepatic_Insufficiency;@DISEASE_Hepatic_Insufficiency;disease;4.0
@DISEASE_Humoral_Hypercalcemia_Of_Malignancy;@DISEASE_Humoral_Hypercalcemia_Of_Malignancy;disease;4.0
@DISEASE_Hydatidiform_Mole;@DISEASE_Hydatidiform_Mole;disease;4.0
@DISEASE_Hyperemesis_Gravidarum;@DISEASE_Hyperemesis_Gravidarum;disease;4.0
@DISEASE_Hyperlipoproteinemia_Type_III;@DISEASE_Hyperlipoproteinemia_Type_III;disease;4.0
@DISEASE_Hyperphosphatasia_with_Mental_Retardation;@DISEASE_Hyperphosphatasia_with_Mental_Retardation;disease;4.0
@DISEASE_Hyperthyroxinemia;@DISEASE_Hyperthyroxinemia;disease;4.0
@DISEASE_Hyperventilation;@DISEASE_Hyperventilation;disease;4.0
@DISEASE_Hypoaldosteronism;@DISEASE_Hypoaldosteronism;disease;4.0
@DISEASE_Hypocalciuric_hypercalcemia_familial_type_1;@DISEASE_Hypocalciuric_hypercalcemia_familial_type_1;disease;4.0
@DISEASE_Hypotrichosis;@DISEASE_Hypotrichosis;disease;4.0
@DISEASE_Ichthyosis_prematurity_syndrome;@DISEASE_Ichthyosis_prematurity_syndrome;disease;4.0
@DISEASE_Idiopathic_Hypersomnia;@DISEASE_Idiopathic_Hypersomnia;disease;4.0
@DISEASE_Idiopathic_orthostatic_hypotension;@DISEASE_Idiopathic_orthostatic_hypotension;disease;4.0
@DISEASE_IgA_Deficiency;@DISEASE_IgA_Deficiency;disease;4.0
@DISEASE_Incontinentia_Pigmenti;@DISEASE_Incontinentia_Pigmenti;disease;4.0
@DISEASE_Intestinal_Atresia;@DISEASE_Intestinal_Atresia;disease;4.0
@DISEASE_Intra_Articular_Fractures;@DISEASE_Intra_Articular_Fractures;disease;4.0
@DISEASE_Intraabdominal_Infections;@DISEASE_Intraabdominal_Infections;disease;4.0
@DISEASE_Intussusception;@DISEASE_Intussusception;disease;4.0
@DISEASE_Isobutyryl_CoA_dehydrogenase_deficiency;@DISEASE_Isobutyryl_CoA_dehydrogenase_deficiency;disease;4.0
@DISEASE_Jarcho_Levin_syndrome;@DISEASE_Jarcho_Levin_syndrome;disease;4.0
@DISEASE_Jejunal_Diseases;@DISEASE_Jejunal_Diseases;disease;4.0
@DISEASE_Keratitis_Dendritic;@DISEASE_Keratitis_Dendritic;disease;4.0
@DISEASE_Keratoderma_Palmoplantar;@DISEASE_Keratoderma_Palmoplantar;disease;4.0
@DISEASE_Labor_Pain;@DISEASE_Labor_Pain;disease;4.0
@DISEASE_Lacerations;@DISEASE_Lacerations;disease;4.0
@DISEASE_Language_Disorders;@DISEASE_Language_Disorders;disease;4.0
@DISEASE_Laryngitis;@DISEASE_Laryngitis;disease;4.0
@DISEASE_Leukemia_Erythroblastic_Acute;@DISEASE_Leukemia_Erythroblastic_Acute;disease;4.0
@DISEASE_Leukemia_Hairy_Cell;@DISEASE_Leukemia_Hairy_Cell;disease;4.0
@DISEASE_Leukemia_Myeloid_Chronic_Phase;@DISEASE_Leukemia_Myeloid_Chronic_Phase;disease;4.0
@DISEASE_Leukoplakia_Oral;@DISEASE_Leukoplakia_Oral;disease;4.0
@DISEASE_Lichen_Sclerosus_et_Atrophicus;@DISEASE_Lichen_Sclerosus_et_Atrophicus;disease;4.0
@DISEASE_Lipodystrophy_Congenital_Generalized;@DISEASE_Lipodystrophy_Congenital_Generalized;disease;4.0
@DISEASE_Lipodystrophy_Familial_Partial;@DISEASE_Lipodystrophy_Familial_Partial;disease;4.0
@DISEASE_Liposarcoma_Myxoid;@DISEASE_Liposarcoma_Myxoid;disease;4.0
@DISEASE_Liver_Abscess_Amebic;@DISEASE_Liver_Abscess_Amebic;disease;4.0
@DISEASE_Loose_Anagen_Hair_Syndrome;@DISEASE_Loose_Anagen_Hair_Syndrome;disease;4.0
@DISEASE_Lown_Ganong_Levine_Syndrome;@DISEASE_Lown_Ganong_Levine_Syndrome;disease;4.0
@DISEASE_Lp(A)_Deficiency_Congenital;@DISEASE_Lp(A)_Deficiency_Congenital;disease;4.0
@DISEASE_Lyme_Neuroborreliosis;@DISEASE_Lyme_Neuroborreliosis;disease;4.0
@DISEASE_Lymphangiectasia_pulmonary_congenital;@DISEASE_Lymphangiectasia_pulmonary_congenital;disease;4.0
@DISEASE_Lymphoma_Primary_Cutaneous_Anaplastic_Large_Cell;@DISEASE_Lymphoma_Primary_Cutaneous_Anaplastic_Large_Cell;disease;4.0
@DISEASE_MPTP_Poisoning;@DISEASE_MPTP_Poisoning;disease;4.0
@DISEASE_Malaria_Falciparum;@DISEASE_Malaria_Falciparum;disease;4.0
@DISEASE_Malaria_Vivax;@DISEASE_Malaria_Vivax;disease;4.0
@DISEASE_Malformations_of_Cortical_Development_Group_II;@DISEASE_Malformations_of_Cortical_Development_Group_II;disease;4.0
@DISEASE_Marijuana_Abuse;@DISEASE_Marijuana_Abuse;disease;4.0
@DISEASE_Maxillofacial_Injuries;@DISEASE_Maxillofacial_Injuries;disease;4.0
@DISEASE_Megalencephaly;@DISEASE_Megalencephaly;disease;4.0
@DISEASE_Meibomian_Gland_Dysfunction;@DISEASE_Meibomian_Gland_Dysfunction;disease;4.0
@DISEASE_Mesenteric_Vascular_Occlusion;@DISEASE_Mesenteric_Vascular_Occlusion;disease;4.0
@DISEASE_Miosis;@DISEASE_Miosis;disease;4.0
@DISEASE_Mixed_Tumor_Malignant;@DISEASE_Mixed_Tumor_Malignant;disease;4.0
@DISEASE_Morphine_Dependence;@DISEASE_Morphine_Dependence;disease;4.0
@DISEASE_Multiple_Pulmonary_Nodules;@DISEASE_Multiple_Pulmonary_Nodules;disease;4.0
@DISEASE_Mydriasis;@DISEASE_Mydriasis;disease;4.0
@DISEASE_Myeloproliferative_Disorders;@DISEASE_Myeloproliferative_Disorders;disease;4.0
@DISEASE_Myositis_Inclusion_Body;@DISEASE_Myositis_Inclusion_Body;disease;4.0
@DISEASE_Myositis_Ossificans;@DISEASE_Myositis_Ossificans;disease;4.0
@DISEASE_Nance_Horan_syndrome;@DISEASE_Nance_Horan_syndrome;disease;4.0
@DISEASE_Neonatal_hemochromatosis;@DISEASE_Neonatal_hemochromatosis;disease;4.0
@DISEASE_Neonatal_herpes;@DISEASE_Neonatal_herpes;disease;4.0
@DISEASE_Neoplasms_Neuroepithelial;@DISEASE_Neoplasms_Neuroepithelial;disease;4.0
@DISEASE_Neoplasms_by_Histologic_Type;@DISEASE_Neoplasms_by_Histologic_Type;disease;4.0
@DISEASE_Nerve_Sheath_Neoplasms;@DISEASE_Nerve_Sheath_Neoplasms;disease;4.0
@DISEASE_Neural_crest_tumor;@DISEASE_Neural_crest_tumor;disease;4.0
@DISEASE_Neurodegeneration_Due_To_Cerebral_Folate_Transport_Deficiency;@DISEASE_Neurodegeneration_Due_To_Cerebral_Folate_Transport_Deficiency;disease;4.0
@DISEASE_Neurofibroma_Plexiform;@DISEASE_Neurofibroma_Plexiform;disease;4.0
@DISEASE_Neurologic_Disease_Infantile_Multisystem_with_Osseous_Fragility;@DISEASE_Neurologic_Disease_Infantile_Multisystem_with_Osseous_Fragility;disease;4.0
@DISEASE_Neurolymphomatosis;@DISEASE_Neurolymphomatosis;disease;4.0
@DISEASE_Neuronopathy_Distal_Hereditary_Motor_Type_V;@DISEASE_Neuronopathy_Distal_Hereditary_Motor_Type_V;disease;4.0
@DISEASE_Neutropenia_Severe_Congenital_Autosomal_Recessive_3;@DISEASE_Neutropenia_Severe_Congenital_Autosomal_Recessive_3;disease;4.0
@DISEASE_Nevus_Blue;@DISEASE_Nevus_Blue;disease;4.0
@DISEASE_Niemann_Pick_Disease_Type_B;@DISEASE_Niemann_Pick_Disease_Type_B;disease;4.0
@DISEASE_Non_ST_Elevated_Myocardial_Infarction;@DISEASE_Non_ST_Elevated_Myocardial_Infarction;disease;4.0
@DISEASE_Oculomotor_Nerve_Diseases;@DISEASE_Oculomotor_Nerve_Diseases;disease;4.0
@DISEASE_Oligohydramnios;@DISEASE_Oligohydramnios;disease;4.0
@DISEASE_Oliguria;@DISEASE_Oliguria;disease;4.0
@DISEASE_Opsoclonus_Myoclonus_Syndrome;@DISEASE_Opsoclonus_Myoclonus_Syndrome;disease;4.0
@DISEASE_Osteogenesis_imperfecta_type_6;@DISEASE_Osteogenesis_imperfecta_type_6;disease;4.0
@DISEASE_Osteophyte;@DISEASE_Osteophyte;disease;4.0
@DISEASE_Otitis;@DISEASE_Otitis;disease;4.0
@DISEASE_Otitis_Externa;@DISEASE_Otitis_Externa;disease;4.0
@DISEASE_Otorhinolaryngologic_Diseases;@DISEASE_Otorhinolaryngologic_Diseases;disease;4.0
@DISEASE_Pancreas_Divisum;@DISEASE_Pancreas_Divisum;disease;4.0
@DISEASE_Papillary_renal_cell_carcinoma_sporadic;@DISEASE_Papillary_renal_cell_carcinoma_sporadic;disease;4.0
@DISEASE_Paraparesis_Spastic;@DISEASE_Paraparesis_Spastic;disease;4.0
@DISEASE_Paroxysmal_Extreme_Pain_Disorder;@DISEASE_Paroxysmal_Extreme_Pain_Disorder;disease;4.0
@DISEASE_Pathological_Conditions_Signs_and_Symptoms;@DISEASE_Pathological_Conditions_Signs_and_Symptoms;disease;4.0
@DISEASE_Periapical_Granuloma;@DISEASE_Periapical_Granuloma;disease;4.0
@DISEASE_Perifolliculitis_Capitis_Abscedens_Et_Suffodiens_Familial;@DISEASE_Perifolliculitis_Capitis_Abscedens_Et_Suffodiens_Familial;disease;4.0
@DISEASE_Peritoneal_Fibrosis;@DISEASE_Peritoneal_Fibrosis;disease;4.0
@DISEASE_Peroxisome_biogenesis_disorders;@DISEASE_Peroxisome_biogenesis_disorders;disease;4.0
@DISEASE_Persistent_Vegetative_State;@DISEASE_Persistent_Vegetative_State;disease;4.0
@DISEASE_Phaeohyphomycosis;@DISEASE_Phaeohyphomycosis;disease;4.0
@DISEASE_Pick_Disease_of_the_Brain;@DISEASE_Pick_Disease_of_the_Brain;disease;4.0
@DISEASE_Pityriasis_Lichenoides;@DISEASE_Pityriasis_Lichenoides;disease;4.0
@DISEASE_Placental_Insufficiency;@DISEASE_Placental_Insufficiency;disease;4.0
@DISEASE_Pleurisy;@DISEASE_Pleurisy;disease;4.0
@DISEASE_Pneumonia_Aspiration;@DISEASE_Pneumonia_Aspiration;disease;4.0
@DISEASE_Polyhydramnios;@DISEASE_Polyhydramnios;disease;4.0
@DISEASE_Polyposis_Syndrome_Hereditary_Mixed_1;@DISEASE_Polyposis_Syndrome_Hereditary_Mixed_1;disease;4.0
@DISEASE_Polyradiculopathy;@DISEASE_Polyradiculopathy;disease;4.0
@DISEASE_Port_Wine_Stain;@DISEASE_Port_Wine_Stain;disease;4.0
@DISEASE_Postural_Orthostatic_Tachycardia_Syndrome;@DISEASE_Postural_Orthostatic_Tachycardia_Syndrome;disease;4.0
@DISEASE_Premenstrual_Syndrome;@DISEASE_Premenstrual_Syndrome;disease;4.0
@DISEASE_Prenatal_Injuries;@DISEASE_Prenatal_Injuries;disease;4.0
@DISEASE_Progesterone_Resistance;@DISEASE_Progesterone_Resistance;disease;4.0
@DISEASE_Prolonged_Bleeding_Time_Brachydactyly_and_Mental_Retardation;@DISEASE_Prolonged_Bleeding_Time_Brachydactyly_and_Mental_Retardation;disease;4.0
@DISEASE_Pulmonary_Alveolar_Proteinosis_Acquired;@DISEASE_Pulmonary_Alveolar_Proteinosis_Acquired;disease;4.0
@DISEASE_Pulmonary_Eosinophilia;@DISEASE_Pulmonary_Eosinophilia;disease;4.0
@DISEASE_Pupil_Disorders;@DISEASE_Pupil_Disorders;disease;4.0
@DISEASE_Pure_Autonomic_Failure;@DISEASE_Pure_Autonomic_Failure;disease;4.0
@DISEASE_Rectal_Fistula;@DISEASE_Rectal_Fistula;disease;4.0
@DISEASE_Renpenning_syndrome_1;@DISEASE_Renpenning_syndrome_1;disease;4.0
@DISEASE_Retinal_Artery_Occlusion;@DISEASE_Retinal_Artery_Occlusion;disease;4.0
@DISEASE_Retroperitoneal_Fibrosis;@DISEASE_Retroperitoneal_Fibrosis;disease;4.0
@DISEASE_Reye_Syndrome;@DISEASE_Reye_Syndrome;disease;4.0
@DISEASE_Rhinitis_Vasomotor;@DISEASE_Rhinitis_Vasomotor;disease;4.0
@DISEASE_Rhizomucor_pusillus_infection;@DISEASE_Rhizomucor_pusillus_infection;disease;4.0
@DISEASE_Ring_Chromosomes;@DISEASE_Ring_Chromosomes;disease;4.0
@DISEASE_Rumination_Syndrome;@DISEASE_Rumination_Syndrome;disease;4.0
@DISEASE_Salivary_Gland_Diseases;@DISEASE_Salivary_Gland_Diseases;disease;4.0
@DISEASE_Sarcoma_Alveolar_Soft_Part;@DISEASE_Sarcoma_Alveolar_Soft_Part;disease;4.0
@DISEASE_Schnitzler_Syndrome;@DISEASE_Schnitzler_Syndrome;disease;4.0
@DISEASE_Scleral_Diseases;@DISEASE_Scleral_Diseases;disease;4.0
@DISEASE_Scleroderma_Limited;@DISEASE_Scleroderma_Limited;disease;4.0
@DISEASE_Scorpion_Stings;@DISEASE_Scorpion_Stings;disease;4.0
@DISEASE_Sexual_Infantilism;@DISEASE_Sexual_Infantilism;disease;4.0
@DISEASE_Shwachman_Diamond_Syndrome;@DISEASE_Shwachman_Diamond_Syndrome;disease;4.0
@DISEASE_Sick_Building_Syndrome;@DISEASE_Sick_Building_Syndrome;disease;4.0
@DISEASE_Skin_Diseases_Vesiculobullous;@DISEASE_Skin_Diseases_Vesiculobullous;disease;4.0
@DISEASE_Skin_Hair_Eye_Pigmentation_Variation_In_6;@DISEASE_Skin_Hair_Eye_Pigmentation_Variation_In_6;disease;4.0
@DISEASE_Sleepiness;@DISEASE_Sleepiness;disease;4.0
@DISEASE_Smith_Magenis_Syndrome;@DISEASE_Smith_Magenis_Syndrome;disease;4.0
@DISEASE_Soft_Tissue_Neoplasms;@DISEASE_Soft_Tissue_Neoplasms;disease;4.0
@DISEASE_Solitary_Fibrous_Tumors;@DISEASE_Solitary_Fibrous_Tumors;disease;4.0
@DISEASE_Somnambulism;@DISEASE_Somnambulism;disease;4.0
@DISEASE_Specific_Language_Disorder;@DISEASE_Specific_Language_Disorder;disease;4.0
@DISEASE_Spinocerebellar_Ataxia_11;@DISEASE_Spinocerebellar_Ataxia_11;disease;4.0
@DISEASE_Spondylarthritis;@DISEASE_Spondylarthritis;disease;4.0
@DISEASE_Stomatitis_Herpetic;@DISEASE_Stomatitis_Herpetic;disease;4.0
@DISEASE_Stroke_Lacunar;@DISEASE_Stroke_Lacunar;disease;4.0
