node_id;label;type;degree
@DISEASE_Neoplasms;@DISEASE_Neoplasms;disease;4464.0
@DISEASE_Inflammation;@DISEASE_Inflammation;disease;3612.0
@DISEASE_Carcinoma_Hepatocellular;@DISEASE_Carcinoma_Hepatocellular;disease;1699.0
@DISEASE_Colorectal_Neoplasms;@DISEASE_Colorectal_Neoplasms;disease;1223.0
@DISEASE_Breast_Neoplasms;@DISEASE_Breast_Neoplasms;disease;1143.0
@DISEASE_Fibrosis;@DISEASE_Fibrosis;disease;1070.0
@DISEASE_Carcinoma_Renal_Cell;@DISEASE_Carcinoma_Renal_Cell;disease;1054.0
@DISEASE_Neoplasm_Metastasis;@DISEASE_Neoplasm_Metastasis;disease;975.0
@DISEASE_Glioma;@DISEASE_Glioma;disease;893.0
@DISEASE_Diabetes_Mellitus;@DISEASE_Diabetes_Mellitus;disease;875.0
@DISEASE_Cholangiocarcinoma;@DISEASE_Cholangiocarcinoma;disease;855.0
@DISEASE_Glioblastoma;@DISEASE_Glioblastoma;disease;851.0
@DISEASE_Liver_Failure;@DISEASE_Liver_Failure;disease;806.0
@DISEASE_Infections;@DISEASE_Infections;disease;803.0
@DISEASE_Kidney_Diseases;@DISEASE_Kidney_Diseases;disease;800.0
@DISEASE_Arthritis_Rheumatoid;@DISEASE_Arthritis_Rheumatoid;disease;778.0
@DISEASE_Endometrial_Neoplasms;@DISEASE_Endometrial_Neoplasms;disease;742.0
@DISEASE_Obesity;@DISEASE_Obesity;disease;720.0
@DISEASE_Alzheimer_Disease;@DISEASE_Alzheimer_Disease;disease;714.0
@DISEASE_Fatty_Liver;@DISEASE_Fatty_Liver;disease;713.0
@DISEASE_Mitochondrial_Diseases;@DISEASE_Mitochondrial_Diseases;disease;689.0
@DISEASE_Chemical_and_Drug_Induced_Liver_Injury;@DISEASE_Chemical_and_Drug_Induced_Liver_Injury;disease;681.0
@DISEASE_Osteoarthritis;@DISEASE_Osteoarthritis;disease;677.0
@DISEASE_Liver_Diseases;@DISEASE_Liver_Diseases;disease;626.0
@DISEASE_Diabetes_Mellitus_Type_2;@DISEASE_Diabetes_Mellitus_Type_2;disease;603.0
@DISEASE_Thyroid_Cancer_Papillary;@DISEASE_Thyroid_Cancer_Papillary;disease;592.0
@DISEASE_Osteoporosis;@DISEASE_Osteoporosis;disease;578.0
@DISEASE_Depressive_Disorder;@DISEASE_Depressive_Disorder;disease;577.0
@DISEASE_Bone_Diseases;@DISEASE_Bone_Diseases;disease;560.0
@DISEASE_Carcinogenesis;@DISEASE_Carcinogenesis;disease;560.0
@DISEASE_Stomach_Neoplasms;@DISEASE_Stomach_Neoplasms;disease;555.0
@DISEASE_Lung_Neoplasms;@DISEASE_Lung_Neoplasms;disease;539.0
@DISEASE_Parkinson_Disease;@DISEASE_Parkinson_Disease;disease;535.0
@DISEASE_Hypoxia;@DISEASE_Hypoxia;disease;529.0
@DISEASE_Melanoma;@DISEASE_Melanoma;disease;518.0
@DISEASE_Cognition_Disorders;@DISEASE_Cognition_Disorders;disease;515.0
@DISEASE_Renal_Insufficiency_Chronic;@DISEASE_Renal_Insufficiency_Chronic;disease;510.0
@DISEASE_Non_alcoholic_Fatty_Liver_Disease;@DISEASE_Non_alcoholic_Fatty_Liver_Disease;disease;506.0
@DISEASE_Metabolic_Diseases;@DISEASE_Metabolic_Diseases;disease;503.0
@DISEASE_Acute_Kidney_Injury;@DISEASE_Acute_Kidney_Injury;disease;497.0
@DISEASE_Pulmonary_Fibrosis;@DISEASE_Pulmonary_Fibrosis;disease;490.0
@DISEASE_Cardiovascular_Diseases;@DISEASE_Cardiovascular_Diseases;disease;487.0
@DISEASE_Liver_Cirrhosis;@DISEASE_Liver_Cirrhosis;disease;477.0
@DISEASE_Neurodegenerative_Diseases;@DISEASE_Neurodegenerative_Diseases;disease;465.0
@DISEASE_Colitis_Ulcerative;@DISEASE_Colitis_Ulcerative;disease;455.0
@DISEASE_Neuroinflammatory_Diseases;@DISEASE_Neuroinflammatory_Diseases;disease;444.0
@DISEASE_Prostatic_Neoplasms;@DISEASE_Prostatic_Neoplasms;disease;443.0
@DISEASE_Ovarian_Neoplasms;@DISEASE_Ovarian_Neoplasms;disease;441.0
@DISEASE_Colitis;@DISEASE_Colitis;disease;427.0
@DISEASE_Heart_Diseases;@DISEASE_Heart_Diseases;disease;424.0
@DISEASE_Nerve_Degeneration;@DISEASE_Nerve_Degeneration;disease;424.0
@DISEASE_Spondylitis_Ankylosing;@DISEASE_Spondylitis_Ankylosing;disease;424.0
@DISEASE_Hypertension;@DISEASE_Hypertension;disease;420.0
@DISEASE_Carcinoma_Non_Small_Cell_Lung;@DISEASE_Carcinoma_Non_Small_Cell_Lung;disease;419.0
@DISEASE_Neurotoxicity_Syndromes;@DISEASE_Neurotoxicity_Syndromes;disease;417.0
@DISEASE_Squamous_Cell_Carcinoma_of_Head_and_Neck;@DISEASE_Squamous_Cell_Carcinoma_of_Head_and_Neck;disease;398.0
@DISEASE_Adenocarcinoma_of_Lung;@DISEASE_Adenocarcinoma_of_Lung;disease;394.0
@DISEASE_Vitiligo;@DISEASE_Vitiligo;disease;386.0
@DISEASE_Atherosclerosis;@DISEASE_Atherosclerosis;disease;378.0
@DISEASE_Heart_Failure;@DISEASE_Heart_Failure;disease;373.0
@DISEASE_Skin_Diseases;@DISEASE_Skin_Diseases;disease;368.0
@DISEASE_Triple_Negative_Breast_Neoplasms;@DISEASE_Triple_Negative_Breast_Neoplasms;disease;365.0
@DISEASE_Idiopathic_Pulmonary_Fibrosis;@DISEASE_Idiopathic_Pulmonary_Fibrosis;disease;351.0
@DISEASE_Polycystic_Ovary_Syndrome;@DISEASE_Polycystic_Ovary_Syndrome;disease;349.0
@DISEASE_Reperfusion_Injury;@DISEASE_Reperfusion_Injury;disease;345.0
@DISEASE_Diabetic_Nephropathies;@DISEASE_Diabetic_Nephropathies;disease;344.0
@DISEASE_Pancreatic_Neoplasms;@DISEASE_Pancreatic_Neoplasms;disease;341.0
@DISEASE_Cataract;@DISEASE_Cataract;disease;340.0
@DISEASE_Insulin_Resistance;@DISEASE_Insulin_Resistance;disease;339.0
@DISEASE_Sepsis;@DISEASE_Sepsis;disease;330.0
@DISEASE_Adenocarcinoma;@DISEASE_Adenocarcinoma;disease;320.0
@DISEASE_Thyroid_Neoplasms;@DISEASE_Thyroid_Neoplasms;disease;318.0
@DISEASE_Psoriasis;@DISEASE_Psoriasis;disease;314.0
@DISEASE_Neurologic_Manifestations;@DISEASE_Neurologic_Manifestations;disease;313.0
@DISEASE_Lung_Diseases;@DISEASE_Lung_Diseases;disease;292.0
@DISEASE_Lung_Diseases_Interstitial;@DISEASE_Lung_Diseases_Interstitial;disease;291.0
@DISEASE_Inflammatory_Bowel_Diseases;@DISEASE_Inflammatory_Bowel_Diseases;disease;290.0
@DISEASE_Edema;@DISEASE_Edema;disease;288.0
@DISEASE_Mental_Disorders;@DISEASE_Mental_Disorders;disease;288.0
@DISEASE_Leukemia_Myeloid_Acute;@DISEASE_Leukemia_Myeloid_Acute;disease;285.0
@DISEASE_Osteosarcoma;@DISEASE_Osteosarcoma;disease;280.0
@DISEASE_Weight_Loss;@DISEASE_Weight_Loss;disease;278.0
@DISEASE_Myocardial_Infarction;@DISEASE_Myocardial_Infarction;disease;273.0
@DISEASE_Cerebral_Infarction;@DISEASE_Cerebral_Infarction;disease;271.0
@DISEASE_Arthritis;@DISEASE_Arthritis;disease;266.0
@DISEASE_Pneumonia;@DISEASE_Pneumonia;disease;262.0
@DISEASE_Asthma;@DISEASE_Asthma;disease;260.0
@DISEASE_Ischemia;@DISEASE_Ischemia;disease;259.0
@DISEASE_Hyperuricemia;@DISEASE_Hyperuricemia;disease;258.0
@DISEASE_Seizures;@DISEASE_Seizures;disease;257.0
@DISEASE_Uterine_Cervical_Neoplasms;@DISEASE_Uterine_Cervical_Neoplasms;disease;257.0
@DISEASE_Lymphoma_Non_Hodgkin;@DISEASE_Lymphoma_Non_Hodgkin;disease;255.0
@DISEASE_Atrial_Fibrillation;@DISEASE_Atrial_Fibrillation;disease;254.0
@DISEASE_Precancerous_Conditions;@DISEASE_Precancerous_Conditions;disease;254.0
@DISEASE_Urinary_Bladder_Neoplasms;@DISEASE_Urinary_Bladder_Neoplasms;disease;252.0
@DISEASE_Diabetes_Mellitus_Type_1;@DISEASE_Diabetes_Mellitus_Type_1;disease;247.0
@DISEASE_Drug_Hypersensitivity;@DISEASE_Drug_Hypersensitivity;disease;246.0
@DISEASE_Azoospermia;@DISEASE_Azoospermia;disease;244.0
@DISEASE_Kidney_Calculi;@DISEASE_Kidney_Calculi;disease;242.0
@DISEASE_Liver_Failure_Acute;@DISEASE_Liver_Failure_Acute;disease;242.0
@DISEASE_Necrosis;@DISEASE_Necrosis;disease;241.0
@DISEASE_Schizophrenia;@DISEASE_Schizophrenia;disease;241.0
@DISEASE_Multiple_Sclerosis;@DISEASE_Multiple_Sclerosis;disease;240.0
@DISEASE_Periodontitis;@DISEASE_Periodontitis;disease;233.0
@DISEASE_Metabolic_Syndrome;@DISEASE_Metabolic_Syndrome;disease;231.0
@DISEASE_Stroke;@DISEASE_Stroke;disease;229.0
@DISEASE_Leukemia;@DISEASE_Leukemia;disease;227.0
@DISEASE_Cardiomyopathies;@DISEASE_Cardiomyopathies;disease;226.0
@DISEASE_Pulmonary_Disease_Chronic_Obstructive;@DISEASE_Pulmonary_Disease_Chronic_Obstructive;disease;226.0
@DISEASE_Hyperglycemia;@DISEASE_Hyperglycemia;disease;213.0
@DISEASE_Immunologic_Deficiency_Syndromes;@DISEASE_Immunologic_Deficiency_Syndromes;disease;213.0
@DISEASE_Cartilage_Diseases;@DISEASE_Cartilage_Diseases;disease;212.0
@DISEASE_Intestinal_Diseases;@DISEASE_Intestinal_Diseases;disease;212.0
@DISEASE_Brain_Ischemia;@DISEASE_Brain_Ischemia;disease;211.0
@DISEASE_Hemorrhage;@DISEASE_Hemorrhage;disease;207.0
@DISEASE_Lymphatic_Metastasis;@DISEASE_Lymphatic_Metastasis;disease;207.0
@DISEASE_Multiple_Myeloma;@DISEASE_Multiple_Myeloma;disease;207.0
@DISEASE_Neuralgia;@DISEASE_Neuralgia;disease;206.0
@DISEASE_Hypoxia_Brain;@DISEASE_Hypoxia_Brain;disease;204.0
@DISEASE_Lung_Injury;@DISEASE_Lung_Injury;disease;203.0
@DISEASE_Fractures_Bone;@DISEASE_Fractures_Bone;disease;202.0
@DISEASE_Carcinoma_Pancreatic_Ductal;@DISEASE_Carcinoma_Pancreatic_Ductal;disease;197.0
@DISEASE_Nervous_System_Diseases;@DISEASE_Nervous_System_Diseases;disease;196.0
@DISEASE_Arthritis_Psoriatic;@DISEASE_Arthritis_Psoriatic;disease;195.0
@DISEASE_Renal_Insufficiency;@DISEASE_Renal_Insufficiency;disease;195.0
@DISEASE_Carcinoma_Squamous_Cell;@DISEASE_Carcinoma_Squamous_Cell;disease;194.0
@DISEASE_Pigmentation_Disorders;@DISEASE_Pigmentation_Disorders;disease;192.0
@DISEASE_Kidney_Neoplasms;@DISEASE_Kidney_Neoplasms;disease;191.0
@DISEASE_Spinal_Cord_Injuries;@DISEASE_Spinal_Cord_Injuries;disease;191.0
@DISEASE_Brain_Diseases;@DISEASE_Brain_Diseases;disease;190.0
@DISEASE_Gastrointestinal_Diseases;@DISEASE_Gastrointestinal_Diseases;disease;189.0
@DISEASE_Memory_Disorders;@DISEASE_Memory_Disorders;disease;189.0
@DISEASE_Bacterial_Infections;@DISEASE_Bacterial_Infections;disease;188.0
@DISEASE_Dermatitis_Atopic;@DISEASE_Dermatitis_Atopic;disease;185.0
@DISEASE_Reproductive_Tract_Infections;@DISEASE_Reproductive_Tract_Infections;disease;184.0
@DISEASE_Persistent_Infection;@DISEASE_Persistent_Infection;disease;182.0
@DISEASE_Intervertebral_Disc_Degeneration;@DISEASE_Intervertebral_Disc_Degeneration;disease;181.0
@DISEASE_Epilepsy;@DISEASE_Epilepsy;disease;179.0
@DISEASE_Lupus_Erythematosus_Systemic;@DISEASE_Lupus_Erythematosus_Systemic;disease;175.0
@DISEASE_Autism_Spectrum_Disorder;@DISEASE_Autism_Spectrum_Disorder;disease;173.0
@DISEASE_Peripheral_Nervous_System_Diseases;@DISEASE_Peripheral_Nervous_System_Diseases;disease;173.0
@DISEASE_Esophageal_Neoplasms;@DISEASE_Esophageal_Neoplasms;disease;172.0
@DISEASE_Rectal_Neoplasms;@DISEASE_Rectal_Neoplasms;disease;172.0
@DISEASE_Bone_Resorption;@DISEASE_Bone_Resorption;disease;166.0
@DISEASE_Brain_Injuries;@DISEASE_Brain_Injuries;disease;166.0
@DISEASE_Hyperpigmentation;@DISEASE_Hyperpigmentation;disease;165.0
@DISEASE_Neuroblastoma;@DISEASE_Neuroblastoma;disease;164.0
@DISEASE_Pancreatitis;@DISEASE_Pancreatitis;disease;163.0
@DISEASE_Brain_Injuries_Traumatic;@DISEASE_Brain_Injuries_Traumatic;disease;161.0
@DISEASE_Pre_Eclampsia;@DISEASE_Pre_Eclampsia;disease;161.0
@DISEASE_Sarcoma_Kaposi;@DISEASE_Sarcoma_Kaposi;disease;160.0
@DISEASE_Thrombosis;@DISEASE_Thrombosis;disease;160.0
@DISEASE_Cardiotoxicity;@DISEASE_Cardiotoxicity;disease;159.0
@DISEASE_Osteoarthritis_Knee;@DISEASE_Osteoarthritis_Knee;disease;158.0
@DISEASE_Arrhythmias_Cardiac;@DISEASE_Arrhythmias_Cardiac;disease;156.0
@DISEASE_Crohn_Disease;@DISEASE_Crohn_Disease;disease;154.0
@DISEASE_Cognitive_Dysfunction;@DISEASE_Cognitive_Dysfunction;disease;150.0
@DISEASE_Hyperalgesia;@DISEASE_Hyperalgesia;disease;150.0
@DISEASE_Coronary_Artery_Disease;@DISEASE_Coronary_Artery_Disease;disease;147.0
@DISEASE_Opisthorchiasis;@DISEASE_Opisthorchiasis;disease;147.0
@DISEASE_Pulmonary_Arterial_Hypertension;@DISEASE_Pulmonary_Arterial_Hypertension;disease;147.0
@DISEASE_Brain_Neoplasms;@DISEASE_Brain_Neoplasms;disease;146.0
@DISEASE_Diabetic_Retinopathy;@DISEASE_Diabetic_Retinopathy;disease;146.0
@DISEASE_Anemia;@DISEASE_Anemia;disease;144.0
@DISEASE_Vascular_Diseases;@DISEASE_Vascular_Diseases;disease;144.0
@DISEASE_Diabetes_Gestational;@DISEASE_Diabetes_Gestational;disease;143.0
@DISEASE_Dyslipidemias;@DISEASE_Dyslipidemias;disease;141.0
@DISEASE_Hypertrophy;@DISEASE_Hypertrophy;disease;141.0
@DISEASE_Multiple_Organ_Failure;@DISEASE_Multiple_Organ_Failure;disease;141.0
@DISEASE_Esophageal_Squamous_Cell_Carcinoma;@DISEASE_Esophageal_Squamous_Cell_Carcinoma;disease;140.0
@DISEASE_Lymphoma;@DISEASE_Lymphoma;disease;139.0
@DISEASE_Acute_Lung_Injury;@DISEASE_Acute_Lung_Injury;disease;137.0
@DISEASE_Muscular_Atrophy;@DISEASE_Muscular_Atrophy;disease;137.0
@DISEASE_Osteoporotic_Fractures;@DISEASE_Osteoporotic_Fractures;disease;137.0
@DISEASE_Ventricular_Fibrillation;@DISEASE_Ventricular_Fibrillation;disease;137.0
@DISEASE_Sarcopenia;@DISEASE_Sarcopenia;disease;136.0
@DISEASE_Lead_Poisoning_Nervous_System;@DISEASE_Lead_Poisoning_Nervous_System;disease;135.0
@DISEASE_Kidney_Failure_Chronic;@DISEASE_Kidney_Failure_Chronic;disease;132.0
@DISEASE_Hereditary_Sensory_and_Autonomic_Neuropathies;@DISEASE_Hereditary_Sensory_and_Autonomic_Neuropathies;disease;131.0
@DISEASE_Respiratory_Distress_Syndrome;@DISEASE_Respiratory_Distress_Syndrome;disease;131.0
@DISEASE_Barrett_Esophagus;@DISEASE_Barrett_Esophagus;disease;130.0
@DISEASE_Melanosis;@DISEASE_Melanosis;disease;129.0
@DISEASE_Bone_Diseases_Metabolic;@DISEASE_Bone_Diseases_Metabolic;disease;128.0
@DISEASE_Carcinoma_Basal_Cell;@DISEASE_Carcinoma_Basal_Cell;disease;128.0
@DISEASE_Hypothyroidism;@DISEASE_Hypothyroidism;disease;128.0
@DISEASE_Sjogren's_Syndrome;@DISEASE_Sjogren's_Syndrome;disease;127.0
@DISEASE_Cardiomyopathy_Dilated;@DISEASE_Cardiomyopathy_Dilated;disease;125.0
@DISEASE_Developmental_Disabilities;@DISEASE_Developmental_Disabilities;disease;125.0
@DISEASE_Colonic_Neoplasms;@DISEASE_Colonic_Neoplasms;disease;124.0
@DISEASE_Muscular_Diseases;@DISEASE_Muscular_Diseases;disease;123.0
@DISEASE_Scleroderma_Systemic;@DISEASE_Scleroderma_Systemic;disease;122.0
@DISEASE_Calcinosis;@DISEASE_Calcinosis;disease;121.0
@DISEASE_Hyperlipidemias;@DISEASE_Hyperlipidemias;disease;121.0
@DISEASE_Muscle_Weakness;@DISEASE_Muscle_Weakness;disease;121.0
@DISEASE_Amyotrophic_Lateral_Sclerosis;@DISEASE_Amyotrophic_Lateral_Sclerosis;disease;118.0
@DISEASE_Exanthema;@DISEASE_Exanthema;disease;118.0
@DISEASE_Soft_Tissue_Injuries;@DISEASE_Soft_Tissue_Injuries;disease;118.0
@DISEASE_Worster_Drought_syndrome;@DISEASE_Worster_Drought_syndrome;disease;118.0
@DISEASE_AA_amyloidosis;@DISEASE_AA_amyloidosis;disease;117.0
@DISEASE_Cleft_Palate;@DISEASE_Cleft_Palate;disease;117.0
@DISEASE_Cough;@DISEASE_Cough;disease;117.0
@DISEASE_Dysbiosis;@DISEASE_Dysbiosis;disease;117.0
@DISEASE_Macular_Degeneration;@DISEASE_Macular_Degeneration;disease;117.0
@DISEASE_Lymphoma_Large_B_Cell_Diffuse;@DISEASE_Lymphoma_Large_B_Cell_Diffuse;disease;116.0
@DISEASE_Idiopathic_Noncirrhotic_Portal_Hypertension;@DISEASE_Idiopathic_Noncirrhotic_Portal_Hypertension;disease;115.0
@DISEASE_Myocardial_Ischemia;@DISEASE_Myocardial_Ischemia;disease;115.0
@DISEASE_Hyperplasia;@DISEASE_Hyperplasia;disease;114.0
@DISEASE_Medulloblastoma;@DISEASE_Medulloblastoma;disease;114.0
@DISEASE_Hypotension;@DISEASE_Hypotension;disease;113.0
@DISEASE_Infarction;@DISEASE_Infarction;disease;113.0
@DISEASE_Severe_Acute_Respiratory_Syndrome;@DISEASE_Severe_Acute_Respiratory_Syndrome;disease;112.0
@DISEASE_Cholestasis;@DISEASE_Cholestasis;disease;110.0
@DISEASE_Hearing_Loss;@DISEASE_Hearing_Loss;disease;110.0
@DISEASE_Tyrosinemias;@DISEASE_Tyrosinemias;disease;109.0
@DISEASE_Neoplasms_Adipose_Tissue;@DISEASE_Neoplasms_Adipose_Tissue;disease;108.0
@DISEASE_Alcoholism;@DISEASE_Alcoholism;disease;107.0
@DISEASE_Behcet_Syndrome;@DISEASE_Behcet_Syndrome;disease;107.0
@DISEASE_Glycosuria_Renal;@DISEASE_Glycosuria_Renal;disease;107.0
@DISEASE_Immune_System_Diseases;@DISEASE_Immune_System_Diseases;disease;107.0
@DISEASE_Silicosis;@DISEASE_Silicosis;disease;107.0
@DISEASE_Endocrine_System_Diseases;@DISEASE_Endocrine_System_Diseases;disease;106.0
@DISEASE_Attention_Deficit_Disorder_with_Hyperactivity;@DISEASE_Attention_Deficit_Disorder_with_Hyperactivity;disease;105.0
@DISEASE_Cardiomegaly;@DISEASE_Cardiomegaly;disease;105.0
@DISEASE_Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma;@DISEASE_Precursor_Cell_Lymphoblastic_Leukemia_Lymphoma;disease;105.0
@DISEASE_Anemia_Aplastic;@DISEASE_Anemia_Aplastic;disease;104.0
@DISEASE_Head_and_Neck_Neoplasms;@DISEASE_Head_and_Neck_Neoplasms;disease;104.0
@DISEASE_Malformations_of_Cortical_Development_Group_I;@DISEASE_Malformations_of_Cortical_Development_Group_I;disease;103.0
@DISEASE_Adenoma;@DISEASE_Adenoma;disease;101.0
@DISEASE_Thrombocytopenia;@DISEASE_Thrombocytopenia;disease;101.0
@DISEASE_Ulcer;@DISEASE_Ulcer;disease;101.0
@DISEASE_Erectile_Dysfunction;@DISEASE_Erectile_Dysfunction;disease;100.0
@DISEASE_Glomerulonephritis_Membranous;@DISEASE_Glomerulonephritis_Membranous;disease;100.0
@DISEASE_Atrophy;@DISEASE_Atrophy;disease;99.0
@DISEASE_Hypertension_Pulmonary;@DISEASE_Hypertension_Pulmonary;disease;99.0
@DISEASE_Leukemia_Lymphocytic_Chronic_B_Cell;@DISEASE_Leukemia_Lymphocytic_Chronic_B_Cell;disease;99.0
@DISEASE_Oligospermia;@DISEASE_Oligospermia;disease;99.0
@DISEASE_Prostatitis;@DISEASE_Prostatitis;disease;99.0
@DISEASE_Constipation;@DISEASE_Constipation;disease;98.0
@DISEASE_Substance_Related_Disorders;@DISEASE_Substance_Related_Disorders;disease;98.0
@DISEASE_Pneumonia_Lipid;@DISEASE_Pneumonia_Lipid;disease;97.0
@DISEASE_Arthritis_Juvenile;@DISEASE_Arthritis_Juvenile;disease;96.0
@DISEASE_Radiation_Injuries;@DISEASE_Radiation_Injuries;disease;96.0
@DISEASE_Retinal_Dysplasia;@DISEASE_Retinal_Dysplasia;disease;96.0
@DISEASE_Prostatic_Hyperplasia;@DISEASE_Prostatic_Hyperplasia;disease;95.0
@DISEASE_Proteinuria;@DISEASE_Proteinuria;disease;95.0
@DISEASE_Small_Cell_Lung_Carcinoma;@DISEASE_Small_Cell_Lung_Carcinoma;disease;95.0
@DISEASE_Acute_Disease;@DISEASE_Acute_Disease;disease;94.0
@DISEASE_Colonic_Diseases;@DISEASE_Colonic_Diseases;disease;93.0
@DISEASE_Hepatitis_B;@DISEASE_Hepatitis_B;disease;93.0
@DISEASE_Migraine_Disorders;@DISEASE_Migraine_Disorders;disease;93.0
@DISEASE_Respiratory_Insufficiency;@DISEASE_Respiratory_Insufficiency;disease;93.0
@DISEASE_Demyelinating_Diseases;@DISEASE_Demyelinating_Diseases;disease;92.0
@DISEASE_Respiratory_Tract_Infections;@DISEASE_Respiratory_Tract_Infections;disease;92.0
@DISEASE_Astrocytoma;@DISEASE_Astrocytoma;disease;91.0
@DISEASE_Ring_Chromosome_20_Syndrome;@DISEASE_Ring_Chromosome_20_Syndrome;disease;91.0
@DISEASE_Blood_Platelet_Disorders;@DISEASE_Blood_Platelet_Disorders;disease;90.0
@DISEASE_Cytokine_Release_Syndrome;@DISEASE_Cytokine_Release_Syndrome;disease;89.0
@DISEASE_Glaucoma;@DISEASE_Glaucoma;disease;89.0
@DISEASE_Graft_vs_Host_Disease;@DISEASE_Graft_vs_Host_Disease;disease;89.0
@DISEASE_Ototoxicity;@DISEASE_Ototoxicity;disease;89.0
@DISEASE_Vision_Disorders;@DISEASE_Vision_Disorders;disease;89.0
@DISEASE_Chronic_Kidney_Disease_Mineral_and_Bone_Disorder;@DISEASE_Chronic_Kidney_Disease_Mineral_and_Bone_Disorder;disease;88.0
@DISEASE_Melanoma_Cutaneous_Malignant;@DISEASE_Melanoma_Cutaneous_Malignant;disease;88.0
@DISEASE_Vascular_Calcification;@DISEASE_Vascular_Calcification;disease;88.0
@DISEASE_Glycogen_Storage_Disease_Type_II;@DISEASE_Glycogen_Storage_Disease_Type_II;disease;87.0
@DISEASE_Hemolysis;@DISEASE_Hemolysis;disease;87.0
@DISEASE_Learning_Disabilities;@DISEASE_Learning_Disabilities;disease;87.0
@DISEASE_Leukemia_Myelogenous_Chronic_BCR_ABL_Positive;@DISEASE_Leukemia_Myelogenous_Chronic_BCR_ABL_Positive;disease;87.0
@DISEASE_Mouth_Neoplasms;@DISEASE_Mouth_Neoplasms;disease;87.0
@DISEASE_Neutropenia;@DISEASE_Neutropenia;disease;87.0
@DISEASE_Thyroid_Carcinoma_Anaplastic;@DISEASE_Thyroid_Carcinoma_Anaplastic;disease;87.0
@DISEASE_Bipolar_Disorder;@DISEASE_Bipolar_Disorder;disease;86.0
@DISEASE_Cardiomyopathy_Hypertrophic;@DISEASE_Cardiomyopathy_Hypertrophic;disease;86.0
@DISEASE_Dysautonomia_Familial;@DISEASE_Dysautonomia_Familial;disease;86.0
@DISEASE_Dyspnea;@DISEASE_Dyspnea;disease;86.0
@DISEASE_Cystic_Fibrosis;@DISEASE_Cystic_Fibrosis;disease;85.0
@DISEASE_Dementia;@DISEASE_Dementia;disease;85.0
@DISEASE_Heart_Arrest;@DISEASE_Heart_Arrest;disease;85.0
@DISEASE_Hematologic_Diseases;@DISEASE_Hematologic_Diseases;disease;84.0
@DISEASE_Hypercalcemia;@DISEASE_Hypercalcemia;disease;84.0
@DISEASE_Nasopharyngeal_Carcinoma;@DISEASE_Nasopharyngeal_Carcinoma;disease;84.0
@DISEASE_Premature_Birth;@DISEASE_Premature_Birth;disease;84.0
@DISEASE_Sleep_Initiation_and_Maintenance_Disorders;@DISEASE_Sleep_Initiation_and_Maintenance_Disorders;disease;84.0
@DISEASE_Ventricular_Remodeling;@DISEASE_Ventricular_Remodeling;disease;84.0
@DISEASE_Glucose_Intolerance;@DISEASE_Glucose_Intolerance;disease;83.0
@DISEASE_Liver_Neoplasms;@DISEASE_Liver_Neoplasms;disease;83.0
@DISEASE_Stevens_Johnson_Syndrome;@DISEASE_Stevens_Johnson_Syndrome;disease;83.0
@DISEASE_Colitis_Associated_Neoplasms;@DISEASE_Colitis_Associated_Neoplasms;disease;82.0
@DISEASE_Osteoarthropathy_Primary_Hypertrophic;@DISEASE_Osteoarthropathy_Primary_Hypertrophic;disease;82.0
@DISEASE_Dry_Eye_Syndromes;@DISEASE_Dry_Eye_Syndromes;disease;81.0
@DISEASE_Juvenile_gout;@DISEASE_Juvenile_gout;disease;81.0
@DISEASE_Lipid_Metabolism_Disorders;@DISEASE_Lipid_Metabolism_Disorders;disease;81.0
@DISEASE_Hyperglycemic_Hyperosmolar_Nonketotic_Coma;@DISEASE_Hyperglycemic_Hyperosmolar_Nonketotic_Coma;disease;80.0
@DISEASE_Retinitis;@DISEASE_Retinitis;disease;80.0
@DISEASE_Sarcoidosis;@DISEASE_Sarcoidosis;disease;80.0
@DISEASE_Calcinosis_Cutis;@DISEASE_Calcinosis_Cutis;disease;79.0
@DISEASE_Coronary_Disease;@DISEASE_Coronary_Disease;disease;79.0
@DISEASE_Hematologic_Neoplasms;@DISEASE_Hematologic_Neoplasms;disease;79.0
@DISEASE_Meningioma;@DISEASE_Meningioma;disease;79.0
@DISEASE_Uveitis;@DISEASE_Uveitis;disease;79.0
@DISEASE_Joint_Diseases;@DISEASE_Joint_Diseases;disease;78.0
@DISEASE_Liver_Cirrhosis_Biliary;@DISEASE_Liver_Cirrhosis_Biliary;disease;78.0
@DISEASE_Arthritis_Experimental;@DISEASE_Arthritis_Experimental;disease;77.0
@DISEASE_Fatigue_Syndrome_Chronic;@DISEASE_Fatigue_Syndrome_Chronic;disease;77.0
@DISEASE_Hashimoto_Disease;@DISEASE_Hashimoto_Disease;disease;77.0
@DISEASE_Lymphoma_B_Cell;@DISEASE_Lymphoma_B_Cell;disease;77.0
@DISEASE_Blood_Coagulation_Disorders;@DISEASE_Blood_Coagulation_Disorders;disease;76.0
@DISEASE_Cysts;@DISEASE_Cysts;disease;76.0
@DISEASE_Myotonic_Dystrophy;@DISEASE_Myotonic_Dystrophy;disease;76.0
@DISEASE_Osteogenesis_Imperfecta;@DISEASE_Osteogenesis_Imperfecta;disease;75.0
@DISEASE_Primary_Ovarian_Insufficiency;@DISEASE_Primary_Ovarian_Insufficiency;disease;75.0
@DISEASE_Cerebral_Hemorrhage;@DISEASE_Cerebral_Hemorrhage;disease;74.0
