gene	drug	regulatory approval	indication	interaction score
BCL2	GAMMA-INTERFERON	Not Approved	""	0.1414737088316681
BCL2	SELENIUM	Approved	""	0.1123467687780893
BCL2	MITOXANTRONE	Approved	antineoplastic agent	0.02893780407920484
BCL2	APRINOCARSEN	Not Approved	""	0.9549475346137598
BCL2	APG-2575	Not Approved	""	0.3183158448712532
BCL2	ESTRAMUSTINE	Approved	""	0.1157512163168193
BCL2	DOCETAXEL ANHYDROUS	Approved	antineoplastic agent	0.007670261322198874
BCL2	MULTIDRUG RESISTANCE MODULATOR	Not Approved	""	0.6366316897425065
BCL2	PELCITOCLAX	Not Approved	""	0.3183158448712532
BCL2	ISOTRETINOIN	Approved	for treatment of acne	0.1193684418267199
BCL2	LYSOZYME	Not Approved	""	0.4244211264950043
BCL2	EDARAVONE	Approved	""	0.1273263379485013
BCL2	SR8278	Not Approved	""	0.6366316897425065
BCL2	FOSBRETABULIN DISODIUM	Not Approved	""	0.0748978458520596
BCL2	GSK4112	Not Approved	""	0.2122105632475021
BCL2	VALPROIC ACID	Approved	Anticonvulsants,for treatment of basal cell carcinoma,anticonvulsant	0.02233795402605286
BCL2	TRAIL	Not Approved	""	0.1273263379485013
BCL2	VINCRISTINE	Approved	antineoplastic agent	0.00785965049064823
BCL2	CAELYX	Not Approved	""	0.3183158448712532
BCL2	FAS LIGAND	Not Approved	""	0.106105281623751
BCL2	OBATOCLAX MESYLATE	Not Approved	""	0.106105281623751
BCL2	RECOMBINANT INTERLEUKIN	Not Approved	""	0.181894768497859
BCL2	GOSSYPOL	Not Approved	""	0.01326316020296888
BCL2	RALTITREXED	Not Approved	""	0.6366316897425065
BCL2	STREPTOZOCIN	Approved	""	0.0276796386844568
BCL2	SR9009	Not Approved	""	0.2122105632475021
BCL2	4-PHENYLBUTYRIC ACID	Approved	""	0.06366316897425064
BCL2	TAZAROTENE	Approved	for treatment of acne,antipsoriatic agent	0.1157512163168193
BCL2	BCL-2 INHIBITOR BCL201	Not Approved	""	0.3183158448712532
BCL2	ENDOTHELIN RECEPTOR ANTAGONIST	Not Approved	""	0.4244211264950043
BCL2	URSODIOL	Approved	for prevention of recurrence of colorectal polyps	0.07957896121781331
BCL2	DOXORUBICIN HYDROCHLORIDE	Approved	antineoplastic agent	0.008603130942466305
S100A9	TASQUINIMOD	Not Approved	""	26.10189927944276
S100A9	PAQUINIMOD	Not Approved	""	26.10189927944276
EGFR	ILORASERTIB	Not Approved	""	0.00234392055311088
EGFR	ERLOTINIB	Approved	antineoplastic agent	0.5680658883360871
EGFR	MDX-447	Not Approved	""	0.135947392080431
EGFR	ZALUTUMUMAB	Not Approved	""	0.8156843524825864
EGFR	RUSERONTINIB	Not Approved	""	0.09063159472028738
EGFR	LAPATINIB	Approved	antineoplastic agent	0.2718947841608621
EGFR	DACOMITINIB ANHYDROUS	Approved	antineoplastic agent	0.589105365681868
EGFR	AFATINIB	Approved	antineoplastic agent	1.223526528723879
EGFR	RAMUCIRUMAB	Approved	antineoplastic agent	0.135947392080431
EGFR	SIROLIMUS	Approved	for treatment of wet age-related macular degeneration,immunosuppressant	0.02812704663733056
EGFR	DULIGOTUZUMAB	Not Approved	""	0.2718947841608621
EGFR	REGORAFENIB	Approved	antineoplastic agent	0.00823923588366249
EGFR	OSIMERTINIB	Approved	""	0.1553684480919212
EGFR	CETUXIMAB	Approved	antineoplastic agent	0.6172746451219573
EGFR	ROCILETINIB	Not Approved	""	0.4078421762412932
EGFR	MOMELOTINIB	Approved	""	0.02091498339698939
EGFR	DIMETHYLCURCUMIN	Not Approved	""	0.1087579136643448
EGFR	GW843682X	Not Approved	""	0.006971661132329798
EGFR	FALNIDAMOL	Not Approved	""	0.1087579136643448
EGFR	BRIGATINIB	Approved	""	0.0741531229529624
EGFR	NERATINIB	Approved	antineoplastic agent	0.3625263788811495
EGFR	GC1118	Not Approved	""	0.2718947841608621
EGFR	LAZERTINIB	Approved	""	0.1087579136643448
EGFR	CUDC-101	Not Approved	antineoplastic agent	0.07768422404596062
EGFR	NIVOLUMAB	Approved	antineoplastic agent	0.02091498339698939
EGFR	RINDOPEPIMUT	Not Approved	antineoplastic agent	1.35947392080431
EGFR	ANTI-PD-L1 MONOCLONAL ANTIBODY	Not Approved	""	0.06797369604021554
EGFR	CETUXIMAB SAROTALOCAN	Not Approved	""	0.2718947841608621
EGFR	PD-168393	Not Approved	""	0.5437895683217243
EGFR	BEVACIZUMAB	Approved	antineoplastic agent	0.006797369604021553
EGFR	PUQUITINIB MESYLATE DIHYDRATE	Not Approved	""	0.02471770765098746
EGFR	ALISERTIB	Not Approved	antineoplastic agent	0.005664474670017961
EGFR	ZIPALERTINIB	Not Approved	""	0.135947392080431
EGFR	SIMOTINIB	Not Approved	""	0.2718947841608621
EGFR	TESEVATINIB	Not Approved	antineoplastic agent	0.09063159472028738
EGFR	NVP-TAE684	Not Approved	""	0.002639755186027788
EGFR	AG1478	Not Approved	""	0.07768422404596062
EGFR	PF-06459988	Not Approved	""	0.2718947841608621
EGFR	KBP5209	Not Approved	""	0.06797369604021554
EGFR	PELITINIB	Not Approved	""	0.2718947841608621
EGFR	EPIDERMAL GROWTH FACTOR	Not Approved	""	0.135947392080431
EGFR	CHEMBL:CHEMBL1358137	Not Approved	""	0.1812631894405747
EGFR	PLUMBAGIN	Not Approved	""	0.04182996679397879
EGFR	ALLITINIB	Not Approved	""	0.2718947841608621
EGFR	AUMOLERTINIB	Not Approved	""	0.135947392080431
EGFR	MM-151	Not Approved	""	0.1812631894405747
EGFR	MOBOCERTINIB	Approved	""	1.087579136643448
EGFR	AV-412	Not Approved	antineoplastic agent	0.2718947841608621
EGFR	BARASERTIB-HQPA	Not Approved	""	0.01182151235482009
EGFR	TAK-715	Not Approved	""	0.01132894934003592
EGFR	MAB-425	Not Approved	""	0.2718947841608621
EGFR	PF-05230907	Not Approved	""	0.2718947841608621
EGFR	JNJ-26483327	Not Approved	""	0.06042106314685825
EGFR	NAZARTINIB	Not Approved	""	0.5437895683217243
EGFR	TOMUZOTUXIMAB	Not Approved	""	0.2718947841608621
EGFR	ZALUTUMUMAB	Not Approved	antineoplastic agent	0.2718947841608621
EGFR	ANTI-EGFR/HER2/HER3 MONOCLONAL ANTIBODY MIXTURE SYM013	Not Approved	""	0.09063159472028738
EGFR	STAUROSPORINE	Not Approved	""	0.009710528005745078
EGFR	CYC-116	Not Approved	""	0.00280303901196765
EGFR	TARLOXOTINIB	Not Approved	""	0.06797369604021554
EGFR	LEUCOVORIN CALCIUM	Approved	adjuvant to chemotherapy	0.01510526578671456
EGFR	PD-0166285	Not Approved	""	0.005228745849247349
EGFR	NECITUMUMAB	Approved	antineoplastic agent	0.6797369604021554
EGFR	LIDOCAINE	Approved	for treatment of pelvic pain of bladder origin and interstitital cystitis,for treatment of premature ejaculation,anestethic,anesthetic	0.01599381083299189
EGFR	CANERTINIB	Not Approved	""	0.1942105601149015
EGFR	VATALANIB	Not Approved	antineoplastic agent	0.01510526578671456
EGFR	AMIVANTAMAB	Approved	""	0.2718947841608621
EGFR	ICOTINIB HYDROCHLORIDE	Not Approved	""	0.2718947841608621
EGFR	PEMETREXED DISODIUM	Approved	Antineoplastic Agents,antineoplastic agent	0.02091498339698939
EGFR	GRACILIN A	Not Approved	""	0.5437895683217243
EGFR	PKI166	Not Approved	""	0.4078421762412932
EGFR	DEPATUXIZUMAB	Not Approved	""	0.8156843524825864
EGFR	MATUZUMAB	Not Approved	""	0.8156843524825864
EGFR	ATEZOLIZUMAB	Approved	""	0.03021053157342912
EGFR	MODOTUXIMAB	Not Approved	""	0.2718947841608621
EGFR	ANTI-EGFR MONOCLONAL ANTIBODY GT-MAB 5.2-GEX	Not Approved	""	0.2718947841608621
EGFR	CURCUMIN	Approved	""	0.00823923588366249
EGFR	GRACILIN J	Not Approved	""	0.5437895683217243
EGFR	DURVALUMAB	Approved	""	0.02718947841608621
EGFR	FUTUXIMAB	Not Approved	""	0.2718947841608621
EGFR	G-QUADRUPLEX STABILIZER BMVC	Not Approved	""	0.2718947841608621
EGFR	GO-6976	Not Approved	""	0.006323134515368887
EGFR	ANTI-EGFRVIII IMMUNOTOXIN MR1-1	Not Approved	""	0.2718947841608621
EGFR	FUTUXIMAB	Not Approved	""	0.2718947841608621
EGFR	IMGATUZUMAB	Not Approved	""	0.5437895683217243
EGFR	GEFITINIB	Approved	antineoplastic agent	0.08522075324444933
EGFR	MULTIKINASE INHIBITOR AEE788	Not Approved	""	0.1812631894405747
EGFR	GELDANAMYCIN	Not Approved	""	0.03625263788811495
EGFR	IBRUTINIB	Approved	antineoplastic agent	0.01599381083299189
EGFR	CETUXIMAB SAROTALOCAN SODIUM	Not Approved	""	0.2718947841608621
EGFR	MITOGEN-ACTIVATED PROTEIN KINASE KINASE INHIBITOR	Not Approved	""	0.04531579736014369
EGFR	CANERTINIB DIHYDROCHLORIDE	Not Approved	""	0.1087579136643448
EGFR	PAN-HER KINASE INHIBITOR AC480	Not Approved	antineoplastic agent	0.06797369604021554
EGFR	DORAMAPIMOD	Not Approved	""	0.01182151235482009
EGFR	PEMBROLIZUMAB	Approved	""	0.01647847176732498
EGFR	CARBOPLATIN	Approved	""	0.009484701773053331
EGFR	S-222611	Not Approved	""	0.2718947841608621
EGFR	ABIVERTINIB MALEATE	Not Approved	""	0.135947392080431
EGFR	DULIGOTUZUMAB	Not Approved	""	0.135947392080431
EGFR	LOMUSTINE	Approved	""	0.06797369604021554
EGFR	OSIMERTINIB MESYLATE	Approved	""	0.2718947841608621
EGFR	EPITINIB	Not Approved	""	0.2718947841608621
EGFR	STO609	Not Approved	""	0.135947392080431
EGFR	LENVATINIB	Approved	antineoplastic agent	0.01431025179794011
EGFR	MAVELERTINIB	Not Approved	""	0.135947392080431
EGFR	EMB-01	Not Approved	""	0.135947392080431
EGFR	TRASTUZUMAB	Approved	antineoplastic agent	0.01007017719114304
EGFR	PIMURUTAMAB	Not Approved	""	0.2718947841608621
EGFR	ANTI-EGFR MONOCLONAL ANTIBODY EMD 55900	Not Approved	""	0.2718947841608621
EGFR	AGERAFENIB	Not Approved	""	0.05437895683217243
EGFR	RIBAVIRIN	Approved	""	0.01431025179794011
EGFR	CEP-11981	Not Approved	""	0.02589474134865353
EGFR	METHYLCURCUMIN	Not Approved	""	0.135947392080431
EGFR	PACRITINIB	Approved	antineoplastic agent	0.03398684802010777
EGFR	TUCATINIB	Approved	antineoplastic agent	0.03398684802010777
EGFR	RG-1530	Not Approved	""	0.002892497703838959
EGFR	EPIDERMAL GROWTH FACTOR RECEPTOR TYROSINE KINASE INHIBITOR	Not Approved	""	0.03021053157342912
EGFR	PEGINTERFERON ALFA-2B	Approved	""	0.01699342401005388
EGFR	BMS-690514	Not Approved	""	0.1812631894405747
EGFR	TAK-285	Not Approved	""	0.135947392080431
EGFR	PD 174265	Not Approved	""	0.2718947841608621
EGFR	SB202190	Not Approved	""	0.01510526578671456
EGFR	PATRITUMAB	Not Approved	""	0.09063159472028738
EGFR	PACLITAXEL	Approved	for treatment of peripheral arterial disease (PAD),DMARD,antiinflammatory agent,antineoplastic agent	0.004943541530197494
EGFR	TEPOTINIB	Approved	""	0.06797369604021554
EGFR	AEE-788	Not Approved	""	0.04531579736014369
EGFR	IPILIMUMAB	Approved	antineoplastic agent	0.01812631894405747
EGFR	YUANHUADINE	Not Approved	""	0.1087579136643448
EGFR	TEGAFUR	Approved	antineoplastic agent	0.06797369604021554
EGFR	THELIATINIB	Not Approved	""	0.2718947841608621
EGFR	METFORMIN	Approved	antidiabetic	0.006631580101484442
EGFR	LAPRITUXIMAB EMTANSINE	Not Approved	""	0.5437895683217243
EGFR	MOBOCERTINIB SUCCINATE	Approved	""	0.2718947841608621
EGFR	VANDETANIB	Approved	antineoplastic agent	0.1078203454431004
EGFR	DEHYDRATED ALCOHOL	Approved	""	0.006883412257237016
EGFR	MP-412	Not Approved	""	0.09063159472028738
EGFR	PERTUZUMAB	Approved	antineoplastic agent	0.03398684802010777
EGFR	CISPLATIN	Approved	""	0.001849624382046681
EGFR	SOTRASTAURIN	Not Approved	""	0.00445729154362069
EGFR	TUXOBERTINIB	Not Approved	""	0.06797369604021554
EGFR	ABIVERTINIB	Not Approved	""	0.04531579736014369
EGFR	ANTI-ERBB3 MONOCLONAL ANTIBODY AV-203	Not Approved	""	0.09063159472028738
EGFR	ANTI-MET MONOCLONAL ANTIBODY MIXTURE SYM015	Not Approved	""	0.135947392080431
EGFR	AZD-3759	Not Approved	""	0.2718947841608621
EGFR	CIPATINIB	Not Approved	""	0.135947392080431
EGFR	ANTI-EGFR MONOCLONAL ANTIBODY SYN004	Not Approved	""	0.2718947841608621
EGFR	CHEMBL:CHEMBL219557	Not Approved	""	0.09063159472028738
EGFR	CHEMBL:CHEMBL1078000	Not Approved	""	0.5437895683217243
EGFR	PYROTINIB	Not Approved	""	0.135947392080431
EGFR	ALOE-EMODIN	Not Approved	""	0.135947392080431
EGFR	CEMIPLIMAB	Approved	""	0.03884211202298031
EGFR	AEE788	Not Approved	""	0.03884211202298031
EGFR	FIRMONERTINIB	Not Approved	""	0.2718947841608621
EGFR	NITROGLYCERIN	Approved	for treatment of Raynaud's disease	0.02091498339698939
EGFR	ROGARATINIB	Not Approved	""	0.03884211202298031
EGFR	CHEMBL:CHEMBL1077773	Not Approved	""	0.5437895683217243
EGFR	BMS-599626	Not Approved	""	0.1631368704965172
EGFR	ANTI-MET/EGFR MONOCLONAL ANTIBODY LY3164530	Not Approved	""	0.135947392080431
EGFR	MLN-8054	Not Approved	antineoplastic agent	0.009375682212443521
EGFR	ANTI-PD1 MONOCLONAL ANTIBODY	Not Approved	""	0.2718947841608621
EGFR	ANTI-EGFRVIII ANTIBODY DRUG CONJUGATE AMG 595	Not Approved	""	0.2718947841608621
EGFR	NERATINIB MALEATE	Approved	""	0.1812631894405747
EGFR	VARLITINIB	Not Approved	antineoplastic agent	0.4078421762412932
EGFR	PEGINTERFERON ALFA-2A	Approved	Antineoplastic Agents; Immunomodulatory Agents,for treatment of hepatitis B and C	0.01875136442488704
EGFR	SAPITINIB	Not Approved	""	0.07768422404596062
EGFR	SERIBANTUMAB	Not Approved	""	0.135947392080431
EGFR	IMATINIB	Approved	antineoplastic agent	0.007552632893357281
EGFR	FLUOROURACIL	Approved	""	0.00468784110622176
EGFR	OLMUTINIB	Approved	""	0.2718947841608621
EGFR	RG-7160	Not Approved	""	0.2718947841608621
EGFR	NAQUOTINIB	Not Approved	""	0.4078421762412932
EGFR	NIMOTUZUMAB	Not Approved	antineoplastic agent	0.6797369604021554
EGFR	DEGUELIN	Not Approved	""	0.05437895683217243
EGFR	AZD-4769	Not Approved	""	0.2718947841608621
EGFR	PANITUMUMAB	Approved	antineoplastic agent	0.1767316097045603
EGFR	DEPATUXIZUMAB MAFODOTIN	Not Approved	""	0.8156843524825864
EGFR	CENISERTIB	Not Approved	antineoplastic agent	0.002304193086109001
EGFR	AFATINIB DIMALEATE	Approved	""	0.09063159472028738
EGFR	CHEMBL:CHEMBL29197	Not Approved	""	0.06797369604021554
EGFR	TREMELIMUMAB	Approved	antineoplastic agent	0.03884211202298031
EGFR	FUTUXIMAB/MODOTUXIMAB MIXTURE	Not Approved	antineoplastic agent	0.2718947841608621
EGFR	IMGATUZUMAB	Not Approved	""	0.135947392080431
EGFR	CRIZOTINIB	Approved	antineoplastic agent	0.01087579136643448
EGFR	TAMATINIB	Not Approved	""	0.003356725730381014
EGFR	SORAFENIB	Approved	antineoplastic agent	0.007092907412892056
EGFR	TALAZOPARIB	Approved	""	0.009710528005745078
EGFR	TOZASERTIB	Not Approved	antineoplastic agent	0.003724586084395371
EGFR	INDIUM-111	Not Approved	""	0.2718947841608621
EGFR	BMS-599626	Not Approved	""	0.2718947841608621
EGFR	ERLOTINIB HYDROCHLORIDE	Approved	""	0.1812631894405747
EGFR	POZIOTINIB	Not Approved	""	0.135947392080431
EGFR	ICOTINIB	Not Approved	""	0.5437895683217243
CD47	MAGROLIMAB	Not Approved	""	5.800422062098392
CD47	THROMBOSPONDIN 1	Not Approved	""	1.933474020699464
CD47	ANTI-CD47 MONOCLONAL ANTIBODY CC-90002	Not Approved	""	5.800422062098392
CD47	EVORPACEPT	Not Approved	""	5.800422062098392
CD47	EVORPACEPT	Not Approved	""	11.60084412419678
CD47	MAGROLIMAB	Not Approved	""	5.800422062098392
CD47	ONTORPACEPT	Not Approved	""	5.800422062098392
CD47	ONTORPACEPT	Not Approved	""	5.800422062098392
CD47	ABT-510	Not Approved	antineoplastic agent	1.450105515524598
SLCO2A1	DINOPROSTONE	Approved	Abortifacient Agents	2.610189927944276
IL7R	GLYCOSYLATED RECOMBINANT HUMAN INTERLEUKIN-7	Not Approved	immunosuppressant	8.700633093147589
IL7R	OSE-127	Not Approved	""	17.40126618629517
IL7R	RUXOLITINIB	Approved	antiinflammatory agent,antineoplastic agent	3.262737409930345
PTCH1	SONIDEGIB	Approved	antineoplastic agent	4.350316546573794
PTCH1	FORETINIB	Not Approved	antineoplastic agent	0.6868920863011254
PTCH1	TRETINOIN	Approved	for treatment of acne	0.2868340580158545
PTCH1	VISMODEGIB	Approved	""	19.57642445958207
TFF3	TAMOXIFEN	Approved	Hormonal,Antineoplastic Agents	0.4015676812221964
TFF3	AMINOGLUTETHIMIDE	Approved	Antineoplastic agents	3.262737409930345
PTK2	PF-562271	Not Approved	""	0.0895126861434937
PTK2	ENMD-2076	Not Approved	antineoplastic agent	0.06237012969998271
PTK2	LINIFANIB	Not Approved	antineoplastic agent	0.02416842525874329
PTK2	ENTRECTINIB	Approved	""	0.03392059685437656
PTK2	MASITINIB	Approved	antineoplastic agent,DMARD,antiinflammatory agent	0.1137337659234978
PTK2	HESPERADIN	Not Approved	""	0.04833685051748659
PTK2	VS-4718	Not Approved	""	3.866948041398927
PTK2	CHEMBL:CHEMBL1997335	Not Approved	""	0.04603509573093961
PTK2	RG-1530	Not Approved	""	0.02056887256063259
PTK2	CHEMBL:CHEMBL2333445	Not Approved	""	3.866948041398927
PTK2	CONTELTINIB	Not Approved	""	0.4833685051748659
PTK2	MLN-8054	Not Approved	antineoplastic agent	0.06667151795515393
PTK2	ADAVOSERTIB	Not Approved	antineoplastic agent	0.06905264359640943
PTK2	GSK-2256098	Not Approved	""	3.866948041398927
PTK2	ALISERTIB	Not Approved	antineoplastic agent	0.04028070876457217
PTK2	TETRADECANOYLPHORBOL ACETATE	Not Approved	""	0.08406408785649844
PTK2	GW843682X	Not Approved	""	0.04957625694101189
PTK2	SNS-314	Not Approved	antineoplastic agent	0.04603509573093961
PTK2	ILORASERTIB	Not Approved	""	0.01666787948878848
PTK2	CHEMBL:CHEMBL456559	Not Approved	""	1.933474020699463
PTK2	PD-0166285	Not Approved	""	0.03718219270575892
PTK2	CEP-37440	Not Approved	""	1.933474020699463
PTK2	DEFACTINIB	Not Approved	antineoplastic agent	2.900211031049195
PTK2	IFEBEMTINIB	Not Approved	""	3.866948041398927
PTK2	PAZOPANIB	Approved	antineoplastic agent	0.03392059685437656
PTK2	TAMATINIB	Not Approved	""	0.02387004963826498
PTK2	CHLORPYRAMIN HYDROCHLORIDE	Not Approved	""	1.933474020699463
COL1A1	PAMIDRONATE	Approved	Bisphosphonates	1.355942819711312
COL1A1	OCRIPLASMIN	Approved	""	0.1962548818003215
COL1A1	ZOLEDRONIC ACID ANHYDROUS	Approved	antiosteoporotic agent	0.9943580677882958
COL1A1	ETIDRONIC ACID	Approved	""	1.065383644058888
COL1A1	COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Approved	for treatment of Dupuytren's contracture	0.7990377330441664
COL1A1	VALPROIC ACID	Approved	Anticonvulsants,for treatment of basal cell carcinoma,anticonvulsant	0.2616731757337621
COL1A1	SOMATROPIN (RECOMBINANT DNA ORIGIN)	Approved	growth hormone replacement therapy,hormone replacement,for treatment of spinal muscular atrophy,For treatment of growth disorders	0.9943580677882958
IFNG	TRETINOIN	Approved	for treatment of acne	0.04097629400226493
IFNG	URSODIOL	Approved	for prevention of recurrence of colorectal polyps	0.2330526721378818
IFNG	TRASTUZUMAB	Approved	antineoplastic agent	0.1381052871928188
IFNG	FUMARIC ACID	Approved	""	1.864421377103054
IFNG	IBUPROFEN, SODIUM SALT	Approved	NSAID	0.09561135267195152
IFNG	RECOMBINANT INTERLEUKIN-1-BETA	Not Approved	""	1.864421377103054
IFNG	METHYLPREDNISOLONE	Approved	Anti-Inflammatory Agents; Glucocorticoids	0.2071579307892282
IFNG	EMAPALUMAB	Approved	""	0.4661053442757636
IFNG	MELPHALAN	Approved	""	0.1864421377103054
IFNG	FONTOLIZUMAB	Not Approved	antipsoriatic,for treatment of chron's disease,antiinflammatory agent	3.728842754206109
IFNG	AMITRIPTYLINE HYDROCHLORIDE	Approved	analgesic	0.08286317231569132
IFNG	BLEOMYCIN	Approved	antineoplastic agent	0.2330526721378818
IFNG	SURAMIN	Not Approved	""	0.09812744090016076
IFNG	DOXIFLURIDINE	Not Approved	""	0.9322106885515273
IFNG	THERAPEUTIC AUTOLOGOUS LYMPHOCYTES	Not Approved	""	3.728842754206109
IFNG	AMG-811	Not Approved	""	1.864421377103054
IFNG	PREDNISONE	Approved	corticosteroid,antiinflammatory agent	0.08286317231569132
IFNG	EDRECOLOMAB	Not Approved	""	1.242947584735369
IFNG	INTERFERON ALFA-2B	Approved	for treatment of hepatitis C,Antineoplastic Agents; Immunomodulatory Agents,for treatment of hepatitis B and C,for treatment of hepatitis	0.3995188665220832
IFNG	CISPLATIN	Approved	""	0.02536627723949734
IFNG	AMIKACIN	Approved	""	0.5326918220294442
IFNG	THEOPHYLLINE	Approved	bronchodilator	0.1381052871928188
IFNG	PEFLOXACIN	Approved	""	0.9322106885515273
IFNG	THROMBIN	Approved	topical tissue sealant,for treatment of hemophilia B,coagulant	0.1553684480919212
IFNG	GANCICLOVIR	Approved	""	0.4661053442757636
IFNG	THERAPEUTIC GLUCOCORTICOID	Not Approved	""	0.1096718457119443
IFNG	MELATONIN	Approved	Hypnotics and Sedatives	0.1285807846277968
IFNG	CYCLOPHOSPHAMIDE ANHYDROUS	Approved	""	0.04603509573093962
YAP1	ETOPOSIDE	Approved	Antineoplastic Agents	1.800130984789156
NTRK1	ANESTHETIC AGENT	Not Approved	""	0.1470529536870014
NTRK1	WORTMANNIN	Not Approved	""	0.07877836804660795
NTRK1	ENTRECTINIB	Approved	""	0.09029567331657987
NTRK1	CYTARABINE	Approved	antineoplastic agent	0.01838161921087518
NTRK1	IMATINIB	Approved	antineoplastic agent	0.02042402134541687
NTRK1	ACETYLCYSTEINE	Approved	""	0.098035302458001
NTRK1	ALTIRATINIB	Not Approved	""	0.1470529536870014
NTRK1	CRIZOTINIB	Approved	antineoplastic agent	0.02941059073740029
NTRK1	GW843682X	Not Approved	""	0.0188529427803848
NTRK1	LAROTRECTINIB	Approved	""	1.102897152652511
NTRK1	ANTINEOPLASTIC AGENT	Not Approved	""	0.1050378240621439
NTRK1	THERAPEUTIC ANDROSTANOLONE	Not Approved	""	0.07739629141421131
NTRK1	SELITRECTINIB	Not Approved	""	0.490176512290005
NTRK1	DOVITINIB	Not Approved	antineoplastic agent	0.01455969838485163
NTRK1	CENEGERMIN	Approved	""	0.1838161921087518
NTRK1	PEGCANTRATINIB	Not Approved	""	1.470529536870014
NTRK1	LESTAURTINIB	Not Approved	antineoplastic agent	0.1225441280725012
NTRK1	PLX7486	Not Approved	""	0.2450882561450025
NTRK1	RECOMBINANT CYTOKINE	Not Approved	""	0.05655882834115442
NTRK1	GAMMA-INTERFERON	Not Approved	""	0.2450882561450025
NTRK1	TAMOXIFEN	Approved	Hormonal,Antineoplastic Agents	0.02262353133646176
NTRK1	ENMD-2076	Not Approved	antineoplastic agent	0.02371821833661314
NTRK1	AST-487	Not Approved	""	0.01793328703500018
NTRK1	CEP-2563 DIHYDROCHLORIDE	Not Approved	""	0.129752606194413
NTRK1	IL-6	Not Approved	""	0.07739629141421131
NTRK1	LAROTRECTINIB SULFATE	Approved	""	0.2450882561450025
NTRK1	HESPERADIN	Not Approved	""	0.01838161921087518
NTRK1	SORAFENIB	Approved	antineoplastic agent	0.006393606682043544
NTRK1	PHENYLEPHRINE	Approved	for treatment of incontinence	0.09190809605437593
NTRK1	TALETRECTINIB	Not Approved	""	0.07352647684350073
NTRK1	CHEMBL:CHEMBL546797	Not Approved	""	0.02297702401359398
NTRK1	REPOTRECTINIB	Approved	""	0.1575567360932159
NTRK1	ANTIESTROGEN	Not Approved	""	0.098035302458001
NTRK1	GW-2580	Not Approved	""	0.09190809605437593
NTRK1	RG-1530	Not Approved	""	0.007821965621649015
NTRK1	TALETRECTINIB	Not Approved	""	0.3676323842175037
NTRK1	ESTRADIOL VALERATE	Approved	for treatment of menopausal symptoms,contraceptive,treatment for menopause,hormone replacement	0.03128786248659606
NTRK1	TAVILERMIDE	Not Approved	opthalmological agent	2.205794305305022
NTRK1	PF-562271	Not Approved	""	0.006808007115138958
NTRK1	THERAPEUTIC GLUCOCORTICOID	Not Approved	""	0.04325086873147103
NTRK1	NERVE GROWTH FACTOR	Not Approved	""	0.2450882561450025
NTRK1	GAMBOGIC AMIDE	Not Approved	""	0.2450882561450025
NTRK1	METHOTREXATE	Approved	DMARD	0.01336845033518195
NTRK1	CYCLOPHOSPHAMIDE ANHYDROUS	Approved	""	0.01815468564037055
NTRK1	GLUCARPIDASE	Approved	""	0.2100756481242878
NTRK1	GZ-389988	Not Approved	""	0.7352647684350074
NTRK1	MILCICLIB	Not Approved	""	0.06684225167590978
NTRK1	APAZIQUONE	Not Approved	""	0.7352647684350074
NTRK1	BMS-754807	Not Approved	antineoplastic agent	0.1633921707633349
NTRK1	SURAMIN	Not Approved	""	0.03869814570710565
NTRK1	STREPTOZOCIN	Approved	""	0.03196803341021772
NTRK1	GW441756X	Not Approved	""	0.01131176566823088
NTRK1	DEXAMETHASONE	Approved	for treatment of Meniere's disease,glucocorticoid,antiinflammatory agent	0.01730034749258841
NTRK1	GAMBOGIC ACID	Not Approved	""	0.1633921707633349
NTRK1	ONO-7579	Not Approved	""	0.7352647684350074
NTRK1	ALISERTIB	Not Approved	antineoplastic agent	0.01531801600906265
NTRK1	SP-600125	Not Approved	""	0.008261401892528174
NTRK1	PRASUGREL	Approved	antithrombotic	0.490176512290005
NTRK1	TOZASERTIB	Not Approved	antineoplastic agent	0.01007212011554804
NTRK1	PLX-7486	Not Approved	""	0.1838161921087518
NTRK1	PD-0166285	Not Approved	""	0.0141397070852886
NTRK1	UTATRECTINIB	Not Approved	""	0.1838161921087518
NTRK1	THERAPEUTIC ANDROGEN	Not Approved	""	0.08650173746294205
NTRK1	ASPIRIN	Approved	NSAID	0.0330456075701127
NTRK1	REGORAFENIB	Approved	antineoplastic agent	0.04456150111727317
NTRK1	VITAMIN B6	Approved	""	0.2450882561450025
NTRK1	ILORASERTIB	Not Approved	""	0.006338489383060408
NTRK1	AZD-6918	Not Approved	""	0.2450882561450025
NTRK1	PILOCARPINE HYDROCHLORIDE	Approved	for treatment of incontinence	0.07739629141421131
NTRK1	THYROXINE	Not Approved	""	0.1225441280725012
NTRK1	RADICICOL	Not Approved	""	0.490176512290005
NRAS	IRINOTECAN HYDROCHLORIDE	Approved	antineoplastic agent	0.02511005221687615
NRAS	CISPLATIN	Approved	""	0.005380725475044891
NRAS	DABRAFENIB	Approved	antineoplastic agent	0.1464753045984442
NRAS	CHELIDONINE	Not Approved	""	0.790966644831599
NRAS	VEMURAFENIB	Approved	antineoplastic agent	0.2030860304297349
NRAS	ERK1/2 INHIBITOR ERAS-007	Not Approved	""	0.2636555482771996
NRAS	P53-HDM2 INTERACTION INHIBITOR MI-773	Not Approved	""	0.2636555482771996
