node_id;label;type;degree
@CHEMICAL_Ethylnitrosourea;@CHEMICAL_Ethylnitrosourea;chemical;45.0
@CHEMICAL_Ketamine;@CHEMICAL_Ketamine;chemical;45.0
@CHEMICAL_Methylphenidate;@CHEMICAL_Methylphenidate;chemical;45.0
@CHEMICAL_NG_Nitroarginine_Methyl_Ester;@CHEMICAL_NG_Nitroarginine_Methyl_Ester;chemical;45.0
@CHEMICAL_Polymethyl_Methacrylate;@CHEMICAL_Polymethyl_Methacrylate;chemical;45.0
@CHEMICAL_Potassium_Chloride;@CHEMICAL_Potassium_Chloride;chemical;45.0
@CHEMICAL_Triterpenes;@CHEMICAL_Triterpenes;chemical;45.0
@CHEMICAL_beta_lapachone;@CHEMICAL_beta_lapachone;chemical;45.0
@CHEMICAL_dehydroacetic_acid;@CHEMICAL_dehydroacetic_acid;chemical;45.0
@CHEMICAL_luteolin_7_O_glucuronide;@CHEMICAL_luteolin_7_O_glucuronide;chemical;45.0
@CHEMICAL_rutecarpine;@CHEMICAL_rutecarpine;chemical;45.0
@CHEMICAL_sulfoenolpyruvate;@CHEMICAL_sulfoenolpyruvate;chemical;45.0
@CHEMICAL_tert_Butylhydroperoxide;@CHEMICAL_tert_Butylhydroperoxide;chemical;45.0
@CHEMICAL_3_nitropropionic_acid;@CHEMICAL_3_nitropropionic_acid;chemical;44.0
@CHEMICAL_4_4'_hexafluorisopropylidene_diphenol;@CHEMICAL_4_4'_hexafluorisopropylidene_diphenol;chemical;44.0
@CHEMICAL_Actinium;@CHEMICAL_Actinium;chemical;44.0
@CHEMICAL_Deferiprone;@CHEMICAL_Deferiprone;chemical;44.0
@CHEMICAL_Endocannabinoids;@CHEMICAL_Endocannabinoids;chemical;44.0
@CHEMICAL_Ethambutol;@CHEMICAL_Ethambutol;chemical;44.0
@CHEMICAL_Eucalyptol;@CHEMICAL_Eucalyptol;chemical;44.0
@CHEMICAL_MEHP;@CHEMICAL_MEHP;chemical;44.0
@CHEMICAL_Menthol;@CHEMICAL_Menthol;chemical;44.0
@CHEMICAL_Perindopril;@CHEMICAL_Perindopril;chemical;44.0
@CHEMICAL_Phosphorylcholine;@CHEMICAL_Phosphorylcholine;chemical;44.0
@CHEMICAL_Polyurethanes;@CHEMICAL_Polyurethanes;chemical;44.0
@CHEMICAL_Teicoplanin;@CHEMICAL_Teicoplanin;chemical;44.0
@CHEMICAL_Verapamil;@CHEMICAL_Verapamil;chemical;44.0
@CHEMICAL_benzyl_isothiocyanate;@CHEMICAL_benzyl_isothiocyanate;chemical;44.0
@CHEMICAL_cypermethrin;@CHEMICAL_cypermethrin;chemical;44.0
@CHEMICAL_decabromobiphenyl_ether;@CHEMICAL_decabromobiphenyl_ether;chemical;44.0
@CHEMICAL_fucoxanthin;@CHEMICAL_fucoxanthin;chemical;44.0
@CHEMICAL_gamma_oryzanol;@CHEMICAL_gamma_oryzanol;chemical;44.0
@CHEMICAL_gastrodin;@CHEMICAL_gastrodin;chemical;44.0
@CHEMICAL_sinomenine;@CHEMICAL_sinomenine;chemical;44.0
@CHEMICAL_tryptamine;@CHEMICAL_tryptamine;chemical;44.0
@CHEMICAL_Azacitidine;@CHEMICAL_Azacitidine;chemical;43.0
@CHEMICAL_Colforsin;@CHEMICAL_Colforsin;chemical;43.0
@CHEMICAL_Evans_Blue;@CHEMICAL_Evans_Blue;chemical;43.0
@CHEMICAL_Glycosphingolipids;@CHEMICAL_Glycosphingolipids;chemical;43.0
@CHEMICAL_Hematoxylin;@CHEMICAL_Hematoxylin;chemical;43.0
@CHEMICAL_Lamotrigine;@CHEMICAL_Lamotrigine;chemical;43.0
@CHEMICAL_Polyvinyl_Chloride;@CHEMICAL_Polyvinyl_Chloride;chemical;43.0
@CHEMICAL_Ranolazine;@CHEMICAL_Ranolazine;chemical;43.0
@CHEMICAL_Sodium_Hypochlorite;@CHEMICAL_Sodium_Hypochlorite;chemical;43.0
@CHEMICAL_Sodium_Selenite;@CHEMICAL_Sodium_Selenite;chemical;43.0
@CHEMICAL_Strontium;@CHEMICAL_Strontium;chemical;43.0
@CHEMICAL_Topiramate;@CHEMICAL_Topiramate;chemical;43.0
@CHEMICAL_allicin;@CHEMICAL_allicin;chemical;43.0
@CHEMICAL_alpha_hydroxyglutarate;@CHEMICAL_alpha_hydroxyglutarate;chemical;43.0
@CHEMICAL_dioscin;@CHEMICAL_dioscin;chemical;43.0
@CHEMICAL_fumaric_acid;@CHEMICAL_fumaric_acid;chemical;43.0
@CHEMICAL_n_hexane;@CHEMICAL_n_hexane;chemical;43.0
@CHEMICAL_palbociclib;@CHEMICAL_palbociclib;chemical;43.0
@CHEMICAL_pertuzumab;@CHEMICAL_pertuzumab;chemical;43.0
@CHEMICAL_phenylacetic_acid;@CHEMICAL_phenylacetic_acid;chemical;43.0
@CHEMICAL_rebamipide;@CHEMICAL_rebamipide;chemical;43.0
@CHEMICAL_A(2)C;@CHEMICAL_A(2)C;chemical;42.0
@CHEMICAL_Acetylglucosamine;@CHEMICAL_Acetylglucosamine;chemical;42.0
@CHEMICAL_Bisoprolol;@CHEMICAL_Bisoprolol;chemical;42.0
@CHEMICAL_Camptothecin;@CHEMICAL_Camptothecin;chemical;42.0
@CHEMICAL_Curium;@CHEMICAL_Curium;chemical;42.0
@CHEMICAL_Cysteamine;@CHEMICAL_Cysteamine;chemical;42.0
@CHEMICAL_Flavones;@CHEMICAL_Flavones;chemical;42.0
@CHEMICAL_Glyburide;@CHEMICAL_Glyburide;chemical;42.0
@CHEMICAL_Glycosides;@CHEMICAL_Glycosides;chemical;42.0
@CHEMICAL_Guanine;@CHEMICAL_Guanine;chemical;42.0
@CHEMICAL_Imipramine;@CHEMICAL_Imipramine;chemical;42.0
@CHEMICAL_Inosine_Monophosphate;@CHEMICAL_Inosine_Monophosphate;chemical;42.0
@CHEMICAL_Lanthanum;@CHEMICAL_Lanthanum;chemical;42.0
@CHEMICAL_Methicillin;@CHEMICAL_Methicillin;chemical;42.0
@CHEMICAL_Naloxone;@CHEMICAL_Naloxone;chemical;42.0
@CHEMICAL_Nitrofurantoin;@CHEMICAL_Nitrofurantoin;chemical;42.0
@CHEMICAL_Olive_Oil;@CHEMICAL_Olive_Oil;chemical;42.0
@CHEMICAL_Oxaloacetic_Acid;@CHEMICAL_Oxaloacetic_Acid;chemical;42.0
@CHEMICAL_Panitumumab;@CHEMICAL_Panitumumab;chemical;42.0
@CHEMICAL_Phlorhizin;@CHEMICAL_Phlorhizin;chemical;42.0
@CHEMICAL_Quinolones;@CHEMICAL_Quinolones;chemical;42.0
@CHEMICAL_Sodium_Citrate;@CHEMICAL_Sodium_Citrate;chemical;42.0
@CHEMICAL_Zirconium;@CHEMICAL_Zirconium;chemical;42.0
@CHEMICAL_acetonitrile;@CHEMICAL_acetonitrile;chemical;42.0
@CHEMICAL_arabinoxylan;@CHEMICAL_arabinoxylan;chemical;42.0
@CHEMICAL_beta_Lactams;@CHEMICAL_beta_Lactams;chemical;42.0
@CHEMICAL_lime;@CHEMICAL_lime;chemical;42.0
@CHEMICAL_mepolizumab;@CHEMICAL_mepolizumab;chemical;42.0
@CHEMICAL_pazopanib;@CHEMICAL_pazopanib;chemical;42.0
@CHEMICAL_phenanthrene;@CHEMICAL_phenanthrene;chemical;42.0
@CHEMICAL_pyomelanin;@CHEMICAL_pyomelanin;chemical;42.0
@CHEMICAL_pyrazolanthrone;@CHEMICAL_pyrazolanthrone;chemical;42.0
@CHEMICAL_sesamin;@CHEMICAL_sesamin;chemical;42.0
@CHEMICAL_sultamicillin;@CHEMICAL_sultamicillin;chemical;42.0
@CHEMICAL_tislelizumab;@CHEMICAL_tislelizumab;chemical;42.0
@CHEMICAL_zirconium_oxide;@CHEMICAL_zirconium_oxide;chemical;42.0
@CHEMICAL_Cefuroxime;@CHEMICAL_Cefuroxime;chemical;41.0
@CHEMICAL_NOAC_protocol;@CHEMICAL_NOAC_protocol;chemical;41.0
@CHEMICAL_Propylene_Glycol;@CHEMICAL_Propylene_Glycol;chemical;41.0
@CHEMICAL_Radium;@CHEMICAL_Radium;chemical;41.0
@CHEMICAL_Sitagliptin_Phosphate;@CHEMICAL_Sitagliptin_Phosphate;chemical;41.0
@CHEMICAL_baysilon;@CHEMICAL_baysilon;chemical;41.0
@CHEMICAL_cuprous_iodide;@CHEMICAL_cuprous_iodide;chemical;41.0
@CHEMICAL_golimumab;@CHEMICAL_golimumab;chemical;41.0
@CHEMICAL_hispidulin;@CHEMICAL_hispidulin;chemical;41.0
@CHEMICAL_phenylpyruvic_acid;@CHEMICAL_phenylpyruvic_acid;chemical;41.0
@CHEMICAL_roxadustat;@CHEMICAL_roxadustat;chemical;41.0
@CHEMICAL_sulfated_polyvinyl_alcohol;@CHEMICAL_sulfated_polyvinyl_alcohol;chemical;41.0
@CHEMICAL_trigonelline;@CHEMICAL_trigonelline;chemical;41.0
@CHEMICAL_17_alpha_Hydroxyprogesterone_Caproate;@CHEMICAL_17_alpha_Hydroxyprogesterone_Caproate;chemical;40.0
@CHEMICAL_2_mercaptopurine;@CHEMICAL_2_mercaptopurine;chemical;40.0
@CHEMICAL_3_8_dihydroxy_6H_dibenzo(b_d)pyran_6_one;@CHEMICAL_3_8_dihydroxy_6H_dibenzo(b_d)pyran_6_one;chemical;40.0
@CHEMICAL_4_cresol;@CHEMICAL_4_cresol;chemical;40.0
@CHEMICAL_Aripiprazole;@CHEMICAL_Aripiprazole;chemical;40.0
@CHEMICAL_Aztreonam;@CHEMICAL_Aztreonam;chemical;40.0
@CHEMICAL_Cystathionine;@CHEMICAL_Cystathionine;chemical;40.0
@CHEMICAL_Flucytosine;@CHEMICAL_Flucytosine;chemical;40.0
@CHEMICAL_GR24_strigolactone;@CHEMICAL_GR24_strigolactone;chemical;40.0
@CHEMICAL_Lisinopril;@CHEMICAL_Lisinopril;chemical;40.0
@CHEMICAL_Niclosamide;@CHEMICAL_Niclosamide;chemical;40.0
@CHEMICAL_PF_06651600;@CHEMICAL_PF_06651600;chemical;40.0
@CHEMICAL_Penicillamine;@CHEMICAL_Penicillamine;chemical;40.0
@CHEMICAL_Phytosterols;@CHEMICAL_Phytosterols;chemical;40.0
@CHEMICAL_Tetradecanoylphorbol_Acetate;@CHEMICAL_Tetradecanoylphorbol_Acetate;chemical;40.0
@CHEMICAL_Tyramine;@CHEMICAL_Tyramine;chemical;40.0
@CHEMICAL_avibactam_ceftazidime_drug_combination;@CHEMICAL_avibactam_ceftazidime_drug_combination;chemical;40.0
@CHEMICAL_chlorine_dioxide;@CHEMICAL_chlorine_dioxide;chemical;40.0
@CHEMICAL_obacunone;@CHEMICAL_obacunone;chemical;40.0
@CHEMICAL_oil_red_O;@CHEMICAL_oil_red_O;chemical;40.0
@CHEMICAL_omapatrilat;@CHEMICAL_omapatrilat;chemical;40.0
@CHEMICAL_pyridine;@CHEMICAL_pyridine;chemical;40.0
@CHEMICAL_17_alpha_Hydroxyprogesterone;@CHEMICAL_17_alpha_Hydroxyprogesterone;chemical;39.0
@CHEMICAL_6_formylindolo(3_2_b)carbazole;@CHEMICAL_6_formylindolo(3_2_b)carbazole;chemical;39.0
@CHEMICAL_Afatinib;@CHEMICAL_Afatinib;chemical;39.0
@CHEMICAL_Alkynes;@CHEMICAL_Alkynes;chemical;39.0
@CHEMICAL_Anthraquinones;@CHEMICAL_Anthraquinones;chemical;39.0
@CHEMICAL_Asbestos;@CHEMICAL_Asbestos;chemical;39.0
@CHEMICAL_Betulinic_Acid;@CHEMICAL_Betulinic_Acid;chemical;39.0
@CHEMICAL_Charcoal;@CHEMICAL_Charcoal;chemical;39.0
@CHEMICAL_Dextrans;@CHEMICAL_Dextrans;chemical;39.0
@CHEMICAL_Einsteinium;@CHEMICAL_Einsteinium;chemical;39.0
@CHEMICAL_Erythromycin;@CHEMICAL_Erythromycin;chemical;39.0
@CHEMICAL_Exenatide;@CHEMICAL_Exenatide;chemical;39.0
@CHEMICAL_Guanosine_Triphosphate;@CHEMICAL_Guanosine_Triphosphate;chemical;39.0
@CHEMICAL_N_Acetylcysteinamide;@CHEMICAL_N_Acetylcysteinamide;chemical;39.0
@CHEMICAL_Oligonucleotides_Antisense;@CHEMICAL_Oligonucleotides_Antisense;chemical;39.0
@CHEMICAL_Rifabutin;@CHEMICAL_Rifabutin;chemical;39.0
@CHEMICAL_S_Adenosylhomocysteine;@CHEMICAL_S_Adenosylhomocysteine;chemical;39.0
@CHEMICAL_acalabrutinib;@CHEMICAL_acalabrutinib;chemical;39.0
@CHEMICAL_apixaban;@CHEMICAL_apixaban;chemical;39.0
@CHEMICAL_ethylene_dichloride;@CHEMICAL_ethylene_dichloride;chemical;39.0
@CHEMICAL_geniposide;@CHEMICAL_geniposide;chemical;39.0
@CHEMICAL_melamine;@CHEMICAL_melamine;chemical;39.0
@CHEMICAL_nickel_monoxide;@CHEMICAL_nickel_monoxide;chemical;39.0
@CHEMICAL_obeticholic_acid;@CHEMICAL_obeticholic_acid;chemical;39.0
@CHEMICAL_protocatechualdehyde;@CHEMICAL_protocatechualdehyde;chemical;39.0
@CHEMICAL_2_naphthol_orange;@CHEMICAL_2_naphthol_orange;chemical;38.0
@CHEMICAL_4_octyl_itaconate;@CHEMICAL_4_octyl_itaconate;chemical;38.0
@CHEMICAL_Arsenic_Trioxide;@CHEMICAL_Arsenic_Trioxide;chemical;38.0
@CHEMICAL_Buthionine_Sulfoximine;@CHEMICAL_Buthionine_Sulfoximine;chemical;38.0
@CHEMICAL_Certolizumab_Pegol;@CHEMICAL_Certolizumab_Pegol;chemical;38.0
@CHEMICAL_Epoxy_Resins;@CHEMICAL_Epoxy_Resins;chemical;38.0
@CHEMICAL_Esomeprazole;@CHEMICAL_Esomeprazole;chemical;38.0
@CHEMICAL_Farnesol;@CHEMICAL_Farnesol;chemical;38.0
@CHEMICAL_Furaldehyde;@CHEMICAL_Furaldehyde;chemical;38.0
@CHEMICAL_Meloxicam;@CHEMICAL_Meloxicam;chemical;38.0
@CHEMICAL_Midazolam;@CHEMICAL_Midazolam;chemical;38.0
@CHEMICAL_Niobium;@CHEMICAL_Niobium;chemical;38.0
@CHEMICAL_Phosphocreatine;@CHEMICAL_Phosphocreatine;chemical;38.0
@CHEMICAL_Povidone;@CHEMICAL_Povidone;chemical;38.0
@CHEMICAL_Pyridostigmine_Bromide;@CHEMICAL_Pyridostigmine_Bromide;chemical;38.0
@CHEMICAL_Raloxifene_Hydrochloride;@CHEMICAL_Raloxifene_Hydrochloride;chemical;38.0
@CHEMICAL_Thiamethoxam;@CHEMICAL_Thiamethoxam;chemical;38.0
@CHEMICAL_apremilast;@CHEMICAL_apremilast;chemical;38.0
@CHEMICAL_benzyloxycarbonylleucyl_leucyl_leucine_aldehyde;@CHEMICAL_benzyloxycarbonylleucyl_leucyl_leucine_aldehyde;chemical;38.0
@CHEMICAL_cuprous_oxide;@CHEMICAL_cuprous_oxide;chemical;38.0
@CHEMICAL_dihydrotanshinone_I;@CHEMICAL_dihydrotanshinone_I;chemical;38.0
@CHEMICAL_fulvic_acid;@CHEMICAL_fulvic_acid;chemical;38.0
@CHEMICAL_methyl_salicylate;@CHEMICAL_methyl_salicylate;chemical;38.0
@CHEMICAL_pimecrolimus;@CHEMICAL_pimecrolimus;chemical;38.0
@CHEMICAL_2_amino_1_methyl_6_phenylimidazo(4_5_b)pyridine;@CHEMICAL_2_amino_1_methyl_6_phenylimidazo(4_5_b)pyridine;chemical;37.0
@CHEMICAL_2_vanillin;@CHEMICAL_2_vanillin;chemical;37.0
@CHEMICAL_3_hydroxyflavone;@CHEMICAL_3_hydroxyflavone;chemical;37.0
@CHEMICAL_Acamprosate;@CHEMICAL_Acamprosate;chemical;37.0
@CHEMICAL_Acetazolamide;@CHEMICAL_Acetazolamide;chemical;37.0
@CHEMICAL_Anthracyclines;@CHEMICAL_Anthracyclines;chemical;37.0
@CHEMICAL_Butylated_Hydroxyanisole;@CHEMICAL_Butylated_Hydroxyanisole;chemical;37.0
@CHEMICAL_Clodronic_Acid;@CHEMICAL_Clodronic_Acid;chemical;37.0
@CHEMICAL_Enrofloxacin;@CHEMICAL_Enrofloxacin;chemical;37.0
@CHEMICAL_Ifosfamide;@CHEMICAL_Ifosfamide;chemical;37.0
@CHEMICAL_Irbesartan;@CHEMICAL_Irbesartan;chemical;37.0
@CHEMICAL_N_carbamylglutamate;@CHEMICAL_N_carbamylglutamate;chemical;37.0
@CHEMICAL_Phosphatidic_Acids;@CHEMICAL_Phosphatidic_Acids;chemical;37.0
@CHEMICAL_Potassium_Iodide;@CHEMICAL_Potassium_Iodide;chemical;37.0
@CHEMICAL_Pyrogallol;@CHEMICAL_Pyrogallol;chemical;37.0
@CHEMICAL_Trimetazidine;@CHEMICAL_Trimetazidine;chemical;37.0
@CHEMICAL_chrysoeriol;@CHEMICAL_chrysoeriol;chemical;37.0
@CHEMICAL_cobalt_ferrite;@CHEMICAL_cobalt_ferrite;chemical;37.0
@CHEMICAL_estrone_sulfate;@CHEMICAL_estrone_sulfate;chemical;37.0
@CHEMICAL_finerenone;@CHEMICAL_finerenone;chemical;37.0
@CHEMICAL_licochalcone_A;@CHEMICAL_licochalcone_A;chemical;37.0
@CHEMICAL_ligustilide;@CHEMICAL_ligustilide;chemical;37.0
@CHEMICAL_pevonedistat;@CHEMICAL_pevonedistat;chemical;37.0
@CHEMICAL_polypyrrole;@CHEMICAL_polypyrrole;chemical;37.0
@CHEMICAL_resiquimod;@CHEMICAL_resiquimod;chemical;37.0
@CHEMICAL_theaflavin_3_3'_digallate;@CHEMICAL_theaflavin_3_3'_digallate;chemical;37.0
@CHEMICAL_vinpocetine;@CHEMICAL_vinpocetine;chemical;37.0
@CHEMICAL_1_methyltryptophan;@CHEMICAL_1_methyltryptophan;chemical;36.0
@CHEMICAL_2_4_Dichlorophenoxyacetic_Acid;@CHEMICAL_2_4_Dichlorophenoxyacetic_Acid;chemical;36.0
@CHEMICAL_3_n_butylphthalide;@CHEMICAL_3_n_butylphthalide;chemical;36.0
@CHEMICAL_7_3'_dihydroxy_4'_methoxyisoflavone;@CHEMICAL_7_3'_dihydroxy_4'_methoxyisoflavone;chemical;36.0
@CHEMICAL_Acarbose;@CHEMICAL_Acarbose;chemical;36.0
@CHEMICAL_Ammonium_Chloride;@CHEMICAL_Ammonium_Chloride;chemical;36.0
@CHEMICAL_Cladribine;@CHEMICAL_Cladribine;chemical;36.0
@CHEMICAL_Desoxycorticosterone;@CHEMICAL_Desoxycorticosterone;chemical;36.0
@CHEMICAL_Glutaral;@CHEMICAL_Glutaral;chemical;36.0
@CHEMICAL_Indium;@CHEMICAL_Indium;chemical;36.0
@CHEMICAL_Kraft_lignin;@CHEMICAL_Kraft_lignin;chemical;36.0
@CHEMICAL_N(6)_carboxymethyllysine;@CHEMICAL_N(6)_carboxymethyllysine;chemical;36.0
@CHEMICAL_N_acetyl_4_benzoquinoneimine;@CHEMICAL_N_acetyl_4_benzoquinoneimine;chemical;36.0
@CHEMICAL_Nebivolol;@CHEMICAL_Nebivolol;chemical;36.0
@CHEMICAL_Nitroprusside;@CHEMICAL_Nitroprusside;chemical;36.0
@CHEMICAL_Pilocarpine;@CHEMICAL_Pilocarpine;chemical;36.0
@CHEMICAL_Plastoquinone;@CHEMICAL_Plastoquinone;chemical;36.0
@CHEMICAL_Polysorbates;@CHEMICAL_Polysorbates;chemical;36.0
@CHEMICAL_Vinblastine;@CHEMICAL_Vinblastine;chemical;36.0
@CHEMICAL_abemaciclib;@CHEMICAL_abemaciclib;chemical;36.0
@CHEMICAL_acacetin;@CHEMICAL_acacetin;chemical;36.0
@CHEMICAL_alpha_pinene;@CHEMICAL_alpha_pinene;chemical;36.0
@CHEMICAL_corilagin;@CHEMICAL_corilagin;chemical;36.0
@CHEMICAL_entecavir;@CHEMICAL_entecavir;chemical;36.0
@CHEMICAL_fructooligosaccharide;@CHEMICAL_fructooligosaccharide;chemical;36.0
@CHEMICAL_menaquinone_7;@CHEMICAL_menaquinone_7;chemical;36.0
@CHEMICAL_orientin;@CHEMICAL_orientin;chemical;36.0
@CHEMICAL_polyvinylidene_fluoride;@CHEMICAL_polyvinylidene_fluoride;chemical;36.0
@CHEMICAL_tartaric_acid;@CHEMICAL_tartaric_acid;chemical;36.0
@CHEMICAL_zwittergent_3_12;@CHEMICAL_zwittergent_3_12;chemical;36.0
@CHEMICAL_2_tert_butylhydroquinone;@CHEMICAL_2_tert_butylhydroquinone;chemical;35.0
@CHEMICAL_6_trimethylsilylthio_9_trimethylsilylpurine;@CHEMICAL_6_trimethylsilylthio_9_trimethylsilylpurine;chemical;35.0
@CHEMICAL_Bromocriptine;@CHEMICAL_Bromocriptine;chemical;35.0
@CHEMICAL_EC_regimen;@CHEMICAL_EC_regimen;chemical;35.0
@CHEMICAL_Ergosterol;@CHEMICAL_Ergosterol;chemical;35.0
@CHEMICAL_Leukotriene_B4;@CHEMICAL_Leukotriene_B4;chemical;35.0
@CHEMICAL_MOF_Strep_protocol;@CHEMICAL_MOF_Strep_protocol;chemical;35.0
@CHEMICAL_Matrines;@CHEMICAL_Matrines;chemical;35.0
@CHEMICAL_Mercaptopurine;@CHEMICAL_Mercaptopurine;chemical;35.0
@CHEMICAL_Methadone;@CHEMICAL_Methadone;chemical;35.0
@CHEMICAL_Mifepristone;@CHEMICAL_Mifepristone;chemical;35.0
@CHEMICAL_Peracetic_Acid;@CHEMICAL_Peracetic_Acid;chemical;35.0
@CHEMICAL_Polyethyleneimine;@CHEMICAL_Polyethyleneimine;chemical;35.0
@CHEMICAL_Silicones;@CHEMICAL_Silicones;chemical;35.0
@CHEMICAL_Terbium;@CHEMICAL_Terbium;chemical;35.0
@CHEMICAL_alisol_B;@CHEMICAL_alisol_B;chemical;35.0
@CHEMICAL_carnosol;@CHEMICAL_carnosol;chemical;35.0
@CHEMICAL_cobalt_tetraoxide;@CHEMICAL_cobalt_tetraoxide;chemical;35.0
@CHEMICAL_decamethrin;@CHEMICAL_decamethrin;chemical;35.0
@CHEMICAL_fludarabine;@CHEMICAL_fludarabine;chemical;35.0
@CHEMICAL_gamma_Linolenic_Acid;@CHEMICAL_gamma_Linolenic_Acid;chemical;35.0
@CHEMICAL_gibberellic_acid;@CHEMICAL_gibberellic_acid;chemical;35.0
@CHEMICAL_ginsenoside_Re;@CHEMICAL_ginsenoside_Re;chemical;35.0
@CHEMICAL_licochalcone_B;@CHEMICAL_licochalcone_B;chemical;35.0
@CHEMICAL_manganese_oxide;@CHEMICAL_manganese_oxide;chemical;35.0
@CHEMICAL_phosphoric_acid;@CHEMICAL_phosphoric_acid;chemical;35.0
@CHEMICAL_schizandrin_B;@CHEMICAL_schizandrin_B;chemical;35.0
@CHEMICAL_stachydrine;@CHEMICAL_stachydrine;chemical;35.0
@CHEMICAL_triphenyl_phosphate;@CHEMICAL_triphenyl_phosphate;chemical;35.0
@CHEMICAL_xanthosine;@CHEMICAL_xanthosine;chemical;35.0
@CHEMICAL_2_4_5_2'_4'_5'_hexachlorobiphenyl;@CHEMICAL_2_4_5_2'_4'_5'_hexachlorobiphenyl;chemical;34.0
@CHEMICAL_2_Hydroxypropyl_beta_cyclodextrin;@CHEMICAL_2_Hydroxypropyl_beta_cyclodextrin;chemical;34.0
@CHEMICAL_2_xylene;@CHEMICAL_2_xylene;chemical;34.0
@CHEMICAL_Antimicrobial_Peptides;@CHEMICAL_Antimicrobial_Peptides;chemical;34.0
@CHEMICAL_Butylated_Hydroxytoluene;@CHEMICAL_Butylated_Hydroxytoluene;chemical;34.0
@CHEMICAL_Camphor;@CHEMICAL_Camphor;chemical;34.0
@CHEMICAL_Cefoxitin;@CHEMICAL_Cefoxitin;chemical;34.0
@CHEMICAL_Cetrimonium;@CHEMICAL_Cetrimonium;chemical;34.0
@CHEMICAL_Deferasirox;@CHEMICAL_Deferasirox;chemical;34.0
@CHEMICAL_Flecainide;@CHEMICAL_Flecainide;chemical;34.0
@CHEMICAL_GANT_61;@CHEMICAL_GANT_61;chemical;34.0
@CHEMICAL_Gentian_Violet;@CHEMICAL_Gentian_Violet;chemical;34.0
@CHEMICAL_Insulin;@CHEMICAL_Insulin;chemical;34.0
@CHEMICAL_Macrolides;@CHEMICAL_Macrolides;chemical;34.0
@CHEMICAL_Monocrotaline;@CHEMICAL_Monocrotaline;chemical;34.0
@CHEMICAL_Nitric_Acid;@CHEMICAL_Nitric_Acid;chemical;34.0
@CHEMICAL_Parathyroid_Hormone;@CHEMICAL_Parathyroid_Hormone;chemical;34.0
@CHEMICAL_Quinic_Acid;@CHEMICAL_Quinic_Acid;chemical;34.0
@CHEMICAL_Risedronic_Acid;@CHEMICAL_Risedronic_Acid;chemical;34.0
@CHEMICAL_Sesquiterpenes;@CHEMICAL_Sesquiterpenes;chemical;34.0
@CHEMICAL_Taurodeoxycholic_Acid;@CHEMICAL_Taurodeoxycholic_Acid;chemical;34.0
@CHEMICAL_XELOX;@CHEMICAL_XELOX;chemical;34.0
@CHEMICAL_Xylans;@CHEMICAL_Xylans;chemical;34.0
@CHEMICAL_amentoflavone;@CHEMICAL_amentoflavone;chemical;34.0
@CHEMICAL_anemoside_B4;@CHEMICAL_anemoside_B4;chemical;34.0
@CHEMICAL_flavone;@CHEMICAL_flavone;chemical;34.0
@CHEMICAL_glabridin;@CHEMICAL_glabridin;chemical;34.0
@CHEMICAL_hexanoic_acid;@CHEMICAL_hexanoic_acid;chemical;34.0
@CHEMICAL_pachymic_acid;@CHEMICAL_pachymic_acid;chemical;34.0
@CHEMICAL_pyridinoline;@CHEMICAL_pyridinoline;chemical;34.0
@CHEMICAL_senkyunolide_I;@CHEMICAL_senkyunolide_I;chemical;34.0
@CHEMICAL_tiliroside;@CHEMICAL_tiliroside;chemical;34.0
@CHEMICAL_xanthurenic_acid;@CHEMICAL_xanthurenic_acid;chemical;34.0
@CHEMICAL_4_hydroxybenzaldehyde;@CHEMICAL_4_hydroxybenzaldehyde;chemical;33.0
@CHEMICAL_5_7_dihydroxy_6_methoxy_2_phenylchromen_4_one;@CHEMICAL_5_7_dihydroxy_6_methoxy_2_phenylchromen_4_one;chemical;33.0
@CHEMICAL_5_chloroquinoxaline_2_sulfanilamide;@CHEMICAL_5_chloroquinoxaline_2_sulfanilamide;chemical;33.0
@CHEMICAL_Amylose;@CHEMICAL_Amylose;chemical;33.0
@CHEMICAL_Atropine;@CHEMICAL_Atropine;chemical;33.0
@CHEMICAL_Azoles;@CHEMICAL_Azoles;chemical;33.0
@CHEMICAL_Cardiolipins;@CHEMICAL_Cardiolipins;chemical;33.0
@CHEMICAL_Chlorhexidine;@CHEMICAL_Chlorhexidine;chemical;33.0
@CHEMICAL_D_Aspartic_Acid;@CHEMICAL_D_Aspartic_Acid;chemical;33.0
@CHEMICAL_Esketamine;@CHEMICAL_Esketamine;chemical;33.0
@CHEMICAL_Gangliosides;@CHEMICAL_Gangliosides;chemical;33.0
@CHEMICAL_Glycocholic_Acid;@CHEMICAL_Glycocholic_Acid;chemical;33.0
@CHEMICAL_Glyoxal;@CHEMICAL_Glyoxal;chemical;33.0
@CHEMICAL_Guaiacol;@CHEMICAL_Guaiacol;chemical;33.0
@CHEMICAL_Hydralazine;@CHEMICAL_Hydralazine;chemical;33.0
@CHEMICAL_Iodine_125;@CHEMICAL_Iodine_125;chemical;33.0
@CHEMICAL_Phosphopeptides;@CHEMICAL_Phosphopeptides;chemical;33.0
@CHEMICAL_Podophyllotoxin;@CHEMICAL_Podophyllotoxin;chemical;33.0
@CHEMICAL_Polyesters;@CHEMICAL_Polyesters;chemical;33.0
@CHEMICAL_Polyhydroxyalkanoates;@CHEMICAL_Polyhydroxyalkanoates;chemical;33.0
@CHEMICAL_Promethium;@CHEMICAL_Promethium;chemical;33.0
