entity1,entity2,relation_type
@DISEASE_Hereditary_Sensory_and_Autonomic_Neuropathies,@GENE_DST,multitype
@DISEASE_Hereditary_Sensory_and_Autonomic_Neuropathies,@GENE_RETREG1,multitype
@DISEASE_Hereditary_Sensory_and_Autonomic_Neuropathies,@GENE_SPTLC2,multitype
@DISEASE_Hereditary_Sensory_and_Autonomic_Neuropathies,@GENE_FLVCR1,multitype
@DISEASE_Hereditary_Sensory_and_Autonomic_Neuropathies,@GENE_NGF,multitype
@DISEASE_Hereditary_Sensory_and_Autonomic_Neuropathies,@GENE_AGXT,multitype
@DISEASE_Hereditary_Sensory_and_Autonomic_Neuropathies,@GENE_ATL3,multitype
@DISEASE_Hereditary_Sensory_and_Autonomic_Neuropathies,@GENE_TECPR2,multitype
@GENE_NTRK1,@GENE_NGF,multitype
@GENE_NTRK1,@DISEASE_Pain_Insensitivity_Congenital,multitype
@GENE_DNMT1,@DISEASE_162400,multitype
@GENE_DNMT1,@DISEASE_Hearing_Loss,multitype
@GENE_DNMT1,@DISEASE_Dementia,multitype
@GENE_DST,@DISEASE_614653,Positive_Correlation
@GENE_SPTLC2,@CHEMICAL_1_deoxysphingolipid,multitype
@GENE_SPTLC2,@DISEASE_613640,multitype
@GENE_NGF,@GENE_NGFR,multitype
@GENE_AGXT,@DISEASE_Primary_hyperoxaluria_type_1,multitype
@GENE_GAA,@DISEASE_Glycogen_Storage_Disease_Type_II,multitype
@GENE_GAA,@DISEASE_Cardiomyopathy_Hypertrophic,multitype
@GENE_MRAP,@GENE_MC2R,multitype
@GENE_MRAP,@GENE_MRAP2,multitype
@GENE_MRAP,@DISEASE_Glucocorticoid_Deficiency_2,multitype
@GENE_MC2R,@DISEASE_Familial_Glucocorticoid_Deficiency_1,multitype
@GENE_MC2R,@DISEASE_Glucocorticoid_Deficiency_2,multitype
@GENE_MC2R,@GENE_MRAP2,multitype
@GENE_ABL1,@DISEASE_Leukemia_Myelogenous_Chronic_BCR_ABL_Positive,Association
@DISEASE_Bipolar_Disorder,@CHEMICAL_Methoxyhydroxyphenylglycol,multitype
@GENE_ELP1,@CHEMICAL_Kinetin,multitype
@GENE_PIEZO1,@CHEMICAL_yoda_1,Positive_Correlation
@CHEMICAL_Carbamazepine,@DISEASE_Stevens_Johnson_Syndrome,multitype
@CHEMICAL_Carbamazepine,@DISEASE_Trigeminal_Neuralgia,multitype
@CHEMICAL_Imatinib_Mesylate,@DISEASE_Leukemia_Myelogenous_Chronic_BCR_ABL_Positive,multitype
@CHEMICAL_nintedanib,@DISEASE_Idiopathic_Pulmonary_Fibrosis,Negative_Correlation
@DISEASE_Prostatic_Neoplasms_Castration_Resistant,@CHEMICAL_abiraterone,Negative_Correlation
@CHEMICAL_Phosphopeptides,@CHEMICAL_phosphoric_acid,multitype
@DISEASE_Pain_Insensitivity_Congenital,@GENE_SCN9A,multitype
@DISEASE_Noonan_Syndrome,@GENE_SOS1,multitype
