gene	drug	regulatory approval	indication	interaction score
ADRA1D	PAPAVERINE	Approved	Antispasmodics; Anti-impotence Agents; Vasodilator Agents	0.08923726249382141
ADRA1D	MEDETOMIDINE	Not Approved	""	0.1338558937407321
ADRA1D	PRAZOSIN HYDROCHLORIDE	Approved	""	0.08031353624443928
ADRA1D	ALFUZOSIN HYDROCHLORIDE	Approved	""	0.2007838406110982
ADRA1D	CYPROTERONE ACETATE	Approved	""	0.2294672464126836
ADRA1D	ERGOTAMINE TARTRATE	Approved	""	0.1147336232063418
ADRA1D	LABETALOL HYDROCHLORIDE	Approved	""	0.08031353624443928
ADRA1D	DOXAZOSIN MESYLATE	Approved	Anticholesteremic Agents; Antihypertensive Agents; Vasodilator Agents	0.2677117874814642
ADRA1D	NAPHAZOLINE HYDROCHLORIDE	Approved	""	0.1147336232063418
ADRA1D	ERGOLOID MESYLATES, USP	Approved	Nootropic Agents; Vasodilator Agents	0.0617796432649533
ADRA1D	PHENYLEPHRINE BITARTRATE	Approved	""	0.2677117874814642
ADRA1D	ISOXSUPRINE HYDROCHLORIDE	Approved	""	0.2007838406110982
ADRA1D	TRIMAZOSIN	Not Approved	""	0.8031353624443928
ADRA1D	HYDROXYAMPHETAMINE HYDROBROMIDE	Approved	""	0.08031353624443928
ADRA1D	URAPIDIL	Not Approved	""	0.1338558937407321
ADRA1D	TAMSULOSIN HYDROCHLORIDE	Approved	for treatment of urinary symptoms associated with BPH,for treatment of benign prostatic hyperplasia	0.2677117874814642
ADRA1D	SENREBOTASE	Not Approved	neuralgia,analgesic	0.1338558937407321
PADI4	CHEMBL:CHEMBL1910971	Not Approved	""	6.525474819860691
PADI4	STREPTONIGRIN	Not Approved	""	1.305094963972138
PADI4	URIC ACID	Not Approved	""	8.700633093147589
PADI4	O-F-AMIDINE	Not Approved	""	4.350316546573794
CPB1	FADROZOLE	Not Approved	""	1.631368704965172
CPB1	OSILODROSTAT	Approved	""	4.350316546573794
CPB1	BAXDROSTAT	Not Approved	""	13.05094963972138
CPB1	METYRAPONE	Approved	Diagnostic Agents	2.610189927944276
CSN2	GNF362	Not Approved	""	17.40126618629517
COX6A1	VERAPAMIL	Approved	antihypertensive agent	0.1160084412419678
COX6A1	BMS-536924	Not Approved	""	1.305094963972138
COX6A1	EFAVIRENZ	Approved	""	0.2610189927944276
COX6A1	COMPOUND 1A [PMID: 18573659]	Not Approved	""	2.610189927944276
COX6A1	VOXELOTOR	Approved	""	0.8700633093147588
COX6A1	KETOCONAZOLE	Approved	""	0.2372899934494797
COX6A1	AMG-337	Not Approved	""	2.610189927944276
COX6A1	RITONAVIR	Approved	""	0.1933474020699464
COX6A1	TROLEANDOMYCIN	Approved	""	0.745768550841222
COX6A1	NEFAZODONE	Approved	Second-Generation,Antidepressive Agents	0.372884275420611
PTPN1	DITHIOLETHIONE	Not Approved	""	0.6960506474518071
PTPN1	GLISOFLAVONE	Not Approved	""	4.176303884710843
PTPN1	FLUORESCEIN DIPHOSPHATE	Not Approved	""	4.176303884710843
PTPN1	LICOAGRONE	Not Approved	""	4.176303884710843
PTPN1	OLEANOLIC ACID	Not Approved	""	0.8352607769421685
PTPN1	URSOLIC ACID	Not Approved	""	0.3480253237259035
PTPN1	TILUDRONIC ACID	Approved	Bisphosphonates	1.392101294903614
PTPN1	LIPIDYL PSEUDOPTERANE A	Not Approved	""	4.176303884710843
PTPN1	LOBARIC ACID	Not Approved	""	0.2784202589807228
PTPN1	1,2-DIHYDROXYNAPHTHALENE	Not Approved	""	2.088151942355421
PTPN1	ALLYL ISOTHIOCYANATE	Not Approved	""	1.04407597117771
PTPN1	LICOAGRODIN	Not Approved	""	4.176303884710843
PTPN1	MORONIC ACID	Not Approved	""	2.088151942355421
PTPN1	TRODUSQUEMINE	Not Approved	antiobesity agent	2.088151942355421
PTPN1	ISOBAVACHALCONE	Not Approved	""	4.176303884710843
PTPN1	MOROLIC ACID	Not Approved	""	4.176303884710843
PTPN1	OLTIPRAZ	Not Approved	""	1.04407597117771
PTPN1	ANETHOLE TRITHIONE	Not Approved	""	1.04407597117771
PTPN1	CHEMBL:CHEMBL1162414	Not Approved	""	4.176303884710843
PTPN1	CHEMBL:CHEMBL458855	Not Approved	""	4.176303884710843
PTPN1	ALDISIN	Not Approved	""	4.176303884710843
PTPN1	ISIS 113715	Not Approved	antidiabetic	2.088151942355421
PTPN1	LIPIDYL PSEUDOPTERANE D	Not Approved	""	4.176303884710843
PTPN1	CHEMBL:CHEMBL2207339	Not Approved	""	4.176303884710843
PTPN1	INSULIN, REGULAR, HUMAN	Approved	for treatment of diabetic foot ulcers,antidiabetic	0.07879818650397817
AKR1A1	DUBORIMYCIN	Not Approved	""	52.20379855888553
AKR1A1	CYCLOSERINE	Approved	""	6.525474819860691
SGPL1	LX2931	Not Approved	""	26.10189927944276
SLC12A3	HYDROCHLOROTHIAZIDE	Approved	antihypertensive agent	0.1891441976771215
SLC12A3	CHLOROTHIAZIDE SODIUM	Approved	""	2.900211031049196
SLC12A3	POLYTHIAZIDE	Approved	Antihypertensive Agents; Diuretics	11.60084412419678
SLC12A3	QUINETHAZONE	Approved	Antihypertensive Agents; Diuretics	8.700633093147589
SLC12A3	METOLAZONE	Approved	Antihypertensive Agents; Diuretics	2.900211031049196
SLC12A3	CHLOROTHIAZIDE	Approved	Antihypertensive Agents; Diuretics	1.24294758473537
SLC12A3	FUROSEMIDE	Approved	Antihypertensive Agents; Diuretics	0.483368505174866
SLC12A3	BENDROFLUMETHIAZIDE	Approved	Antihypertensive Agents; Diuretics	5.800422062098392
SLC12A3	DIAZOXIDE	Approved	Antihypertensive Agents; Vasodilator Agents	0.4461863124691071
SLC12A3	METHYCLOTHIAZIDE	Approved	Antihypertensive Agents; Diuretics	0.9667370103497321
SLC12A3	CHLORTHALIDONE	Approved	Antihypertensive Agents; Diuretics	0.3222456701165773
SLC12A3	INDAPAMIDE	Approved	Antihypertensive Agents; Diuretics	0.5800422062098393
SLC12A3	TRICHLORMETHIAZIDE	Approved	Antihypertensive Agents; Diuretics	0.483368505174866
SLC12A3	CYCLOTHIAZIDE	Approved	Antihypertensive Agents; Diuretics	0.3222456701165773
SLC12A3	HYDROFLUMETHIAZIDE	Approved	Antihypertensive Agents; Diuretics	0.9667370103497321
SLC12A3	TORSEMIDE	Approved	Antihypertensive Agents; Diuretics	0.725052757762299
SLC12A3	BUMETANIDE	Approved	Antihypertensive Agents; Diuretics	0.483368505174866
SLC12A3	BENZTHIAZIDE	Approved	Antihypertensive Agents; Diuretics	2.175158273286897
OR2B11	AXITINIB	Approved	antineoplastic agent	4.971790338941479
RAD50	IRINOTECAN HYDROCHLORIDE	Approved	antineoplastic agent	0.8286317231569131
RAD50	CHECKPOINT KINASE INHIBITOR AZD7762	Not Approved	""	26.10189927944276
GABBR2	LESOGABERAN	Not Approved	for treatment of gastrointestinal reflux disease	3.866948041398928
GABBR2	BACLOFEN	Approved	for treatment of alcohol dependance	1.740126618629517
GABBR2	CALCIUM OXYBATE	Approved	""	2.900211031049196
GABBR2	ARBACLOFEN	Not Approved	symptomatic treatment for fragile X syndrome	2.900211031049196
GABBR2	MAGNESIUM OXYBATE	Approved	""	2.900211031049196
GABBR2	POTASSIUM OXYBATE	Approved	""	2.900211031049196
GABBR2	ARBACLOFEN PLACARBIL	Not Approved	""	1.933474020699464
GABBR2	SODIUM OXYBATE	Approved	""	1.933474020699464
GABBR2	SGS-742	Not Approved	""	2.900211031049196
AQP1	THERAPEUTIC GLUCOCORTICOID	Not Approved	""	0.08081083368248534
AQP1	SRIF-28	Not Approved	""	0.1717230215752813
AQP1	CORTISTATIN-14	Not Approved	""	0.2289640287670418
AQP1	THERAPEUTIC ANDROGEN	Not Approved	""	0.1616216673649707
AQP1	DIMETHYL SULFOXIDE	Approved	""	0.1717230215752813
AQP1	BIM 23454	Not Approved	""	0.2747568345204502
AQP1	[125I]LTT-SRIF-28	Not Approved	""	0.2747568345204502
AQP1	VELDOREOTIDE	Not Approved	hormone replacement	0.1962548818003215
AQP1	H-C[CYS-PHE-LAGL(N&BETA;ME,BENZOYL)-TRP-LYS-THR-PHE-CYS]-OH	Not Approved	""	1.37378417260225
AQP1	BIM 23052	Not Approved	""	0.2747568345204502
AQP1	BIM 23068	Not Approved	""	0.4579280575340836
AQP1	L-803,087	Not Approved	""	1.37378417260225
AQP1	[125I]TYR11-SRIF-14	Not Approved	""	0.6868920863011254
AQP1	H-C[CYS-PHE-LAGL(N&BETA;ME,BENZOYL)-DTRP-LYS-THR-PHE-CYS]-OH	Not Approved	""	1.37378417260225
AQP1	ASCORBIC ACID	Approved	""	0.05283785279239426
AQP1	CARBONIC ANHYDRASE INHIBITOR	Not Approved	""	2.747568345204501
AQP1	CGP 23996	Not Approved	""	0.2747568345204502
AQP1	ANALOG 32 [PMID:18543899]	Not Approved	""	0.6868920863011254
AQP1	REMLARSEN	Not Approved	""	0.6868920863011254
AQP1	NNC269100	Not Approved	""	1.37378417260225
AQP1	[D-TYR8]CYN 154806	Not Approved	""	0.2747568345204502
AQP1	[125I]CGP 23996	Not Approved	""	0.2747568345204502
AQP1	&BETA;3-TETRAPEPTIDE	Not Approved	""	1.37378417260225
AQP1	KE 108	Not Approved	""	0.2747568345204502
AQP1	BIM 23627	Not Approved	""	0.2747568345204502
AQP1	DES-AA5-[D-TRP8]SRIF	Not Approved	""	0.3434460431505627
AQP1	COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	Approved	for treatment of Dupuytren's contracture	0.04906372045008039
AQP1	L-362,855	Not Approved	""	0.2747568345204502
AQP1	ACETAZOLAMIDE	Approved	Anticonvulsants; Diuretics; antiglaucomic agent	0.1962548818003215
AQP1	PRL-2915	Not Approved	""	0.4579280575340836
AQP1	CST-17	Not Approved	""	0.2747568345204502
AQP1	H-C[DCYS-PHE-LAGL(N&BETA;ME,BENZOYL)-DTRP-LYS-THR-PHE-CYS]-OH	Not Approved	""	1.37378417260225
AQP1	GLYBURIDE	Approved	Hypoglycemic Agents,antidiabetic	0.09474373604153453
AQP1	BIM 23295	Not Approved	""	1.37378417260225
AQP1	[L-TYR8]CYN 154806	Not Approved	""	0.2747568345204502
AQP1	SRIF-14	Not Approved	""	0.2747568345204502
AQP1	[125I]TYR10-CST14	Not Approved	""	0.2747568345204502
AQP1	J-2156	Not Approved	""	1.37378417260225
AANAT	ISOPROTERENOL	Approved	Bronchodilator Agents; Cardiotonic Agents	0.0370765614764812
AANAT	OTENZEPAD	Not Approved	""	0.1186449967247398
AANAT	MUSCARINIC TOXIN 7	Not Approved	""	0.1186449967247398
AANAT	WIN 51,708	Not Approved	""	0.1483062459059248
AANAT	[3H]IPEROXO	Not Approved	""	0.1186449967247398
AANAT	ACLIDINIUM	Approved	bronchodilator	0.05932249836236992
AANAT	XANOMELINE	Approved	""	0.03489558727198231
AANAT	ARECAIDINE PROPARGYL ESTER	Not Approved	""	0.1483062459059248
AANAT	TIOTROPIUM	Approved	for treatment of chronic obstructive pulmonary disorder (COPD),for treatment of cystic fibrosis	0.05932249836236992
AANAT	N-BENZYL BRUCINE	Not Approved	""	0.1186449967247398
AANAT	[3H]ACETYLCHOLINE	Not Approved	""	0.1186449967247398
AANAT	METHOCTRAMINE	Not Approved	""	0.09887083060394987
AANAT	SILAHEXOCYCLIUM	Not Approved	""	0.1483062459059248
AANAT	BETHANECHOL	Approved	Parasympathomimetics	0.08474642623195704
AANAT	AQ-RA 741	Not Approved	""	0.1186449967247398
AANAT	ACETYLCHOLINE	Approved	""	0.09887083060394987
AANAT	MEPENZOLATE	Approved	Antispasmodics	0.09887083060394987
AANAT	ARECOLINE	Not Approved	""	0.1186449967247398
AANAT	OXOTREMORINE	Not Approved	""	0.08474642623195704
AANAT	PIRENZEPINE	Approved	anticholinergic; Antispasmodics,GI Anti-Ulcer Agents	0.05932249836236992
AANAT	ANTIDEPRESSANT AGENT	Not Approved	""	0.02281634552398843
AANAT	HEXAHYDROSILADIFENIDOL	Not Approved	""	0.1186449967247398
AANAT	METHSCOPOLAMINE BROMIDE	Approved	""	0.1483062459059248
AANAT	VU0255035	Not Approved	""	0.1186449967247398
AANAT	HEXOCYCLIUM	Not Approved	""	0.1483062459059248
AANAT	CARBAMOYLCHOLINE	Approved	Antiglaucomic Agents	0.05932249836236992
AANAT	NNC 11-1607	Not Approved	""	0.1186449967247398
AANAT	METHYLFURMETHIDE	Not Approved	""	0.1186449967247398
AANAT	NNC 11-1314	Not Approved	""	0.1186449967247398
AANAT	UH-AH 37	Not Approved	""	0.1483062459059248
AANAT	VINCAMINE	Approved	""	0.1186449967247398
AANAT	SOLIFENACIN	Approved	for treatment of incontinence	0.05932249836236992
AANAT	CHF-6366	Not Approved	""	0.2966124918118496
AANAT	PROPANTHELINE	Approved	anticholinergic; Antispasmodics,GI Anti-Ulcer Agents	0.08474642623195704
AANAT	BRUCINE N-OXIDE	Not Approved	""	0.1186449967247398
AANAT	BRUCINE	Not Approved	""	0.1186449967247398
AANAT	CLIDINIUM	Approved	anticholinergic; Antispasmodics,GI Anti-Ulcer Agents	0.1483062459059248
AANAT	[3H]QNB	Not Approved	""	0.1186449967247398
AANAT	[3H]TIOTROPIUM	Not Approved	""	0.2966124918118496
AANAT	MCN-A-343	Not Approved	""	0.1483062459059248
AANAT	TROPICAMIDE	Approved	Diagnostic Agents; Mydriatics,Skeletal,Muscle Relaxants	0.05392954396579084
AANAT	NNC 11-1585	Not Approved	""	0.1186449967247398
AANAT	SABCOMELINE	Not Approved	""	0.1483062459059248
AANAT	PENTYLTHIO-TZTP	Not Approved	""	0.1483062459059248
AANAT	TRIPITRAMINE	Not Approved	""	0.1186449967247398
AANAT	THERAPEUTIC GLUCOCORTICOID	Not Approved	""	0.03489558727198231
AANAT	P-F-HHSID	Not Approved	""	0.1186449967247398
AANAT	CEVIMELINE	Approved	Parasympathomimetics	0.08474642623195704
AANAT	ALCURONIUM	Not Approved	""	0.1483062459059248
AANAT	ML381	Not Approved	""	0.1186449967247398
AANAT	VU0119498	Not Approved	""	0.1483062459059248
AANAT	[3H]N-METHYL SCOPOLAMINE	Not Approved	""	0.1186449967247398
AANAT	DOTHIEPIN	Approved	""	0.05932249836236992
AANAT	IPEROXO	Not Approved	""	0.1186449967247398
AANAT	AE9C90CB	Not Approved	""	0.1483062459059248
AANAT	FURTRETHONIUM IODIDE	Not Approved	""	0.1483062459059248
AANAT	STRYCHNINE	Not Approved	""	0.04943541530197493
AANAT	VINBURNINE	Not Approved	""	0.1483062459059248
AANAT	SCOPOLAMINE	Approved	Anesthesia; Antispasmodics; Mydriatics,Adjuvants	0.0741531229529624
AANAT	UMECLIDINIUM BROMIDE	Approved	""	0.0741531229529624
AANAT	[3H]4-DAMP	Not Approved	""	0.5932249836236992
AANAT	MILAMELINE	Not Approved	""	0.1483062459059248
AANAT	AFDX384	Not Approved	""	0.1186449967247398
AANAT	FLUOXETINE HYDROCHLORIDE	Approved	for treatment of bipolar disorder,for treatment of autism,antidepressant,for treatment of sleep apnea	0.04237321311597852
AANAT	G&OUML; 7874	Not Approved	""	0.1483062459059248
AANAT	HIMBACINE	Not Approved	""	0.1186449967247398
AANAT	IPRATROPIUM CATION	Approved	for treatment of chronic obstructive pulmonary disorder (COPD)	0.04943541530197493
AANAT	LITHOCHOLYLCHOLINE	Not Approved	""	0.1483062459059248
AANAT	REVEFENACIN	Approved	""	0.09887083060394987
AANAT	MELATONIN	Approved	Hypnotics and Sedatives	0.08182413567223437
AANAT	OXYBUTYNIN	Approved	for treatment of overactive bladder,for treatment of incontinence	0.05392954396579084
AANAT	THIOCHROME	Not Approved	""	0.1483062459059248
AANAT	MUSCARINIC TOXIN 3	Not Approved	""	0.09887083060394987
AANAT	HEXAHYDRODIFENIDOL	Not Approved	""	0.1483062459059248
AANAT	WIN 62,577	Not Approved	""	0.0741531229529624
AANAT	OXOTREMORINE-M	Not Approved	""	0.1483062459059248
AANAT	ACECLIDINE	Not Approved	""	0.05932249836236992
AANAT	(S)-DIMETINDENE	Not Approved	""	0.09887083060394987
AANAT	DARIFENACIN	Approved	for treatment of overactive bladder	0.0741531229529624
AANAT	BIPERIDEN	Approved	Antidyskinetics	0.0741531229529624
AANAT	4-DAMP	Not Approved	""	0.09887083060394987
AANAT	DICYCLOMINE HYDROCHLORIDE	Approved	Antispasmodics	0.05392954396579084
AANAT	ATROPINE	Approved	nerve agent antidote	0.03489558727198231
AANAT	PILOCARPINE HYDROCHLORIDE	Approved	for treatment of incontinence	0.03122236755914206
AANAT	TOLTERODINE	Approved	for treatment of incontinence	0.04943541530197493
AANAT	N-CHLOROMETHYL-BRUCINE	Not Approved	""	0.1186449967247398
AANAT	GLYCOPYRRONIUM	Approved	for treatment of chronic obstructive pulmonary disease (COPD),for treatment of chronic obstructive pulmonary disorder (COPD),antineoplastic agent	0.0741531229529624
AANAT	AMITRIPTYLINE HYDROCHLORIDE	Approved	analgesic	0.01318277741385998
ATXN2	ENCLOMIPHENE	Not Approved	""	0.04227028223391541
ATXN2	METHIOTHEPIN MESYLATE	Not Approved	""	0.03522523519492951
ATXN2	PYRONIN Y	Not Approved	""	0.0117417450649765
ATXN2	THONZONIUM BROMIDE	Approved	""	0.023483490129953
ATXN2	CUDRAFLAVONE B	Not Approved	""	0.1056757055847885
ATXN2	FLUOXETINE HYDROCHLORIDE	Approved	for treatment of bipolar disorder,for treatment of autism,antidepressant,for treatment of sleep apnea	0.007548264684627753
ATXN2	AMSACRINE	Approved	""	0.0140900940779718
ATXN2	CHEMBL:CHEMBL532160	Not Approved	""	0.04227028223391541
ATXN2	ANGUSTIBALIN	Not Approved	""	0.01921376465177973
ATXN2	ISOVELLERAL	Not Approved	""	0.01320946319809856
ATXN2	CHEMBL:CHEMBL1306556	Not Approved	""	0.03522523519492951
ATXN2	CHEMBL:CHEMBL1519374	Not Approved	""	0.01320946319809856
ATXN2	CALCIMYCIN	Not Approved	""	0.01112375848260931
ATXN2	CUCURBITACIN B	Approved	""	0.03522523519492951
ATXN2	CHEMBL:CHEMBL580340	Not Approved	""	0.03522523519492951
ATXN2	GW405833	Not Approved	""	0.02641892639619713
ATXN2	CAMPTOTHECIN	Approved	antineoplastic agent	0.006038611747702201
ATXN2	L-162,313	Not Approved	""	0.023483490129953
ATXN2	CHEMBL:CHEMBL482050	Not Approved	""	0.01761261759746475
ATXN2	GEDUNIN	Not Approved	""	0.03522523519492951
ATXN2	CHEMBL:CHEMBL580819	Not Approved	""	0.04227028223391541
ATXN2	CHEMBL:CHEMBL515505	Not Approved	""	0.009189191789981612
ATXN2	CHEMBL:CHEMBL589715	Not Approved	""	0.05283785279239426
ATXN2	CHEMBL:CHEMBL591834	Not Approved	""	0.03019305873851101
ATXN2	(S)-FLUOXETINE	Not Approved	""	0.023483490129953
ATXN2	XANTHOANGELOL	Not Approved	""	0.1056757055847885
ATXN2	CHEMBL:CHEMBL86464	Not Approved	""	0.01761261759746475
ATXN2	TO-901317	Not Approved	""	0.01320946319809856
ATXN2	LOBARIC ACID	Not Approved	""	0.0140900940779718
ATXN2	TRIFLUOPERAZINE	Approved	Antiemetics; Antipsychotic Agents	0.007045047038985902
ATXN2	CHEMBL:CHEMBL589694	Not Approved	""	0.04227028223391541
ATXN2	CHEMBL:CHEMBL116548	Not Approved	""	0.01761261759746475
ATXN2	CHEMBL:CHEMBL607253	Not Approved	""	0.1056757055847885
ATXN2	SU9516	Not Approved	""	0.01320946319809856
ATXN2	TANSHINONE I	Not Approved	""	0.0211351411169577
ATXN2	CHEMBL:CHEMBL549208	Not Approved	""	0.07045047038985902
ATXN2	ALOXISTATIN	Not Approved	""	0.1056757055847885
ATXN2	CHEMBL:CHEMBL1889303	Not Approved	""	0.05283785279239426
ATXN2	CHEMBL:CHEMBL586937	Not Approved	""	0.03019305873851101
ATXN2	CHEMBL:CHEMBL493863	Not Approved	""	0.01320946319809856
ATXN2	PD173074	Not Approved	""	0.02641892639619713
ATXN2	CHEMBL:CHEMBL586135	Not Approved	""	0.023483490129953
ATXN2	BAY-11-7085	Not Approved	""	0.01761261759746475
ATXN2	PERPHENAZINE	Approved	Antipsychotic Agents	0.008128900429599118
ATXN2	CHEMBL:CHEMBL546493	Not Approved	""	0.04227028223391541
ATXN2	NICLOSAMIDE	Approved	""	0.007827830043317668
ATXN2	GOSSYPOL	Not Approved	""	0.004403154399366189
ATXN2	THAPSIGARGIN	Not Approved	""	0.05283785279239426
ATXN2	LAPACHONE	Not Approved	""	0.008128900429599118
ATXN2	OXYPHENBUTAZONE	Approved	""	0.01625780085919823
ATXN2	ENNIATIN B	Not Approved	""	0.05283785279239426
ATXN2	KAMEBANIN	Not Approved	""	0.02641892639619713
ATXN2	PROADIFEN HYDROCHLORIDE	Not Approved	""	0.05283785279239426
ATXN2	TRIFLUOPERAZINE HYDROCHLORIDE	Approved	""	0.01921376465177973
ATXN2	CHEMBL:CHEMBL2095095	Not Approved	""	0.0117417450649765
ATXN2	CHEMBL:CHEMBL599924	Not Approved	""	0.01320946319809856
ATXN2	CHEMBL:CHEMBL578512	Not Approved	""	0.007287979695502656
ATXN2	CHEMBL:CHEMBL578915	Not Approved	""	0.05283785279239426
ATXN2	OSAJIN	Not Approved	""	0.04227028223391541
ATXN2	CHEMBL:CHEMBL81782	Not Approved	""	0.01761261759746475
ATXN2	CHEMBL:CHEMBL591126	Not Approved	""	0.01921376465177973
ATXN2	AURIN	Not Approved	""	0.01921376465177973
ATXN2	CHEMBL:CHEMBL1503190	Not Approved	""	0.05283785279239426
ATXN2	CHEMBL:CHEMBL1334191	Not Approved	""	0.1056757055847885
ATXN2	GR 127935	Not Approved	""	0.007287979695502656
ATXN2	RALOXIFENE HYDROCHLORIDE	Approved	Hormone Replacement Agents	0.00422702822339154
ATXN2	DECYNIUM 22	Not Approved	""	0.009189191789981612
ATXN2	THIMEROSAL	Approved	""	0.009189191789981612
ATXN2	CHEMBL:CHEMBL2094789	Not Approved	""	0.01921376465177973
ATXN2	SERTACONAZOLE NITRATE	Approved	""	0.04227028223391541
ATXN2	AROMOLINE	Not Approved	""	0.1056757055847885
ATXN2	CHEMBL:CHEMBL536375	Not Approved	""	0.07045047038985902
ATXN2	BAY 11-7082	Not Approved	""	0.01761261759746475
ATXN2	CHEMBL:CHEMBL601364	Not Approved	""	0.01625780085919823
ATXN2	SORAFENIB	Approved	antineoplastic agent	0.001837838357996322
ATXN2	CHEMBL:CHEMBL600734	Not Approved	""	0.01921376465177973
ATXN2	INDIRUBIN-3'-MONOXIME	Not Approved	""	0.01112375848260931
ATXN2	XANTHOANGELOL F	Not Approved	""	0.1056757055847885
ATXN2	CHEMBL:CHEMBL581152	Not Approved	""	0.03522523519492951
ATXN2	DEPHOSTATIN	Not Approved	""	0.00845405644678308
ATXN2	PAROXETINE HYDROCHLORIDE, HEMIHYDRATE	Approved	antidepressant	0.00845405644678308
ATXN2	CHEMBL:CHEMBL585591	Not Approved	""	0.008806308798732378
ATXN2	N-AMINOHEXYL-5-CHLORO-1-NAPTHALENESULFONAMIDE HYDROCHLORIDE	Not Approved	""	0.07045047038985902
ATXN2	CHEMBL:CHEMBL1256660	Not Approved	""	0.05283785279239426
ATXN2	CEPHARANTHINE	Not Approved	""	0.05283785279239426
ATXN2	THIORIDAZINE	Approved	Antipsychotic Agents	0.007287979695502656
ATXN2	SPHAEROPSIDIN A	Not Approved	""	0.1056757055847885
ATXN2	IDARUBICIN	Approved	Antineoplastic Agents	0.004403154399366189
ATXN2	GERONTOXANTHONE H	Not Approved	""	0.03522523519492951
ATXN2	FLUPENTHIXOL	Not Approved	Antipsychotic Agents	0.0140900940779718
ATXN2	CHEMBL:CHEMBL528712	Not Approved	""	0.07045047038985902
ATXN2	CHLORHEXIDINE GLUCONATE	Approved	""	0.01112375848260931
ATXN2	N-DESMETHYLCLOZAPINE	Not Approved	""	0.0211351411169577
ATXN2	CHEMBL:CHEMBL1606	Not Approved	""	0.05283785279239426
ATXN2	APOMORPHINE HYDROCHLORIDE HEMIHYDRATE	Not Approved	""	0.0117417450649765
ATXN2	TEGASEROD MALEATE	Approved	""	0.03522523519492951
ATXN2	CHEMBL:CHEMBL600353	Not Approved	""	0.1056757055847885
ATXN2	CHEMBL:CHEMBL534535	Not Approved	""	0.05283785279239426
ATXN2	CHEMBL:CHEMBL1362503	Not Approved	""	0.01921376465177973
ATXN2	NANAOMYCIN	Not Approved	""	0.01625780085919823
ATXN2	CHEMBL:CHEMBL523200	Not Approved	""	0.01243243595115159
ATXN2	THIOTHIXENE	Approved	""	0.03522523519492951
ATXN2	PIPERLONGUMINE	Not Approved	""	0.023483490129953
ATXN2	ERBSTATIN	Not Approved	""	0.0150965293692555
ATXN2	BIX-01294	Not Approved	""	0.02641892639619713
ATXN2	CHEMBL:CHEMBL1546228	Not Approved	""	0.03019305873851101
ATXN2	A77636	Not Approved	""	0.03522523519492951
ATXN2	CHEMBL:CHEMBL578257	Not Approved	""	0.02641892639619713
ATXN2	TPCK	Not Approved	""	0.0117417450649765
ATXN2	CHEMBL:CHEMBL528694	Not Approved	""	0.0150965293692555
ATXN2	METITEPINE	Not Approved	""	0.010064352912837
ATXN2	EPIRUBICIN HYDROCHLORIDE	Approved	""	0.03019305873851101
ATXN2	PROTOAPIGENONE	Not Approved	""	0.0150965293692555
ATXN2	CHEMBL:CHEMBL1567571	Not Approved	""	0.0140900940779718
ATXN2	CHEMBL:CHEMBL533602	Not Approved	""	0.01761261759746475
ATXN2	SAQUINAVIR	Approved	""	0.023483490129953
ATXN2	SANGUINARIUM	Not Approved	""	0.00845405644678308
ATXN2	CHEMBL:CHEMBL602946	Not Approved	""	0.211351411169577
ATXN2	SCLEROTIORIN	Not Approved	""	0.0211351411169577
ATXN2	FANCHININ	Not Approved	""	0.05283785279239426
ATXN2	CHEMBL:CHEMBL458094	Not Approved	""	0.05283785279239426
ATXN2	CHEMBL:CHEMBL578944	Not Approved	""	0.01921376465177973
ATXN2	VER-3323	Not Approved	""	0.03522523519492951
ATXN2	NORTRIPTYLINE	Approved	antidepressant,antiasthmatic agent	0.006604731599049283
ATXN2	TOLONIUM CHLORIDE	Not Approved	""	0.0117417450649765
ATXN2	CHEMBL:CHEMBL582473	Not Approved	""	0.07045047038985902
ATXN2	BROMOENOL LACTONE	Not Approved	""	0.02641892639619713
ATXN2	LASALOCID A SODIUM	Not Approved	""	0.023483490129953
ATXN2	DOCEBENONE	Not Approved	""	0.01320946319809856
ATXN2	CHEMBL:CHEMBL603952	Not Approved	""	0.1056757055847885
ATXN2	ENPIROLINE	Not Approved	""	0.04227028223391541
ATXN2	MEFLOQUINE HYDROCHLORIDE	Approved	""	0.1056757055847885
ATXN2	PYRITHIONE	Approved	""	0.01921376465177973
ATXN2	SB 242084	Not Approved	""	0.02641892639619713
ATXN2	KEPONE	Not Approved	""	0.01761261759746475
ATXN2	NICARDIPINE	Approved	Anti-Arrhythmia Agents; Antihypertensive Agents	0.01320946319809856
ATXN2	CHEMBL:CHEMBL505670	Not Approved	""	0.006038611747702201
ATXN2	CALMIDAZOLIUM CHLORIDE	Not Approved	""	0.01056757055847885
ATXN2	SAQUINAVIR MESYLATE	Approved	""	0.023483490129953
ATXN2	DOXORUBICIN HYDROCHLORIDE	Approved	antineoplastic agent	0.001428050075470115
ATXN2	CHEMBL:CHEMBL590168	Not Approved	""	0.04227028223391541
ATXN2	CHEMBL:CHEMBL590686	Not Approved	""	0.1056757055847885
ATXN2	GEOPYXIN A	Not Approved	""	0.1056757055847885
ATXN2	AKT INHIBITOR IV	Not Approved	""	0.01921376465177973
ATXN2	CHEMBL:CHEMBL587849	Not Approved	""	0.0211351411169577
ATXN2	CHEMBL:CHEMBL579318	Not Approved	""	0.0211351411169577
