gene	drug	regulatory approval	indication	interaction score
ATXN2	1,10-PHENANTHROLINE	Not Approved	""	0.010064352912837
ATXN2	CLEMASTINE FUMARATE	Approved	""	0.1056757055847885
ATXN2	HONOKIOL	Not Approved	""	0.04227028223391541
ATXN2	PROPYLPYRAZOLETRIOL	Not Approved	""	0.01761261759746475
ATXN2	AFIMOXIFENE	Not Approved	""	0.0150965293692555
ATXN2	CHEMBL:CHEMBL607309	Not Approved	""	0.023483490129953
ATXN2	(R,S)-INDATRALINE	Not Approved	""	0.01921376465177973
ATXN2	CLOFOCTOL	Not Approved	""	0.03522523519492951
ATXN2	ALEXIDINE HYDROCHLORIDE	Not Approved	""	0.01243243595115159
ATXN2	BW723C86	Not Approved	""	0.04227028223391541
ATXN2	CHEMBL:CHEMBL1415851	Not Approved	""	0.04227028223391541
ATXN2	CHEMBL:CHEMBL1549738	Not Approved	""	0.04227028223391541
ATXN2	CHEMBL:CHEMBL546597	Not Approved	""	0.02641892639619713
ATXN2	PROCHLORPERAZINE	Approved	antiemetic,antimigraine agent	0.007548264684627753
ATXN2	CHEMBL:CHEMBL576362	Not Approved	""	0.211351411169577
ATXN2	STREPTONIGRIN	Not Approved	""	0.01056757055847885
ATXN2	CHEMBL:CHEMBL588038	Not Approved	""	0.0211351411169577
ATXN2	PIMOZIDE	Approved	Antidyskinetics; Antipsychotic Agents	0.006216217975575796
ATXN2	CARMINIC ACID	Approved	""	0.02641892639619713
ATXN2	VITAMIN K3	Approved	for reducing EGFR-inhibitor-induced dermatological side effects	0.007287979695502656
ATXN2	CHEMBL:CHEMBL579045	Not Approved	""	0.07045047038985902
ATXN2	CHEMBL:CHEMBL1701915	Not Approved	""	0.03019305873851101
ATXN2	ECONAZOLE NITRATE	Approved	""	0.0150965293692555
ATXN2	9,10-PHENANTHRENEQUINONE	Not Approved	""	0.008128900429599118
ATXN2	CHEMBL:CHEMBL601757	Not Approved	""	0.008806308798732378
ATXN2	PERHEXILINE MALEATE	Approved	""	0.01921376465177973
ATXN2	(S)-ROSCOVITINE	Not Approved	""	0.04227028223391541
ATXN2	THIRAM	Not Approved	""	0.009189191789981612
ATXN2	VANOXERINE	Not Approved	""	0.01056757055847885
ATXN2	CHEMBL:CHEMBL1465049	Not Approved	""	0.0150965293692555
ATXN2	CHEMBL:CHEMBL609606	Not Approved	""	0.0211351411169577
ATXN2	CHEMBL:CHEMBL596633	Not Approved	""	0.01921376465177973
ATXN2	CHEMBL:CHEMBL1526167	Not Approved	""	0.02641892639619713
ATXN2	CHEMBL:CHEMBL582699	Not Approved	""	0.211351411169577
ATXN2	TYRPHOSTIN A9	Not Approved	""	0.009606882325889866
ATXN2	MITOXANTRONE	Approved	antineoplastic agent	0.004803441162944933
ATXN2	CHEMBL:CHEMBL530049	Not Approved	""	0.023483490129953
ATXN2	CHELERYTHRINE	Not Approved	""	0.01761261759746475
ATXN2	CHEMBL:CHEMBL586024	Not Approved	""	0.211351411169577
ATXN2	CHLORPROMAZINE HYDROCHLORIDE	Approved	""	0.01243243595115159
ATXN2	CLOTRIMAZOLE	Approved	""	0.005712200301880461
ATXN2	FLAVOKAWAIN B	Not Approved	""	0.1056757055847885
ATXN2	CHEMBL:CHEMBL585656	Not Approved	""	0.0211351411169577
ATXN2	CHEMBL:CHEMBL223575	Not Approved	""	0.05283785279239426
ATXN2	N-OLEOYLDOPAMINE	Not Approved	""	0.0117417450649765
ATXN2	CLOROTEPINE	Not Approved	""	0.07045047038985902
ATXN2	FENDILINE HYDROCHLORIDE	Not Approved	""	0.04227028223391541
ATXN2	ENCLOMIPHENE CITRATE	Not Approved	""	0.02641892639619713
ATXN2	CHEMBL:CHEMBL1546223	Not Approved	""	0.03522523519492951
ATXN2	FANGCHINOLINE	Not Approved	""	0.07045047038985902
ATXN2	(-)-N-PORPHYNORAPOMORPHINE	Not Approved	""	0.02641892639619713
ATXN2	CYCLOSPORINE	Approved	immunosuppressant,opthalmological agent	0.002429326565167552
ATXN2	CHEMBL:CHEMBL1287983	Not Approved	""	0.03019305873851101
ATXN2	PYROGALLOL RED	Not Approved	""	0.00845405644678308
ATXN2	PROMETHAZINE HYDROCHLORIDE	Approved	Hypnotics and Sedatives; Anti-anxiety agents; Anti-allergic Agents	0.009606882325889866
ATXN2	CHEMBL:CHEMBL576208	Not Approved	""	0.01921376465177973
ATXN2	MASOPROCOL	Approved	prostate cancer,antineoplastic agent	0.004496838535522916
ATXN2	(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE	Not Approved	""	0.01625780085919823
ATXN2	CHEMBL:CHEMBL604321	Not Approved	""	0.023483490129953
ATXN2	HELENALIN	Not Approved	""	0.01320946319809856
ATXN2	MITOXANTRONE HYDROCHLORIDE	Approved	""	0.006604731599049283
ATXN2	CHEMBL:CHEMBL591404	Not Approved	""	0.07045047038985902
ATXN2	CHEMBL:CHEMBL429095	Not Approved	""	0.00422702822339154
ATXN2	CP55940	Not Approved	""	0.0211351411169577
ATXN2	QUINESTROL	Approved	Hormone Replacement Agents	0.04227028223391541
ATXN2	CHEMBL:CHEMBL1392894	Not Approved	""	0.211351411169577
ATXN2	NIFEDIPINE	Approved	Antianginal Agents; Vasodilator Agents	0.003774132342313876
ATXN2	MAPROTILINE	Approved	Second-Generation,Antidepressive Agents	0.01625780085919823
ATXN2	CHEMBL:CHEMBL1287980	Not Approved	""	0.03019305873851101
ATXN2	EMETINE	Not Approved	""	0.04227028223391541
ATXN2	FENRETINIDE	Approved	antineoplastic agent	0.007827830043317668
ATXN2	CYCLOVALONE	Not Approved	""	0.03019305873851101
ATXN2	BENZETHONIUM CHLORIDE	Approved	""	0.01320946319809856
ATXN2	TAMOXIFEN	Approved	Hormonal,Antineoplastic Agents	0.003251560171839647
ATXN2	CHEMBL:CHEMBL1343568	Not Approved	""	0.03019305873851101
ATXN2	CHEMBL:CHEMBL592316	Not Approved	""	0.03019305873851101
ATXN2	CHEMBL:CHEMBL589245	Not Approved	""	0.04227028223391541
ATXN2	CHEMBL:CHEMBL1481509	Not Approved	""	0.07045047038985902
ATXN2	CHEMBL:CHEMBL1576310	Not Approved	""	0.01921376465177973
ATXN2	CANTHARIDIC_ACID	Not Approved	""	0.05283785279239426
ATXN2	CHEMBL:CHEMBL515617	Not Approved	""	0.04227028223391541
ATXN2	MIBEFRADIL	Not Approved	""	0.01243243595115159
ATXN2	CHEMBL:CHEMBL600908	Not Approved	""	0.05283785279239426
ATXN2	TUBERCIDIN	Not Approved	""	0.05283785279239426
ATXN2	CHEMBL:CHEMBL531268	Not Approved	""	0.03522523519492951
ATXN2	VINBLASTINE SULFATE	Approved	""	0.01056757055847885
ATXN2	PARAROSANILINE	Not Approved	""	0.01921376465177973
ATXN2	TBBT	Not Approved	""	0.02641892639619713
ATXN2	METHIXENE HYDROCHLORIDE	Approved	""	0.05283785279239426
ATXN2	SYK INHIBITOR III	Not Approved	""	0.023483490129953
ATXN2	CHEMBL:CHEMBL585502	Not Approved	""	0.01921376465177973
ATXN2	CHEMBL:CHEMBL599098	Not Approved	""	0.02641892639619713
ATXN2	CHEMBL:CHEMBL299853	Not Approved	""	0.0117417450649765
ATXN2	CHEMBL:CHEMBL600747	Not Approved	""	0.04227028223391541
ATXN2	CHEMBL:CHEMBL578502	Not Approved	""	0.023483490129953
ATXN2	NELFINAVIR MESYLATE	Approved	""	0.03522523519492951
ATXN2	CHEMBL:CHEMBL1902074	Not Approved	""	0.03522523519492951
ATXN2	CHEMBL:CHEMBL461193	Not Approved	""	0.03522523519492951
ATXN2	CHEMBL:CHEMBL17201	Not Approved	""	0.03019305873851101
ATXN2	SERTRALINE HYDROCHLORIDE	Approved	for treatment of obsessive compulsive disorder (OCD),antidepressant	0.01056757055847885
ATXN2	HYCANTHONE	Not Approved	""	0.01112375848260931
HBG2	SLF1081851	Not Approved	""	17.40126618629517
HBG2	SLF80821178	Not Approved	""	17.40126618629517
HBG2	SLB1122168	Not Approved	""	17.40126618629517
MR1	ANTI-THYMOCYTE GLOBULIN	Approved	Immunomodulatory Agents	4.745799868989594
STRBP	METHYLPHENIDATE HYDROCHLORIDE	Approved	for treatment of ADHD	2.269730372125458
RRM1	CISPLATIN	Approved	""	0.06266962612111109
RRM1	GEMCITABINE	Approved	antineoplastic agent	0.2336487147776206
RRM1	GTI-2501	Not Approved	antineoplastic agent	3.070811679934443
RRM1	TRIAPINE	Not Approved	antineoplastic agent	0.7677029199836107
RRM1	PLATINUM COMPOUND	Not Approved	""	0.3838514599918053
RRM1	CLADRIBINE	Approved	""	0.4094415573245924
RRM1	PACLITAXEL	Approved	for treatment of peripheral arterial disease (PAD),DMARD,antiinflammatory agent,antineoplastic agent	0.02791646981758585
RRM1	FLUDARABINE	Approved	antineoplastic agent	0.2709539717589214
RRM1	CARBOPLATIN	Approved	""	0.03570711255737725
RRM1	CYTARABINE	Approved	antineoplastic agent	0.07677029199836106
RRM1	HYDROXYUREA	Approved	Antineoplastic Agents	0.4386873828477775
RRM1	CLOFARABINE	Approved	antineoplastic agent	0.484865002094912
RRM1	PEMETREXED DISODIUM	Approved	Antineoplastic Agents,antineoplastic agent	0.1181081415359401
RRM1	MOTEXAFIN GADOLINIUM	Not Approved	antineoplastic agent	0.8773747656955552
RRM1	TEZACITABINE	Not Approved	""	0.7677029199836107
RRM1	VINORELBINE	Approved	antineoplastic agent	0.1181081415359401
RRM1	GALLIUM NITRATE	Approved	""	0.4386873828477776
PADI1	O-F-AMIDINE	Not Approved	""	8.700633093147589
PADI1	CHEMBL:CHEMBL1910971	Not Approved	""	13.05094963972138
SERPINH1	DL-TBOA	Not Approved	""	1.087579136643448
SERPINH1	ANTISENSE OLIGONUCLEOTIDES	Not Approved	""	0.5273110965543993
SERPINH1	ASPARTIC ACID	Approved	""	0.8700633093147588
SERPINH1	[3H]D-ASPARTIC ACID	Not Approved	""	0.790966644831599
SERPINH1	THREO-3-METHYLGLUTAMATE	Not Approved	""	4.350316546573794
SERPINH1	MONOCLONAL ANTIBODY 11D10	Not Approved	""	17.40126618629517
FAAH	CHEMBL:CHEMBL367966	Not Approved	""	4.971790338941479
FAAH	PF-04457845	Not Approved	""	7.457685508412219
FAAH	PHENMEDIPHAM	Not Approved	""	1.242947584735369
FAAH	ARIPIPRAZOLE LAUROXIL	Approved	antipsychotic agent	0.3925097636006431
FAAH	ACETAMINOPHEN	Approved	analgesic	0.1434170290079273
FAAH	NABIXIMOLS	Not Approved	""	0.9943580677882958
FAAH	ANANDAMIDE	Not Approved	""	0.3107368961838424
FAAH	HALOPERIDOL DECANOATE	Approved	Antipsychotic Agents	0.09812744090016078
FAAH	CLOZAPINE	Approved	Antipsychotic Agents	0.07688335575682699
FAAH	PROPOFOL	Approved	sedative	0.08019016675712062
FAAH	URB597	Not Approved	""	1.988716135576591
FAAH	CHEMBL:CHEMBL1915783	Not Approved	""	4.971790338941479
FAAH	THIOPENTAL	Approved	Intravenous,Anesthetics	0.2259904699518854
FAAH	OXIDOPAMINE	Not Approved	""	0.2485895169470739
FAAH	OLANZAPINE	Approved	for treatment of bipolar disorder,antidepressant,antipsychotic agent	0.09812744090016078
FAAH	IBUPROFEN, SODIUM SALT	Approved	NSAID	0.127481803562602
FAAH	REDAFAMDASTAT	Not Approved	""	2.485895169470739
FAAH	PF750	Not Approved	""	1.657263446313826
FAAH	DRONABINOL	Approved	Antiemetics,for treatment of restlegs legs syndrome,neuropathic pain,analgesic,appetite stimulant	0.2924582552318517
FAAH	QUETIAPINE FUMARATE	Approved	antidepressant,antipsychotic agent	0.2071579307892283
FAAH	JNJ-42165279	Not Approved	""	4.971790338941479
PLA2G10	VARESPLADIB METHYL	Not Approved	""	5.800422062098392
PLA2G10	VARESPLADIB	Not Approved	antiinflammatory agent	4.350316546573794
PLA2G10	COMPOUND 12E [PMID: 18605714]	Not Approved	""	2.48589516947074
HGD	TEPODITAMAB	Not Approved	""	26.10189927944276
UBASH3B	GEMCITABINE	Approved	antineoplastic agent	1.134865186062729
FECH	AMG28	Not Approved	""	1.160084412419678
FECH	(7S)-2-(2-AMINOPYRIMIDIN-4-YL)-7-(2-FLUOROETHYL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE	Not Approved	""	1.491537101682444
FECH	CHOLIC ACID	Approved	""	0.8700633093147588
FECH	METHYL AMINOLEVULINATE	Not Approved	""	10.4407597117771
FECH	COMPOUND 1 [PMID: 24793884]	Not Approved	""	2.610189927944276
LIPC	DEHYDRATED ALCOHOL	Approved	""	0.2202691922315845
LIPC	HEPARIN	Approved	for treatment of cystic fibrosis,for treatment of pelvic pain of bladder origin and interstitital cystitis,antithrombotic,anticoagulant	0.8156843524825864
LIPC	SIMVASTATIN	Approved	antidyslipidaemic agent,anticholesterolaemic agent,antihypertensive agent	0.3480253237259035
LIPC	PENTOSAN POLYSULFATE SODIUM	Not Approved	""	8.700633093147589
LIPC	ATORVASTATIN CALCIUM TRIHYDRATE	Approved	anticholesterolaemic agent,antihypecholesterolemic agent	0.3163866579326396
LIPC	FLUVASTATIN	Approved	antihypecholesterolemic agent	1.740126618629517
GRM1	COMPOUND 23C [PMID: 17929793]	Not Approved	""	1.087579136643448
GRM1	COMPOUND 9N [PMID: 23084894]	Not Approved	""	1.087579136643448
GRM1	COMPOUND 23H [PMID: 17929793]	Not Approved	""	1.087579136643448
GRM1	AIDA	Not Approved	""	0.5437895683217243
GRM1	A-794278	Not Approved	""	1.087579136643448
GRM1	VU0483605	Not Approved	""	1.087579136643448
GRM1	COMPOUND 22 [PMID: 17276684]	Not Approved	""	1.087579136643448
GRM1	[18F]FITM	Not Approved	""	1.087579136643448
GRM1	COMPOUND 12E [PMID: 22266036]	Not Approved	""	1.087579136643448
GRM1	[3H]R214127	Not Approved	""	1.087579136643448
GRM1	CPCCOET	Not Approved	""	1.087579136643448
GRM1	A-841720	Not Approved	""	2.175158273286897
GRM1	YM298198	Not Approved	""	1.087579136643448
GRM1	CFMTI	Not Approved	""	1.087579136643448
GRM1	[11C]MMTP	Not Approved	""	1.087579136643448
GRM1	LY456236	Not Approved	""	1.087579136643448
GRM1	LY456066	Not Approved	""	1.087579136643448
GRM1	FTIDC	Not Approved	""	1.087579136643448
GRM1	COMPOUND 23E [PMID: 17929793]	Not Approved	""	1.087579136643448
GRM1	GLUTAMIC ACID	Approved	""	0.1087579136643448
GRM1	CAFFEINE	Approved	Central Nervous System Stimulants	0.05878806144018641
GRM1	VU0469650	Not Approved	""	1.087579136643448
GRM1	COMPOUND 11C [PMID: 17929793]	Not Approved	""	1.087579136643448
GRM1	A-850002	Not Approved	""	1.087579136643448
GRM1	COMPOUND 11S [PMID: 19433355]	Not Approved	""	1.087579136643448
GRM1	GANCICLOVIR	Approved	""	1.495421312884741
GRM1	ELEZANUMAB	Not Approved	""	1.087579136643448
GRM1	COMPOUND 27 [PMID: 20346665]	Not Approved	""	1.087579136643448
GRM1	COMPOUND 24 [PMID: 20346665]	Not Approved	""	1.087579136643448
GRM1	JNJ16259685	Not Approved	""	0.2718947841608621
GRM1	COMPOUND 11Q [PMID: 19433355]	Not Approved	""	1.087579136643448
GRM1	ANTIDEPRESSANT AGENT	Not Approved	""	0.04182996679397879
GRM1	CIS-10 [PMID: 15771457]	Not Approved	""	1.087579136643448
GRM1	PHCCC	Not Approved	""	0.5437895683217243
GRM1	A-794282	Not Approved	""	1.087579136643448
GRM1	PAREGORIC	Approved	analgesic	0.04728604941928038
GRM1	CFMMC	Not Approved	""	1.087579136643448
GRM1	MK-5435	Not Approved	""	1.087579136643448
GRM1	COMPOUND 10I [PMID: 23084894]	Not Approved	""	1.087579136643448
GRM1	(S)-4C3HPG	Not Approved	""	1.087579136643448
GRM1	COMPOUND 9A [PMID: 22266036]	Not Approved	""	1.087579136643448
GRM1	PHILANTHOTOXIN 343	Not Approved	""	0.725052757762299
GRM1	[18F]MK-1312	Not Approved	""	1.087579136643448
GRM1	LY341495	Not Approved	""	0.1553684480919212
GRM1	COMPOUND 2F [PMID: 17532216]	Not Approved	""	1.087579136643448
GRM1	COMPOUND 23I [PMID: 17929793]	Not Approved	""	1.087579136643448
GRM1	INOSITOL	Approved	for treatment of Alzheimer's disease	0.1450105515524598
GRM1	LY367385	Not Approved	""	0.5437895683217243
NDUFB8	ME-344	Not Approved	""	0.3412012977704936
NDUFB8	NV-128	Not Approved	""	0.3480253237259035
NDUFB8	METFORMIN HYDROCHLORIDE	Approved	""	0.3107368961838425
SUMO2	HEXACHLOROPHENE	Approved	""	0.6366316897425064
SUMO2	BITHIONOLOXIDE	Not Approved	""	3.728842754206109
MCHR2	SB-568849	Not Approved	""	34.80253237259035
ABCD2	MYRISTIC ACID	Not Approved	""	1.37378417260225
ABCD2	ROSIGLITAZONE	Approved	for treatment of Alzheimer's disease,antidiabetic	0.1248894702365682
ABCD2	TUG-905	Not Approved	""	2.747568345204501
ABCD2	HWL-088	Not Approved	""	2.747568345204501
ABCD2	COMPOUND 4 [PMID: 27074625]	Not Approved	""	2.747568345204501
ABCD2	GW1100	Not Approved	""	2.747568345204501
ABCD2	LINOLENIC ACID	Approved	""	0.130836587866881
ABCD2	SETOGEPRAM	Not Approved	""	1.37378417260225
ABCD2	TUG-770	Not Approved	""	2.747568345204501
ABCD2	AMG-837	Not Approved	""	1.37378417260225
ABCD2	DOCONEXENT	Approved	""	0.3434460431505627
ABCD2	COMPOUND B [PMID:18477808]	Not Approved	""	2.747568345204501
ABCD2	PALMITATE	Approved	""	1.37378417260225
ABCD2	GW9508	Not Approved	""	1.37378417260225
ABCD2	OLEIC ACID	Approved	""	0.2497789404731365
ABCD2	FASIGLIFAM	Not Approved	""	1.37378417260225
ABCD2	TUG-424	Not Approved	""	1.37378417260225
ABCD2	LINOLEIC ACID	Not Approved	""	0.3925097636006431
ABCD2	MEDICA 16	Not Approved	""	2.747568345204501
GABRA1	CHLORDIAZEPOXIDE	Approved	Hypnotics and Sedatives	0.0573668116031709
GABRA1	ETIFOXINE	Not Approved	""	0.02509798007638727
GABRA1	DIAZEPAM	Approved	anticonvulsant	0.05538864568582018
GABRA1	METHARBITAL	Approved	Anticonvulsants	0.06023515218332945
GABRA1	L838417	Not Approved	""	0.1003919203055491
GABRA1	GANAXOLONE	Approved	anticonvulsant	0.06692794687036606
GABRA1	THIAMYLAL SODIUM	Approved	""	0.02362162830718802
GABRA1	EVT 201	Not Approved	hypnotic	0.04227028223391541
GABRA1	ADINAZOLAM	Not Approved	Anti-anxiety Agents; anticonvulsant	0.04724325661437605
GABRA1	ZK-93423	Not Approved	""	0.1003919203055491
GABRA1	AMOBARBITAL	Approved	""	0.4015676812221964
GABRA1	ETHCHLORVYNOL	Approved	""	0.05019596015277455
GABRA1	SECOBARBITAL SODIUM	Approved	""	0.02509798007638727
GABRA1	MEPHOBARBITAL	Approved	Anticonvulsants; Hypnotics and Sedatives	0.1003919203055491
GABRA1	ZOLPIDEM TARTRATE	Approved	hypnotic	0.1544491081623832
GABRA1	METHAQUALONE	Approved	""	0.02509798007638727
GABRA1	TOPIRAMATE	Approved	Anticonvulsants; anti-migraine agents,antimigraine agent,anticonvulsant	0.02737961462878611
GABRA1	PAGOCLONE	Not Approved	for treatment of persistant stuttering,for treatment of premature ejaculation	0.02509798007638727
GABRA1	THIOCOLCHICOSIDE	Not Approved	""	0.1003919203055491
GABRA1	[3H]AZIETOMIDATE	Not Approved	""	0.05019596015277455
GABRA1	PENTOBARBITAL SODIUM	Approved	Hypnotics and Sedatives	0.08031353624443928
GABRA1	MIDAZOLAM HYDROCHLORIDE	Approved	Anesthesia; Hypnotics and Sedatives,Adjuvants	0.03346397343518303
GABRA1	TRIAZOLAM	Approved	sedative,analgesic	0.04867487045117531
GABRA1	BARBITURATE	Not Approved	""	0.4015676812221964
GABRA1	LORAZEPAM	Approved	Anti-anxiety Agents; Anticonvulsants; Hypnotics and Sedatives	0.04818812174666356
GABRA1	BUTOBARBITAL	Not Approved	Hypnotics and Sedatives	0.1204703043666589
GABRA1	TETRAHYDRODEOXYCORTICOSTERONE	Not Approved	""	0.06692794687036606
GABRA1	CLOTIAZEPAM	Approved	Hypnotics and Sedatives	0.06023515218332945
GABRA1	MEPROBAMATE	Approved	Anticonvulsants; Hypnotics and Sedatives	0.08923726249382141
GABRA1	[3H]CGS8216	Not Approved	""	0.06692794687036606
GABRA1	PROPOFOL	Approved	sedative	0.03886138850537384
GABRA1	CLOBAZAM	Approved	anticonvulsant,anxiolytic	0.05475922925757223
GABRA1	SEVOFLURANE	Approved	Inhalation,Anesthetics	0.03255954172071863
GABRA1	METHOXYFLURANE	Approved	Inhalation,Anesthetics	0.03650615283838149
GABRA1	LOREDIPLON	Not Approved	""	0.02509798007638727
GABRA1	CIPEPOFOL	Not Approved	""	0.02509798007638727
GABRA1	INDIPLON	Not Approved	hypnotic	1.606270724888785
GABRA1	PHENOBARBITAL	Approved	Anticonvulsants; Hypnotics and Sedatives	0.0211351411169577
GABRA1	PRAZEPAM	Approved	Anti-anxiety Agents; Hypnotics and Sedatives	0.05475922925757223
GABRA1	CLORAZEPATE	Approved	Hypnotics and Sedatives	0.04015676812221964
GABRA1	ESTAZOLAM	Approved	Anti-anxiety Agents; Anticonvulsants	0.05237839320289519
GABRA1	BUTABARBITAL SODIUM	Approved	""	0.02509798007638727
GABRA1	&ALPHA;5IA	Not Approved	""	0.1003919203055491
GABRA1	FLURAZEPAM	Approved	Hypnotics and Sedatives	0.0382445410687806
GABRA1	NITRAZEPAM	Not Approved	Anticonvulsants; Hypnotics and Sedatives	0.0573668116031709
GABRA1	BROMAZEPAM	Approved	Hypnotics and Sedatives	0.0382445410687806
GABRA1	PROGABIDE	Not Approved	Anticonvulsants	0.4015676812221964
GABRA1	PICROTOXIN	Not Approved	Central Nervous System Stimulants; Convulsants	0.3011757609166473
GABRA1	OCINAPLON	Not Approved	anxiolytic	0.03650615283838149
GABRA1	ISOGUVACINE	Not Approved	""	0.0446186312469107
GABRA1	TPA023	Not Approved	""	0.1003919203055491
GABRA1	TP003	Not Approved	""	0.1003919203055491
GABRA1	SECOBARBITAL	Approved	anesthesia; Hypnotics and Sedatives,Adjuvants	0.1204703043666589
GABRA1	METHOHEXITAL	Approved	Intravenous,Anesthetics	1.204703043666589
GABRA1	ALPRAZOLAM	Approved	hypnotic,sedative,anxiolytic	0.04724325661437605
GABRA1	OXAZEPAM	Approved	Hypnotics and Sedatives	0.04633473244871497
GABRA1	DESFLURANE	Approved	inhalation anesthetics	0.04015676812221964
GABRA1	RESEQUINIL	Not Approved	""	0.02509798007638727
GABRA1	PADSEVONIL	Not Approved	""	0.0211351411169577
GABRA1	QUAZEPAM	Approved	Hypnotics and Sedatives	0.06023515218332945
GABRA1	ZK93426	Not Approved	""	0.1003919203055491
GABRA1	TALBUTAL	Approved	Analgesics	0.06023515218332945
GABRA1	GABOXADOL	Not Approved	hypnotic	0.05237839320289519
GABRA1	HALAZEPAM	Approved	Anti-anxiety Agents; Muscle Relaxants; Sedative	0.06023515218332945
GABRA1	CHLORMETHIAZOLE	Approved	""	0.02007838406110982
GABRA1	BREXANOLONE	Approved	""	0.0573668116031709
GABRA1	FLURAZEPAM HYDROCHLORIDE	Approved	""	0.02509798007638727
GABRA1	ACAMPROSATE CALCIUM	Approved	antineoplastic agent,for treatment of alcohol-dependance	0.01606270724888785
GABRA1	ZOPICLONE	Approved	Hypnotics and Sedatives	0.1204703043666589
GABRA1	CGS8216	Not Approved	""	0.08031353624443928
GABRA1	CLORAZEPATE DIPOTASSIUM	Approved	""	0.02509798007638727
GABRA1	[18F]FLUOROETHYLFLUMAZENIL	Not Approved	""	0.06692794687036606
GABRA1	MRK016	Not Approved	""	0.1003919203055491
GABRA1	ISONIPECOTIC ACID	Not Approved	""	0.1003919203055491
GABRA1	RO15-4513	Not Approved	""	0.06692794687036606
GABRA1	HALOTHANE	Approved	Inhalation,Anesthetics	0.01115465781172767
GABRA1	RO19-4603	Not Approved	""	0.05019596015277455
GABRA1	ENFLURANE	Approved	Inhalation,Anesthetics	0.03886138850537384
GABRA1	HEXOBARBITAL	Approved	Hypnotics and Sedatives	0.1204703043666589
GABRA1	CLONAZEPAM	Approved	anticonvulsant	0.06425082899555142
GABRA1	DEHYDRATED ALCOHOL	Approved	""	0.005083135205344258
GABRA1	CHLORDIAZEPOXIDE HYDROCHLORIDE	Approved	""	0.02509798007638727
GABRA1	CHEMBL:CHEMBL2170369	Not Approved	""	0.2007838406110982
GABRA1	DMCM	Not Approved	""	0.1003919203055491
GABRA1	ADIPIPLON	Not Approved	""	0.02509798007638727
GABRA1	ZURANOLONE	Approved	""	0.02509798007638727
GABRA1	IMEPITOIN	Not Approved	""	0.02509798007638727
GABRA1	PIPERIDINE-4-SULPHONIC ACID	Not Approved	""	0.0446186312469107
GABRA1	[3H]GABAZINE	Not Approved	""	0.0446186312469107
GABRA1	RO4938581	Not Approved	""	0.1003919203055491
GABRA1	BICUCULLINE	Not Approved	""	0.8031353624443928
GABRA1	PRIMIDONE	Approved	Anticonvulsants	0.04589344928253673
GABRA1	BRETAZENIL	Not Approved	""	0.06692794687036606
GABRA1	ESZOPICLONE	Approved	anxiolytic,hypnotic	0.0446186312469107
GABRA1	CENOBAMATE	Approved	""	0.01434170290079273
GABRA1	THIOPENTAL	Approved	Intravenous,Anesthetics	0.07301230567676298
GABRA1	TBPS	Not Approved	""	0.0211351411169577
GABRA1	SANDARACOPIMARIC ACID	Not Approved	""	0.4015676812221964
GABRA1	THIOPENTAL SODIUM	Approved	""	0.02362162830718802
GABRA1	GLUTETHIMIDE	Approved	""	0.02362162830718802
GABRA1	REMIMAZOLAM	Approved	sedative	0.0211351411169577
GABRA1	REMIMAZOLAM BESYLATE	Approved	""	0.02509798007638727
GABRA1	BARBITAL	Approved	""	0.4015676812221964
GABRA1	FLUMAZENIL	Approved	Benzodoazepine Overdose,Antidotes	0.06692794687036606
GABRA1	BUTALBITAL	Approved	Analgesics	0.08031353624443928
GABRA1	ISOPIMARIC ACID	Not Approved	""	0.4015676812221964
GABRA1	FLUDIAZEPAM	Not Approved	Anti-anxiety Agents; Anticonvulsants	0.04724325661437605
GABRA1	TRICLOFOS SODIUM	Approved	""	0.02509798007638727
GABRA1	BUTABARBITAL	Approved	Hypnotics and Sedatives	0.1204703043666589
GABRA1	ISOFLURANE	Approved	Inhalation,Anesthetics	0.03886138850537384
GABRA1	METHOHEXITAL SODIUM	Approved	""	0.02509798007638727
GABRA1	METHYPRYLON	Approved	Hypnotics and Sedatives	0.1003919203055491
GABRA1	&ALPHA;3IA	Not Approved	""	0.1003919203055491
GABRA1	[3H]MUSCIMOL	Not Approved	""	0.0446186312469107
GABRA1	PICROTOXIN	Not Approved	""	0.01745946440096506
GABRA1	ZALEPLON	Approved	hypnotic	0.4015676812221964
GABRA1	CINOLAZEPAM	Not Approved	Hypnotics and Sedatives	0.04724325661437605
GABRA1	TETRAZEPAM	Approved	""	0.02509798007638727
GABRA1	FLUNITRAZEPAM	Approved	Hypnotics and Sedatives	0.03650615283838149
GABRA1	ADIPIPLON	Not Approved	hypnotic	0.0211351411169577
GABRA1	THIAMYLAL	Approved	Intravenous,Anesthetics	0.2007838406110982
GABRA1	ZN2+	Not Approved	""	0.01825307641919074
GABRA1	ABP-700	Not Approved	""	0.02509798007638727
GABRA1	ETOMIDATE	Approved	Intravenous,Anesthetics	0.1417297698431281
GABRA1	BICUCULLINE	Not Approved	""	0.05736681160317092
GABRA1	DARIGABAT	Not Approved	""	0.02509798007638727
GABRA1	TEMAZEPAM	Approved	Hypnotics and Sedatives	0.05475922925757223
